time,temp_degC,precip_mm,irrad_W_m2
2025-01-02 08:00:00,6.1,0.0,16.0
2025-01-02 08:10:00,5.8,0.0,27.0
2025-01-02 08:20:00,5.4,0.0,24.0
2025-01-02 08:30:00,5.5,0.0,25.0
2025-01-02 08:40:00,5.0,0.0,26.0
2025-01-02 08:50:00,5.9,0.0,29.0
2025-01-02 09:00:00,5.7,0.0,26.0
2025-01-02 09:10:00,6.0,0.0,26.0
2025-01-02 09:20:00,6.1,0.0,32.0
2025-01-02 09:30:00,6.2,0.0,34.0
2025-01-02 09:40:00,6.0,0.0,32.0
2025-01-02 09:50:00,6.1,0.0,40.0
2025-01-02 10:00:00,6.4,0.0,55.0
2025-01-02 10:10:00,6.2,0.0,78.0
2025-01-02 10:20:00,6.3,0.0,85.0
2025-01-02 10:30:00,5.6,0.0,70.0
2025-01-02 10:40:00,5.6,0.0,71.0
2025-01-02 10:50:00,5.5,0.0,88.0
2025-01-02 11:00:00,5.9,0.0,110.0
2025-01-02 11:10:00,6.6,0.0,147.0
2025-01-02 11:20:00,6.5,0.0,153.0
2025-01-02 11:30:00,6.6,0.0,143.0
2025-01-02 11:40:00,6.6,0.0,170.0
2025-01-02 11:50:00,5.9,0.0,158.0
2025-01-02 12:00:00,6.2,0.0,139.0
2025-01-02 12:10:00,6.1,0.0,127.0
2025-01-02 12:20:00,6.3,0.0,114.0
2025-01-02 12:30:00,6.0,0.0,103.0
2025-01-02 12:40:00,6.0,0.0,95.0
2025-01-02 12:50:00,5.8,0.0,78.0
2025-01-02 13:00:00,5.8,0.0,91.0
2025-01-02 13:10:00,6.0,0.0,94.0
2025-01-02 13:20:00,6.4,0.0,84.0
2025-01-02 13:30:00,6.6,0.0,78.0
2025-01-02 13:40:00,6.2,0.0,85.0
2025-01-02 13:50:00,6.3,0.0,78.0
2025-01-02 14:00:00,6.2,0.0,55.0
2025-01-02 14:10:00,6.0,0.0,50.0
2025-01-02 14:20:00,6.0,0.0,45.0
2025-01-02 14:30:00,5.8,0.0,52.0
2025-01-02 14:40:00,6.1,0.0,51.0
2025-01-02 14:50:00,6.3,0.0,44.0
2025-01-02 15:00:00,5.9,0.0,36.0
2025-01-02 15:10:00,5.4,0.0,28.0
2025-01-02 15:20:00,5.3,0.0,24.0
2025-01-02 15:30:00,5.6,0.0,17.0
2025-01-02 15:40:00,5.7,0.0,7.0
2025-01-02 15:50:00,5.7,0.0,2.0
