time,temp_degC,precip_mm,irrad_W_m2
2025-03-02T07:50:00Z,5.1,0.0,192
2025-03-02T08:00:00Z,5.2,0.0,288
2025-03-02T08:20:00Z,5.8,0.0,346
2025-03-02T08:30:00Z,7.0,0.0,374
2025-03-02T08:50:00Z,7.6,0.0,425
2025-03-02T09:00:00Z,6.7,0.0,450
2025-03-02T09:20:00Z,7.5,0.0,499
2025-03-02T09:30:00Z,7.3,0.0,521
2025-03-02T09:50:00Z,9.1,0.0,557
2025-03-02T10:00:00Z,8.3,0.0,574
2025-03-02T10:20:00Z,8.6,0.0,606
2025-03-02T10:30:00Z,9.0,0.0,620
2025-03-02T10:50:00Z,9.1,0.0,639
2025-03-02T11:00:00Z,10.5,0.0,644
2025-03-02T11:20:00Z,10.9,0.0,653
2025-03-02T11:30:00Z,10.6,0.0,655
2025-03-02T11:50:00Z,10.8,0.0,654
2025-03-02T12:20:00Z,11.8,0.0,644
2025-03-02T12:30:00Z,10.8,0.0,638
2025-03-02T12:50:00Z,10.9,0.0,619
2025-03-02T13:00:00Z,11.5,0.0,610
2025-03-02T13:20:00Z,12.0,0.0,581
2025-03-02T13:30:00Z,12.0,0.0,563
2025-03-02T13:50:00Z,12.4,0.0,527
2025-03-02T14:00:00Z,12.0,0.0,506
2025-03-02T14:20:00Z,11.6,0.0,460
2025-03-02T14:30:00Z,12.4,0.0,435
