time,temp_degC,precip_mm,irrad_W_m2
2024-11-05 08:00:00,11.0,0.0,219.0
2024-11-05 08:10:00,11.1,0.0,278.0
2024-11-05 08:20:00,10.7,0.0,215.0
2024-11-05 08:30:00,11.4,0.0,325.0
2024-11-05 08:40:00,11.0,0.0,381.0
2024-11-05 08:50:00,11.5,0.0,311.0
2024-11-05 09:00:00,11.6,0.0,322.0
2024-11-05 09:10:00,12.7,0.0,339.0
2024-11-05 09:20:00,12.6,0.0,418.0
2024-11-05 09:30:00,11.8,0.0,246.0
2024-11-05 09:40:00,11.7,0.0,193.0
2024-11-05 09:50:00,11.8,0.0,235.0
2024-11-05 10:00:00,12.4,0.0,289.0
2024-11-05 10:10:00,13.0,0.0,363.0
2024-11-05 10:20:00,12.6,0.0,282.0
2024-11-05 10:30:00,13.0,0.0,350.0
2024-11-05 10:40:00,13.1,0.0,533.0
2024-11-05 10:50:00,13.3,0.0,405.0
2024-11-05 11:00:00,13.0,0.0,326.0
2024-11-05 11:10:00,13.4,0.0,277.0
2024-11-05 11:20:00,13.9,0.0,403.0
2024-11-05 11:30:00,12.5,0.0,339.0
2024-11-05 11:40:00,13.3,0.0,374.0
2024-11-05 11:50:00,14.4,0.0,532.0
2024-11-05 12:00:00,14.5,0.0,544.0
2024-11-05 12:10:00,14.5,0.0,522.0
2024-11-05 12:20:00,14.2,0.0,492.0
2024-11-05 12:30:00,16.2,0.0,463.0
2024-11-05 12:40:00,16.3,0.0,443.0
2024-11-05 12:50:00,15.4,0.0,425.0
2024-11-05 13:00:00,16.2,0.0,411.0
2024-11-05 13:10:00,16.2,0.0,393.0
2024-11-05 13:20:00,16.5,0.0,372.0
2024-11-05 13:30:00,15.3,0.0,350.0
2024-11-05 13:40:00,15.5,0.0,326.0
2024-11-05 13:50:00,15.7,0.0,308.0
2024-11-05 14:00:00,15.6,0.0,285.0
2024-11-05 14:10:00,15.7,0.0,261.0
2024-11-05 14:20:00,15.5,0.0,237.0
2024-11-05 14:30:00,15.8,0.0,211.0
2024-11-05 14:40:00,15.4,0.0,186.0
2024-11-05 14:50:00,15.2,0.0,161.0
2024-11-05 15:00:00,15.3,0.0,135.0
2024-11-05 15:10:00,15.0,0.0,105.0
2024-11-05 15:20:00,14.0,0.0,23.0
2024-11-05 15:30:00,14.3,0.0,18.0
2024-11-05 15:40:00,13.4,0.0,13.0
2024-11-05 15:50:00,12.7,0.0,9.0
