time,temp_degC,precip_mm,irrad_W_m2
2025-05-11T07:50:00Z,15.7,0.0,619
2025-05-11T08:00:00Z,16.0,0.0,648
2025-05-11T08:10:00Z,14.6,0.0,701
2025-05-11T08:30:00Z,16.5,0.0,725
2025-05-11T08:50:00Z,16.6,0.0,750
2025-05-11T09:00:00Z,16.3,0.0,791
2025-05-11T09:20:00Z,18.4,0.0,832
2025-05-11T09:20:00Z,18.4,0.0,852
2025-05-11T09:50:00Z,19.1,0.0,886
2025-05-11T10:00:00Z,17.9,0.0,886
2025-05-11T10:10:00Z,18.9,0.0,914
2025-05-11T10:20:00Z,18.7,0.0,940
2025-05-11T10:40:00Z,18.7,0.0,950
2025-05-11T11:00:00Z,19.3,0.0,954
2025-05-11T11:20:00Z,19.1,0.0,869
2025-05-11T11:20:00Z,19.1,0.0,966
2025-05-11T11:50:00Z,19.8,0.0,975
2025-05-11T12:00:00Z,20.2,0.0,968
2025-05-11T12:20:00Z,20.4,0.0,944
2025-05-11T12:30:00Z,20.7,0.0,937
2025-05-11T12:50:00Z,20.7,0.0,914
2025-05-11T13:00:00Z,20.7,0.0,900
2025-05-11T13:20:00Z,20.9,0.0,859
2025-05-11T13:30:00Z,21.0,0.0,840
2025-05-11T13:50:00Z,21.5,0.0,807
2025-05-11T14:00:00Z,21.7,0.0,792
2025-05-11T14:20:00Z,21.6,0.0,736
2025-05-11T14:30:00Z,21.8,0.0,710
2025-05-11T22:50:00Z,15.3,0.0,0
2025-05-11T23:00:00Z,15.1,0.0,0
2025-05-11T23:20:00Z,14.3,0.0,0
2025-05-11T23:30:00Z,14.6,0.0,0
