time,temp_degC,precip_mm,irrad_W_m2
2024-11-27 08:00:00,7.4,0.0,125.0
2024-11-27 08:10:00,7.3,0.0,153.0
2024-11-27 08:20:00,8.0,0.0,177.0
2024-11-27 08:30:00,8.2,0.0,197.0
2024-11-27 08:40:00,8.5,0.0,217.0
2024-11-27 08:50:00,7.8,0.0,236.0
2024-11-27 09:00:00,8.3,0.0,255.0
2024-11-27 09:10:00,9.0,0.0,274.0
2024-11-27 09:20:00,8.4,0.0,290.0
2024-11-27 09:30:00,9.1,0.0,306.0
2024-11-27 09:40:00,9.1,0.0,320.0
2024-11-27 09:50:00,9.8,0.0,334.0
2024-11-27 10:00:00,9.9,0.0,346.0
2024-11-27 10:10:00,9.8,0.0,355.0
2024-11-27 10:20:00,10.5,0.0,365.0
2024-11-27 10:30:00,10.2,0.0,373.0
2024-11-27 10:40:00,10.3,0.0,381.0
2024-11-27 10:50:00,10.5,0.0,396.0
2024-11-27 11:00:00,10.9,0.0,427.0
2024-11-27 11:10:00,10.0,0.0,305.0
2024-11-27 11:20:00,10.8,0.0,388.0
2024-11-27 11:30:00,10.2,0.0,387.0
2024-11-27 11:40:00,10.9,0.0,384.0
2024-11-27 11:50:00,10.2,0.0,380.0
2024-11-27 12:00:00,10.8,0.0,375.0
2024-11-27 12:10:00,11.3,0.0,368.0
2024-11-27 12:20:00,11.0,0.0,358.0
2024-11-27 12:30:00,11.4,0.0,349.0
2024-11-27 12:40:00,12.0,0.0,338.0
2024-11-27 12:50:00,11.0,0.0,325.0
2024-11-27 13:00:00,11.6,0.0,311.0
2024-11-27 13:10:00,11.7,0.0,297.0
2024-11-27 13:20:00,12.3,0.0,281.0
2024-11-27 13:30:00,11.9,0.0,263.0
2024-11-27 13:40:00,12.3,0.0,244.0
2024-11-27 13:50:00,12.6,0.0,225.0
2024-11-27 14:00:00,11.7,0.0,204.0
2024-11-27 14:10:00,11.1,0.0,183.0
2024-11-27 14:20:00,11.2,0.0,161.0
2024-11-27 14:30:00,11.1,0.0,140.0
2024-11-27 14:40:00,10.7,0.0,113.0
2024-11-27 14:50:00,10.7,0.0,93.0
2024-11-27 15:00:00,10.5,0.0,61.0
2024-11-27 15:10:00,10.8,0.0,17.0
2024-11-27 15:20:00,10.9,0.0,12.0
2024-11-27 15:30:00,10.0,0.0,8.0
2024-11-27 15:40:00,9.6,0.0,4.0
2024-11-27 15:50:00,9.8,0.0,1.0
