time,temp_degC,precip_mm,irrad_W_m2
2025-02-21T07:50:00Z,3.2,0.0,160
2025-02-21T08:00:00Z,3.3,0.0,172
2025-02-21T08:20:00Z,4.1,0.0,243
2025-02-21T08:30:00Z,4.8,0.0,256
2025-02-21T08:50:00Z,4.5,0.0,264
2025-02-21T08:50:00Z,4.5,0.0,306
2025-02-21T09:20:00Z,6.2,0.0,329
2025-02-21T09:30:00Z,5.9,0.0,348
2025-02-21T09:50:00Z,6.4,0.0,448
2025-02-21T10:00:00Z,6.2,0.0,486
2025-02-21T10:20:00Z,7.0,0.0,465
2025-02-21T10:30:00Z,7.2,0.0,409
2025-02-21T10:50:00Z,7.6,0.0,526
2025-02-21T11:00:00Z,8.3,0.0,528
2025-02-21T11:20:00Z,8.9,0.0,552
2025-02-21T11:30:00Z,8.2,0.0,568
2025-02-21T11:50:00Z,10.1,0.0,567
2025-02-21T12:00:00Z,9.2,0.0,563
2025-02-21T12:20:00Z,9.7,0.0,557
2025-02-21T12:30:00Z,9.4,0.0,541
2025-02-21T12:50:00Z,11.1,0.0,534
2025-02-21T13:00:00Z,11.0,0.0,521
2025-02-21T13:20:00Z,10.1,0.0,493
2025-02-21T13:30:00Z,11.1,0.0,479
2025-02-21T13:50:00Z,11.3,0.0,443
2025-02-21T14:00:00Z,10.7,0.0,423
2025-02-21T14:20:00Z,11.8,0.0,370
2025-02-21T14:30:00Z,11.1,0.0,351
