time,temp_degC,precip_mm,irrad_W_m2
2025-05-06T07:50:00Z,12.3,0.0,273
2025-05-06T08:00:00Z,12.2,0.0,306
2025-05-06T08:20:00Z,13.4,0.0,364
2025-05-06T08:30:00Z,12.2,0.0,385
2025-05-06T08:50:00Z,13.6,0.0,442
2025-05-06T09:00:00Z,14.6,0.0,442
2025-05-06T09:20:00Z,14.2,0.0,490
2025-05-06T09:30:00Z,14.3,0.0,489
2025-05-06T09:40:00Z,14.0,0.0,468
2025-05-06T10:00:00Z,14.2,0.0,409
2025-05-06T10:10:00Z,14.6,0.0,401
2025-05-06T10:30:00Z,14.4,0.0,392
2025-05-06T10:50:00Z,14.5,0.0,418
2025-05-06T10:50:00Z,14.5,0.0,442
2025-05-06T11:20:00Z,15.4,0.0,378
2025-05-06T11:30:00Z,15.4,0.0,352
2025-05-06T11:50:00Z,15.4,0.0,456
2025-05-06T12:00:00Z,16.3,0.0,618
2025-05-06T12:20:00Z,16.3,0.0,427
2025-05-06T12:30:00Z,15.9,0.0,417
2025-05-06T12:50:00Z,15.6,0.0,411
2025-05-06T13:00:00Z,15.8,0.0,411
2025-05-06T13:10:00Z,15.8,0.0,376
2025-05-06T13:30:00Z,15.6,0.0,376
2025-05-06T13:50:00Z,16.2,0.0,437
2025-05-06T14:00:00Z,16.2,0.0,482
2025-05-06T14:20:00Z,16.2,0.0,440
2025-05-06T14:30:00Z,15.8,0.0,312
2025-05-06T22:50:00Z,12.7,0.1,0
2025-05-06T23:00:00Z,12.2,0.4,0
2025-05-06T23:20:00Z,12.3,0.8,0
2025-05-06T23:30:00Z,12.2,0.8,0
