time,temp_degC,precip_mm,irrad_W_m2
2025-03-30T07:50:00Z,16.7,0.0,446
2025-03-30T08:00:00Z,17.1,0.0,476
2025-03-30T08:20:00Z,17.5,0.0,527
2025-03-30T08:30:00Z,17.7,0.0,546
2025-03-30T08:50:00Z,18.5,0.0,583
2025-03-30T09:00:00Z,18.9,0.0,628
2025-03-30T09:20:00Z,18.3,0.0,476
2025-03-30T09:30:00Z,18.7,0.0,476
2025-03-30T09:50:00Z,19.6,0.0,708
2025-03-30T09:50:00Z,19.6,0.0,764
2025-03-30T10:20:00Z,20.0,0.0,769
2025-03-30T10:30:00Z,19.9,0.0,784
2025-03-30T10:50:00Z,20.7,0.0,828
2025-03-30T11:00:00Z,20.7,0.0,811
2025-03-30T11:20:00Z,20.8,0.0,711
2025-03-30T11:30:00Z,20.6,0.0,565
2025-03-30T11:50:00Z,22.6,0.0,764
2025-03-30T12:00:00Z,21.6,0.0,555
2025-03-30T12:20:00Z,21.5,0.0,818
2025-03-30T12:30:00Z,21.8,0.0,782
2025-03-30T12:50:00Z,21.5,0.0,441
2025-03-30T13:00:00Z,21.6,0.0,444
2025-03-30T13:20:00Z,21.3,0.0,617
2025-03-30T13:30:00Z,21.8,0.0,743
2025-03-30T13:50:00Z,22.5,0.0,689
2025-03-30T13:50:00Z,22.5,0.0,689
2025-03-30T14:20:00Z,20.9,0.0,365
2025-03-30T14:30:00Z,20.6,0.0,336
2025-03-30T22:50:00Z,15.9,0.0,0
2025-03-30T23:00:00Z,15.9,0.0,0
2025-03-30T23:20:00Z,15.6,0.0,0
2025-03-30T23:30:00Z,15.9,0.0,0
