time,temp_degC,precip_mm,irrad_W_m2
2024-12-31 08:00:00,4.7,0.0,20.0
2024-12-31 08:10:00,4.9,0.0,23.0
2024-12-31 08:20:00,5.2,0.0,60.0
2024-12-31 08:30:00,5.6,0.0,145.0
2024-12-31 08:40:00,6.1,0.0,167.0
2024-12-31 08:50:00,6.2,0.0,187.0
2024-12-31 09:00:00,6.8,0.0,207.0
2024-12-31 09:10:00,6.6,0.0,226.0
2024-12-31 09:20:00,6.6,0.0,243.0
2024-12-31 09:30:00,6.9,0.0,260.0
2024-12-31 09:40:00,7.2,0.0,276.0
2024-12-31 09:50:00,7.2,0.0,290.0
2024-12-31 10:00:00,6.8,0.0,305.0
2024-12-31 10:10:00,6.9,0.0,317.0
2024-12-31 10:20:00,6.9,0.0,329.0
2024-12-31 10:30:00,7.5,0.0,339.0
2024-12-31 10:40:00,8.5,0.0,347.0
2024-12-31 10:50:00,7.3,0.0,354.0
2024-12-31 11:00:00,8.5,0.0,360.0
2024-12-31 11:10:00,8.3,0.0,363.0
2024-12-31 11:20:00,9.1,0.0,366.0
2024-12-31 11:30:00,9.7,0.0,368.0
2024-12-31 11:40:00,8.4,0.0,367.0
2024-12-31 11:50:00,9.1,0.0,366.0
2024-12-31 12:00:00,8.8,0.0,363.0
2024-12-31 12:10:00,8.0,0.0,358.0
2024-12-31 12:20:00,9.1,0.0,352.0
2024-12-31 12:30:00,9.6,0.0,344.0
2024-12-31 12:40:00,9.1,0.0,335.0
2024-12-31 12:50:00,8.9,0.0,324.0
2024-12-31 13:00:00,9.0,0.0,313.0
2024-12-31 13:10:00,8.7,0.0,299.0
2024-12-31 13:20:00,9.1,0.0,285.0
2024-12-31 13:30:00,9.1,0.0,269.0
2024-12-31 13:40:00,9.6,0.0,252.0
2024-12-31 13:50:00,9.3,0.0,234.0
2024-12-31 14:00:00,9.4,0.0,216.0
2024-12-31 14:10:00,8.5,0.0,196.0
2024-12-31 14:20:00,8.7,0.0,175.0
2024-12-31 14:30:00,9.2,0.0,154.0
2024-12-31 14:40:00,8.6,0.0,132.0
2024-12-31 14:50:00,7.9,0.0,110.0
2024-12-31 15:00:00,8.3,0.0,88.0
2024-12-31 15:10:00,7.8,0.0,55.0
2024-12-31 15:20:00,7.8,0.0,14.0
2024-12-31 15:30:00,7.7,0.0,10.0
2024-12-31 15:40:00,7.6,0.0,7.0
2024-12-31 15:50:00,7.9,0.0,3.0
