time,temp_degC,precip_mm,irrad_W_m2
2025-05-08T07:50:00Z,13.0,0.0,604
2025-05-08T08:00:00Z,12.9,0.0,687
2025-05-08T08:20:00Z,14.3,0.0,543
2025-05-08T08:20:00Z,14.3,0.0,408
2025-05-08T08:50:00Z,15.3,0.0,802
2025-05-08T09:00:00Z,14.8,0.0,918
2025-05-08T09:20:00Z,14.9,0.0,737
2025-05-08T09:30:00Z,15.0,0.0,476
2025-05-08T09:50:00Z,15.1,0.0,626
2025-05-08T10:00:00Z,15.5,0.0,626
2025-05-08T10:20:00Z,15.5,0.0,793
2025-05-08T10:30:00Z,15.4,0.0,675
2025-05-08T10:50:00Z,16.0,0.0,810
2025-05-08T11:00:00Z,16.6,0.0,801
2025-05-08T11:20:00Z,16.8,0.0,993
2025-05-08T11:30:00Z,17.1,0.0,792
2025-05-08T11:50:00Z,17.7,0.0,752
2025-05-08T12:00:00Z,15.8,0.0,424
2025-05-08T12:20:00Z,15.5,0.0,467
2025-05-08T12:30:00Z,15.7,0.0,344
2025-05-08T12:50:00Z,15.8,0.0,452
2025-05-08T13:00:00Z,17.6,0.0,1121
2025-05-08T13:20:00Z,19.4,0.0,1097
2025-05-08T13:20:00Z,19.4,0.0,1097
2025-05-08T13:50:00Z,15.5,0.0,369
2025-05-08T14:00:00Z,15.5,0.0,292
2025-05-08T14:20:00Z,13.9,0.0,196
2025-05-08T14:30:00Z,14.4,0.0,184
2025-05-08T22:50:00Z,10.6,0.3,0
2025-05-08T23:00:00Z,10.7,0.2,0
2025-05-08T23:20:00Z,10.8,0.2,0
2025-05-08T23:30:00Z,10.8,0.2,0
