time,temp_degC,precip_mm,irrad_W_m2
2025-04-16T07:50:00Z,13.9,0.1,97
2025-04-16T08:00:00Z,14.0,0.2,143
2025-04-16T08:20:00Z,13.4,0.0,324
2025-04-16T08:30:00Z,14.0,0.0,324
2025-04-16T08:50:00Z,14.4,0.0,66
2025-04-16T08:50:00Z,14.4,0.0,98
2025-04-16T09:20:00Z,14.8,0.0,212
2025-04-16T09:30:00Z,15.3,0.0,205
2025-04-16T09:50:00Z,14.8,0.1,75
2025-04-16T10:00:00Z,14.5,0.9,93
2025-04-16T10:20:00Z,14.5,0.3,80
2025-04-16T10:30:00Z,14.3,0.3,84
2025-04-16T10:50:00Z,14.4,0.4,131
2025-04-16T10:50:00Z,14.4,0.0,126
2025-04-16T11:20:00Z,14.3,0.1,53
2025-04-16T11:30:00Z,14.1,0.7,45
2025-04-16T11:50:00Z,13.7,0.9,35
2025-04-16T11:50:00Z,13.7,0.8,35
2025-04-16T12:20:00Z,14.4,0.3,103
2025-04-16T12:30:00Z,14.6,0.2,89
2025-04-16T12:50:00Z,14.0,0.0,57
2025-04-16T13:00:00Z,14.2,1.1,40
2025-04-16T13:20:00Z,14.3,0.0,82
2025-04-16T13:20:00Z,14.3,0.0,82
2025-04-16T13:40:00Z,14.3,0.0,44
2025-04-16T14:00:00Z,13.4,1.2,6
2025-04-16T14:20:00Z,13.6,1.0,24
2025-04-16T14:30:00Z,13.5,1.0,30
2025-04-16T22:50:00Z,11.6,0.2,0
2025-04-16T23:00:00Z,11.6,0.9,0
2025-04-16T23:20:00Z,12.1,0.9,0
2025-04-16T23:30:00Z,11.1,0.5,0
