time,temp_degC,precip_mm,irrad_W_m2
2025-02-06T07:50:00Z,4.0,0.0,135
2025-02-06T07:50:00Z,4.0,0.0,135
2025-02-06T08:20:00Z,5.3,0.0,216
2025-02-06T08:30:00Z,5.0,0.0,242
2025-02-06T08:50:00Z,5.7,0.0,292
2025-02-06T09:00:00Z,5.1,0.0,316
2025-02-06T09:20:00Z,5.7,0.0,360
2025-02-06T09:30:00Z,6.8,0.0,380
2025-02-06T09:50:00Z,7.4,0.0,417
2025-02-06T10:00:00Z,6.2,0.0,434
2025-02-06T10:20:00Z,7.7,0.0,463
2025-02-06T10:30:00Z,8.4,0.0,475
2025-02-06T10:50:00Z,8.2,0.0,493
2025-02-06T10:50:00Z,8.2,0.0,493
2025-02-06T11:20:00Z,8.4,0.0,512
2025-02-06T11:30:00Z,10.0,0.0,514
2025-02-06T11:50:00Z,9.3,0.0,515
2025-02-06T12:00:00Z,9.8,0.0,513
2025-02-06T12:20:00Z,11.0,0.0,503
2025-02-06T12:30:00Z,10.6,0.0,496
2025-02-06T12:50:00Z,11.3,0.0,476
2025-02-06T13:00:00Z,10.7,0.0,464
2025-02-06T13:20:00Z,10.7,0.0,436
2025-02-06T13:30:00Z,10.9,0.0,420
2025-02-06T13:50:00Z,10.4,0.0,386
2025-02-06T14:00:00Z,10.6,0.0,366
2025-02-06T14:20:00Z,10.6,0.0,321
2025-02-06T14:30:00Z,10.1,0.0,296
