time,temp_degC,precip_mm,irrad_W_m2
2025-01-14 08:00:00,-0.6,0.0,20.0
2025-01-14 08:10:00,-1.2,0.0,28.0
2025-01-14 08:20:00,-0.4,0.0,117.0
2025-01-14 08:30:00,0.6,0.0,150.0
2025-01-14 08:40:00,0.9,0.0,171.0
2025-01-14 08:50:00,0.7,0.0,191.0
2025-01-14 09:00:00,0.3,0.0,213.0
2025-01-14 09:10:00,0.6,0.0,235.0
2025-01-14 09:20:00,1.5,0.0,254.0
2025-01-14 09:30:00,1.5,0.0,273.0
2025-01-14 09:40:00,1.1,0.0,290.0
2025-01-14 09:50:00,1.2,0.0,308.0
2025-01-14 10:00:00,1.8,0.0,323.0
2025-01-14 10:10:00,2.3,0.0,337.0
2025-01-14 10:20:00,2.7,0.0,349.0
2025-01-14 10:30:00,2.3,0.0,360.0
2025-01-14 10:40:00,2.7,0.0,372.0
2025-01-14 10:50:00,2.8,0.0,381.0
2025-01-14 11:00:00,3.2,0.0,387.0
2025-01-14 11:10:00,3.4,0.0,390.0
2025-01-14 11:20:00,3.6,0.0,395.0
2025-01-14 11:30:00,3.2,0.0,395.0
2025-01-14 11:40:00,3.5,0.0,397.0
2025-01-14 11:50:00,3.5,0.0,398.0
2025-01-14 12:00:00,3.6,0.0,395.0
2025-01-14 12:10:00,4.6,0.0,391.0
2025-01-14 12:20:00,3.4,0.0,385.0
2025-01-14 12:30:00,4.3,0.0,377.0
2025-01-14 12:40:00,4.1,0.0,368.0
2025-01-14 12:50:00,4.8,0.0,359.0
2025-01-14 13:00:00,4.3,0.0,347.0
2025-01-14 13:10:00,4.7,0.0,334.0
2025-01-14 13:20:00,4.9,0.0,319.0
2025-01-14 13:30:00,3.5,0.0,303.0
2025-01-14 13:40:00,4.9,0.0,286.0
2025-01-14 13:50:00,4.3,0.0,268.0
2025-01-14 14:00:00,4.6,0.0,248.0
2025-01-14 14:10:00,3.4,0.0,227.0
2025-01-14 14:20:00,4.7,0.0,208.0
2025-01-14 14:30:00,4.1,0.0,186.0
2025-01-14 14:40:00,3.9,0.0,165.0
2025-01-14 14:50:00,3.6,0.0,142.0
2025-01-14 15:00:00,3.6,0.0,120.0
2025-01-14 15:10:00,3.6,0.0,98.0
2025-01-14 15:20:00,3.6,0.0,82.0
2025-01-14 15:30:00,2.6,0.0,31.0
2025-01-14 15:40:00,2.7,0.0,14.0
2025-01-14 15:50:00,2.6,0.0,8.0
