time,temp_degC,precip_mm,irrad_W_m2
2024-10-30 08:00:00,13.8,0.0,242.0
2024-10-30 08:10:00,13.3,0.0,266.0
2024-10-30 08:20:00,13.9,0.0,290.0
2024-10-30 08:30:00,14.1,0.0,313.0
2024-10-30 08:40:00,14.9,0.0,334.0
2024-10-30 08:50:00,14.5,0.0,355.0
2024-10-30 09:00:00,14.3,0.0,378.0
2024-10-30 09:10:00,14.4,0.0,394.0
2024-10-30 09:20:00,14.9,0.0,409.0
2024-10-30 09:30:00,15.4,0.0,424.0
2024-10-30 09:40:00,16.6,0.0,439.0
2024-10-30 09:50:00,15.5,0.0,452.0
2024-10-30 10:00:00,16.4,0.0,464.0
2024-10-30 10:10:00,17.2,0.0,474.0
2024-10-30 10:20:00,17.3,0.0,482.0
2024-10-30 10:30:00,17.3,0.0,489.0
2024-10-30 10:40:00,16.9,0.0,495.0
2024-10-30 10:50:00,16.5,0.0,499.0
2024-10-30 11:00:00,17.3,0.0,502.0
2024-10-30 11:10:00,17.7,0.0,502.0
2024-10-30 11:20:00,17.1,0.0,503.0
2024-10-30 11:30:00,17.1,0.0,501.0
2024-10-30 11:40:00,18.2,0.0,497.0
2024-10-30 11:50:00,17.9,0.0,492.0
2024-10-30 12:00:00,18.3,0.0,486.0
2024-10-30 12:10:00,18.7,0.0,478.0
2024-10-30 12:20:00,18.7,0.0,469.0
2024-10-30 12:30:00,18.6,0.0,458.0
2024-10-30 12:40:00,18.5,0.0,447.0
2024-10-30 12:50:00,18.4,0.0,433.0
2024-10-30 13:00:00,19.0,0.0,418.0
2024-10-30 13:10:00,18.8,0.0,401.0
2024-10-30 13:20:00,19.7,0.0,384.0
2024-10-30 13:30:00,19.2,0.0,365.0
2024-10-30 13:40:00,19.0,0.0,345.0
2024-10-30 13:50:00,19.4,0.0,323.0
2024-10-30 14:00:00,18.7,0.0,301.0
2024-10-30 14:10:00,18.7,0.0,277.0
2024-10-30 14:20:00,18.9,0.0,252.0
2024-10-30 14:30:00,19.3,0.0,228.0
2024-10-30 14:40:00,18.7,0.0,203.0
2024-10-30 14:50:00,18.9,0.0,178.0
2024-10-30 15:00:00,18.4,0.0,152.0
2024-10-30 15:10:00,18.0,0.0,125.0
2024-10-30 15:20:00,17.0,0.0,77.0
2024-10-30 15:30:00,16.5,0.0,26.0
2024-10-30 15:40:00,15.9,0.0,20.0
2024-10-30 15:50:00,16.0,0.0,15.0
