time,temp_degC,precip_mm,irrad_W_m2
2025-03-04T07:50:00Z,6.0,0.0,280
2025-03-04T08:00:00Z,6.0,0.0,310
2025-03-04T08:20:00Z,6.3,0.0,366
2025-03-04T08:30:00Z,7.7,0.0,394
2025-03-04T08:50:00Z,7.0,0.0,448
2025-03-04T09:00:00Z,7.4,0.0,472
2025-03-04T09:20:00Z,8.4,0.0,517
2025-03-04T09:30:00Z,9.4,0.0,537
2025-03-04T09:50:00Z,9.4,0.0,576
2025-03-04T10:00:00Z,9.5,0.0,593
2025-03-04T10:20:00Z,10.8,0.0,621
2025-03-04T10:30:00Z,11.1,0.0,633
2025-03-04T10:50:00Z,10.5,0.0,652
2025-03-04T11:00:00Z,12.7,0.0,652
2025-03-04T11:20:00Z,12.0,0.0,666
2025-03-04T11:30:00Z,12.5,0.0,665
2025-03-04T11:50:00Z,12.9,0.0,666
2025-03-04T12:00:00Z,13.0,0.0,664
2025-03-04T12:20:00Z,13.9,0.0,654
2025-03-04T12:30:00Z,13.6,0.0,646
2025-03-04T12:50:00Z,14.3,0.0,627
2025-03-04T13:00:00Z,12.7,0.0,615
2025-03-04T13:20:00Z,14.7,0.0,587
2025-03-04T13:30:00Z,14.7,0.0,571
2025-03-04T13:50:00Z,14.9,0.0,534
2025-03-04T14:00:00Z,14.1,0.0,511
2025-03-04T14:10:00Z,14.2,0.0,488
2025-03-04T14:30:00Z,14.8,0.0,440
