DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
 - Modified by Andrea F. Battaglia for the night-sky scan
Version: 2025-03-03

TIME [UT], Azimuth[deg], Elevation[deg], Message
 0.00000, 181.000,  60.800, Reference positions.
 0.01667, 105.000,  75.000, New tracking position
 0.03333, 115.000,  75.000, New tracking position
 0.05000, 125.000,  75.000, New tracking position
 0.06667, 135.000,  75.000, New tracking position
 0.08333, 145.000,  75.000, New tracking position
 0.10000, 155.000,  75.000, New tracking position
 0.11667, 165.000,  75.000, New tracking position
 0.13333, 175.000,  75.000, New tracking position
 0.15000, 185.000,  75.000, New tracking position
 0.16667, 195.000,  75.000, New tracking position
 0.18333, 205.000,  75.000, New tracking position
 0.20000, 215.000,  75.000, New tracking position
 0.21667, 225.000,  75.000, New tracking position
 0.23333, 235.000,  75.000, New tracking position
 0.25000, 245.000,  75.000, New tracking position
 0.26667, 255.000,  75.000, New tracking position
 0.28333, 250.000,  70.000, New tracking position
 0.30000, 240.000,  70.000, New tracking position
 0.31667, 230.000,  70.000, New tracking position
 0.33333, 220.000,  70.000, New tracking position
 0.35000, 210.000,  70.000, New tracking position
 0.36667, 200.000,  70.000, New tracking position
 0.38333, 190.000,  70.000, New tracking position
 0.40028, 180.000,  70.000, New tracking position
 0.41694, 170.000,  70.000, New tracking position
 0.43361, 160.000,  70.000, New tracking position
 0.45028, 150.000,  70.000, New tracking position
 0.46694, 140.000,  70.000, New tracking position
 0.48361, 130.000,  70.000, New tracking position
 0.50028, 120.000,  70.000, New tracking position
 0.51694, 110.000,  70.000, New tracking position
 0.53361, 105.000,  65.000, New tracking position
 0.55028, 115.000,  65.000, New tracking position
 0.56694, 125.000,  65.000, New tracking position
 0.58361, 135.000,  65.000, New tracking position
 0.60028, 145.000,  65.000, New tracking position
 0.61694, 155.000,  65.000, New tracking position
 0.63361, 165.000,  65.000, New tracking position
 0.65028, 175.000,  65.000, New tracking position
 0.66694, 185.000,  65.000, New tracking position
 0.68361, 195.000,  65.000, New tracking position
 0.70028, 205.000,  65.000, New tracking position
 0.71694, 215.000,  65.000, New tracking position
 0.73361, 225.000,  65.000, New tracking position
 0.75028, 235.000,  65.000, New tracking position
 0.76667, 245.000,  65.000, New tracking position
 0.78361, 255.000,  65.000, New tracking position
 0.80000, 250.000,  60.000, New tracking position
 0.81667, 240.000,  60.000, New tracking position
 0.83333, 230.000,  60.000, New tracking position
 0.85000, 220.000,  60.000, New tracking position
 0.86667, 210.000,  60.000, New tracking position
 0.88333, 200.000,  60.000, New tracking position
 0.90000, 190.000,  60.000, New tracking position
 0.91667, 180.000,  60.000, New tracking position
 0.93333, 170.000,  60.000, New tracking position
 0.95000, 160.000,  60.000, New tracking position
 0.96667, 150.000,  60.000, New tracking position
 0.98333, 140.000,  60.000, New tracking position
 1.00000, 130.000,  60.000, New tracking position
