DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
 - Modified by Andrea F. Battaglia for the night-sky scan
Version: 2025-03-03

TIME [UT], Azimuth[deg], Elevation[deg], Message
 0.00000, 181.500,  60.300, Reference positions.
 0.01667, 105.000,  75.000, New tracking position
 0.03333, 115.000,  75.000, New tracking position
 0.05000, 125.000,  75.000, New tracking position
 0.06667, 135.000,  75.000, New tracking position
 0.08333, 145.000,  75.000, New tracking position
 0.10000, 155.000,  75.000, New tracking position
 0.11667, 165.000,  75.000, New tracking position
 0.13333, 175.000,  75.000, New tracking position
 0.15000, 185.000,  75.000, New tracking position
 0.16667, 195.000,  75.000, New tracking position
 0.18333, 205.000,  75.000, New tracking position
 0.20000, 215.000,  75.000, New tracking position
 0.21667, 225.000,  75.000, New tracking position
 0.23333, 235.000,  75.000, New tracking position
 0.25000, 245.000,  75.000, New tracking position
 0.26694, 255.000,  75.000, New tracking position
 0.28361, 250.000,  70.000, New tracking position
 0.30028, 240.000,  70.000, New tracking position
 0.31694, 230.000,  70.000, New tracking position
 0.33361, 220.000,  70.000, New tracking position
 0.35028, 210.000,  70.000, New tracking position
 0.36694, 200.000,  70.000, New tracking position
 0.38361, 190.000,  70.000, New tracking position
 0.40028, 180.000,  70.000, New tracking position
 0.41694, 170.000,  70.000, New tracking position
 0.43361, 160.000,  70.000, New tracking position
 0.45028, 150.000,  70.000, New tracking position
 0.46694, 140.000,  70.000, New tracking position
 0.48361, 130.000,  70.000, New tracking position
 0.50028, 120.000,  70.000, New tracking position
 0.51694, 110.000,  70.000, New tracking position
 0.53361, 105.000,  65.000, New tracking position
 0.55028, 115.000,  65.000, New tracking position
 0.56694, 125.000,  65.000, New tracking position
 0.58361, 135.000,  65.000, New tracking position
 0.60028, 145.000,  65.000, New tracking position
 0.61694, 155.000,  65.000, New tracking position
 0.63361, 165.000,  65.000, New tracking position
 0.65028, 175.000,  65.000, New tracking position
 0.66694, 185.000,  65.000, New tracking position
 0.68361, 195.000,  65.000, New tracking position
 0.70028, 205.000,  65.000, New tracking position
 0.71694, 215.000,  65.000, New tracking position
 0.73361, 225.000,  65.000, New tracking position
 0.75028, 235.000,  65.000, New tracking position
 0.76694, 245.000,  65.000, New tracking position
 0.78361, 255.000,  65.000, New tracking position
 0.80028, 250.000,  60.000, New tracking position
 0.81694, 240.000,  60.000, New tracking position
 0.83333, 230.000,  60.000, New tracking position
 0.85000, 220.000,  60.000, New tracking position
 0.86667, 210.000,  60.000, New tracking position
 0.88333, 200.000,  60.000, New tracking position
 0.90000, 190.000,  60.000, New tracking position
 0.91667, 180.000,  60.000, New tracking position
 0.93333, 170.000,  60.000, New tracking position
 0.95000, 160.000,  60.000, New tracking position
 0.96667, 150.000,  60.000, New tracking position
 0.98333, 140.000,  60.000, New tracking position
 1.00000, 130.000,  60.000, New tracking position
 1.01667, 120.000,  60.000, New tracking position
 1.03333, 110.000,  60.000, New tracking position
 1.05000, 105.000,  55.000, New tracking position
 1.06667, 115.000,  55.000, New tracking position
 1.08333, 125.000,  55.000, New tracking position
 1.10000, 135.000,  55.000, New tracking position
 1.11667, 145.000,  55.000, New tracking position
 1.13333, 155.000,  55.000, New tracking position
 1.15000, 165.000,  55.000, New tracking position
 1.16667, 175.000,  55.000, New tracking position
 1.18333, 185.000,  55.000, New tracking position
 1.20000, 195.000,  55.000, New tracking position
 1.21667, 205.000,  55.000, New tracking position
 1.23333, 215.000,  55.000, New tracking position
 1.25000, 225.000,  55.000, New tracking position
 1.26667, 235.000,  55.000, New tracking position
 1.28361, 245.000,  55.000, New tracking position
 1.30000, 255.000,  55.000, New tracking position
 1.31694, 250.000,  50.000, New tracking position
 1.33361, 240.000,  50.000, New tracking position
 1.35028, 230.000,  50.000, New tracking position
 1.36694, 220.000,  50.000, New tracking position
 1.38361, 210.000,  50.000, New tracking position
 1.40028, 200.000,  50.000, New tracking position
 1.41694, 190.000,  50.000, New tracking position
 1.43361, 180.000,  50.000, New tracking position
 1.45028, 170.000,  50.000, New tracking position
 1.46694, 160.000,  50.000, New tracking position
 1.48361, 150.000,  50.000, New tracking position
 1.50028, 140.000,  50.000, New tracking position
 1.51694, 130.000,  50.000, New tracking position
 1.53361, 120.000,  50.000, New tracking position
 1.55028, 110.000,  50.000, New tracking position
 1.56694, 105.000,  45.000, New tracking position
 1.58361, 115.000,  45.000, New tracking position
 1.60028, 125.000,  45.000, New tracking position
 1.61694, 135.000,  45.000, New tracking position
 1.63361, 145.000,  45.000, New tracking position
 1.65028, 155.000,  45.000, New tracking position
 1.66694, 165.000,  45.000, New tracking position
 1.68361, 175.000,  45.000, New tracking position
 1.70028, 185.000,  45.000, New tracking position
 1.71694, 195.000,  45.000, New tracking position
 1.73361, 205.000,  45.000, New tracking position
 1.75000, 215.000,  45.000, New tracking position
 1.76667, 225.000,  45.000, New tracking position
 1.78333, 235.000,  45.000, New tracking position
 1.80000, 245.000,  45.000, New tracking position
 1.81667, 255.000,  45.000, New tracking position
 1.83333, 250.000,  40.000, New tracking position
 1.85000, 240.000,  40.000, New tracking position
 1.86667, 230.000,  40.000, New tracking position
 1.88333, 220.000,  40.000, New tracking position
 1.90000, 210.000,  40.000, New tracking position
 1.91667, 200.000,  40.000, New tracking position
 1.93333, 190.000,  40.000, New tracking position
 1.95000, 180.000,  40.000, New tracking position
 1.96667, 170.000,  40.000, New tracking position
 1.98333, 160.000,  40.000, New tracking position
 2.00000, 150.000,  40.000, New tracking position
 2.01667, 140.000,  40.000, New tracking position
 2.03333, 130.000,  40.000, New tracking position
 2.05000, 120.000,  40.000, New tracking position
 2.06667, 110.000,  40.000, New tracking position
 2.08333, 105.000,  35.000, New tracking position
 2.10000, 115.000,  35.000, New tracking position
 2.11667, 125.000,  35.000, New tracking position
 2.13333, 135.000,  35.000, New tracking position
 2.15000, 145.000,  35.000, New tracking position
 2.16667, 155.000,  35.000, New tracking position
 2.18333, 165.000,  35.000, New tracking position
 2.20000, 175.000,  35.000, New tracking position
 2.21667, 185.000,  35.000, New tracking position
 2.23333, 195.000,  35.000, New tracking position
 2.25000, 205.000,  35.000, New tracking position
 2.26694, 215.000,  35.000, New tracking position
 2.28361, 225.000,  35.000, New tracking position
 2.30028, 235.000,  35.000, New tracking position
 2.31694, 245.000,  35.000, New tracking position
 2.33361, 255.000,  35.000, New tracking position
 2.35028, 250.000,  30.000, New tracking position
 2.36694, 240.000,  30.000, New tracking position
 2.38361, 230.000,  30.000, New tracking position
 2.40028, 220.000,  30.000, New tracking position
 2.41694, 210.000,  30.000, New tracking position
 2.43361, 200.000,  30.000, New tracking position
 2.45028, 190.000,  30.000, New tracking position
 2.46694, 180.000,  30.000, New tracking position
 2.48361, 170.000,  30.000, New tracking position
 2.50028, 160.000,  30.000, New tracking position
 2.51694, 150.000,  30.000, New tracking position
 2.53361, 140.000,  30.000, New tracking position
 2.55028, 130.000,  30.000, New tracking position
 2.56694, 120.000,  30.000, New tracking position
 2.58361, 110.000,  30.000, New tracking position
 2.60028, 105.000,  25.000, New tracking position
 2.61694, 115.000,  25.000, New tracking position
 2.63361, 125.000,  25.000, New tracking position
 2.65028, 135.000,  25.000, New tracking position
 2.66694, 145.000,  25.000, New tracking position
 2.68361, 155.000,  25.000, New tracking position
 2.70028, 165.000,  25.000, New tracking position
 2.71694, 175.000,  25.000, New tracking position
 2.73333, 185.000,  25.000, New tracking position
 2.75000, 195.000,  25.000, New tracking position
 2.76667, 205.000,  25.000, New tracking position
 2.78333, 215.000,  25.000, New tracking position
 2.80000, 225.000,  25.000, New tracking position
 2.81667, 235.000,  25.000, New tracking position
 2.83333, 245.000,  25.000, New tracking position
 2.85000, 255.000,  25.000, New tracking position
 2.86667, 250.000,  20.000, New tracking position
 2.88333, 240.000,  20.000, New tracking position
 2.90000, 230.000,  20.000, New tracking position
 2.91667, 220.000,  20.000, New tracking position
 2.93333, 210.000,  20.000, New tracking position
 2.95000, 200.000,  20.000, New tracking position
 2.96667, 190.000,  20.000, New tracking position
 2.98333, 180.000,  20.000, New tracking position
 3.00000, 170.000,  20.000, New tracking position
 3.01667, 160.000,  20.000, New tracking position
 3.03333, 150.000,  20.000, New tracking position
 3.05000, 140.000,  20.000, New tracking position
 3.06667, 130.000,  20.000, New tracking position
 3.08333, 120.000,  20.000, New tracking position
 3.10000, 110.000,  20.000, New tracking position
 3.11667, 105.000,  15.000, New tracking position
 3.13333, 115.000,  15.000, New tracking position
 3.15000, 125.000,  15.000, New tracking position
 3.16667, 135.000,  15.000, New tracking position
 3.18333, 145.000,  15.000, New tracking position
 3.20000, 155.000,  15.000, New tracking position
 3.21667, 165.000,  15.000, New tracking position
 3.23333, 175.000,  15.000, New tracking position
 3.25000, 185.000,  15.000, New tracking position
 3.26667, 195.000,  15.000, New tracking position
 3.28333, 205.000,  15.000, New tracking position
 3.30000, 215.000,  15.000, New tracking position
 3.31667, 225.000,  15.000, New tracking position
 3.33333, 235.000,  15.000, New tracking position
 3.35000, 245.000,  15.000, New tracking position
 3.36667, 255.000,  15.000, New tracking position
 3.38333, 250.000,  10.000, New tracking position
 3.40000, 240.000,  10.000, New tracking position
 3.41694, 230.000,  10.000, New tracking position
 3.43361, 220.000,  10.000, New tracking position
 3.45028, 210.000,  10.000, New tracking position
 3.46694, 200.000,  10.000, New tracking position
 3.48361, 190.000,  10.000, New tracking position
 3.50028, 180.000,  10.000, New tracking position
 3.51694, 170.000,  10.000, New tracking position
 3.53361, 160.000,  10.000, New tracking position
 3.55028, 150.000,  10.000, New tracking position
 3.56694, 140.000,  10.000, New tracking position
 3.58361, 130.000,  10.000, New tracking position
 3.60028, 120.000,  10.000, New tracking position
 3.61694, 110.000,  10.000, New tracking position
 3.63361, 105.000,   5.000, New tracking position
 3.65028, 115.000,   5.000, New tracking position
 3.66694, 125.000,   5.000, New tracking position
 3.68361, 135.000,   5.000, New tracking position
 3.70028, 145.000,   5.000, New tracking position
 3.71694, 155.000,   5.000, New tracking position
 3.73361, 165.000,   5.000, New tracking position
 3.75028, 175.000,   5.000, New tracking position
 3.76694, 185.000,   5.000, New tracking position
 3.78361, 195.000,   5.000, New tracking position
 3.80028, 205.000,   5.000, New tracking position
 3.81694, 215.000,   5.000, New tracking position
 3.83361, 225.000,   5.000, New tracking position
 3.85028, 235.000,   5.000, New tracking position
 3.86667, 245.000,   5.000, New tracking position
 3.88333, 255.000,   5.000, New tracking position
 3.90000, 250.000,   0.000, New tracking position
 3.91667, 240.000,   0.000, New tracking position
 3.93333, 230.000,   0.000, New tracking position
 3.95000, 220.000,   0.000, New tracking position
 3.96667, 210.000,   0.000, New tracking position
 3.98333, 200.000,   0.000, New tracking position
 4.00000, 190.000,   0.000, New tracking position
 4.01667, 180.000,   0.000, New tracking position
 4.03333, 170.000,   0.000, New tracking position
 4.05000, 160.000,   0.000, New tracking position
 4.06667, 150.000,   0.000, New tracking position
 4.08333, 140.000,   0.000, New tracking position
 4.10000, 130.000,   0.000, New tracking position
 4.11667, 120.000,   0.000, New tracking position
 4.13333, 110.000,   0.000, New tracking position
 4.15000, 105.000,  -5.000, New tracking position
 4.16667, 115.000,  -5.000, New tracking position
 4.18333, 125.000,  -5.000, New tracking position
 4.20000, 135.000,  -5.000, New tracking position
 4.21667, 145.000,  -5.000, New tracking position
 4.23333, 155.000,  -5.000, New tracking position
 4.25000, 165.000,  -5.000, New tracking position
 4.26667, 175.000,  -5.000, New tracking position
 4.28333, 185.000,  -5.000, New tracking position
 4.30000, 195.000,  -5.000, New tracking position
 4.31667, 205.000,  -5.000, New tracking position
 4.33333, 215.000,  -5.000, New tracking position
 4.35000, 225.000,  -5.000, New tracking position
 4.36667, 235.000,  -5.000, New tracking position
 4.38333, 245.000,  -5.000, New tracking position
 4.40000, 255.000,  -5.000, New tracking position
 4.41667,   0.000,   0.000, Night-sky scan ended
 4.43333,   0.000,   0.000, Night-sky scan ended
 4.45000,   0.000,   0.000, Night-sky scan ended
 4.46667,   0.000,   0.000, Night-sky scan ended
 4.48333,   0.000,   0.000, Night-sky scan ended
 4.50000,   0.000,   0.000, Night-sky scan ended
 4.51667,   0.000,   0.000, Night-sky scan ended
 4.53333,   0.000,   0.000, Night-sky scan ended
 4.55000,   0.000,   0.000, Night-sky scan ended
 4.56667,   0.000,   0.000, Night-sky scan ended
 4.58333,   0.000,   0.000, Night-sky scan ended
 4.60000,   0.000,   0.000, Night-sky scan ended
 4.61667,   0.000,   0.000, Night-sky scan ended
 4.63333,   0.000,   0.000, Night-sky scan ended
 4.65000,   0.000,   0.000, Night-sky scan ended
 4.66667,   0.000,   0.000, Night-sky scan ended
 4.68333,   0.000,   0.000, Night-sky scan ended
 4.70000,   0.000,   0.000, Night-sky scan ended
 4.71667,   0.000,   0.000, Night-sky scan ended
 4.73333,   0.000,   0.000, Night-sky scan ended
 4.75000,   0.000,   0.000, Night-sky scan ended
 4.76667,   0.000,   0.000, Night-sky scan ended
 4.78333,   0.000,   0.000, Night-sky scan ended
 4.80000,   0.000,   0.000, Night-sky scan ended
 4.81667,   0.000,   0.000, Night-sky scan ended
 4.83333,   0.000,   0.000, Night-sky scan ended
 4.85000,   0.000,   0.000, Night-sky scan ended
 4.86667,   0.000,   0.000, Night-sky scan ended
 4.88333,   0.000,   0.000, Night-sky scan ended
 4.90028,   0.000,   0.000, Night-sky scan ended
 4.91694,   0.000,   0.000, Night-sky scan ended
 4.93361,   0.000,   0.000, Night-sky scan ended
 4.95028,   0.000,   0.000, Night-sky scan ended
 4.96694,   0.000,   0.000, Night-sky scan ended
 4.98361,   0.000,   0.000, Night-sky scan ended
21.00028,   0.000,   0.000, Night-sky scan ended
21.01667,   0.000,   0.000, Night-sky scan ended
21.03333,   0.000,   0.000, Night-sky scan ended
