# Tcold_K: 12
# Thot_K: 284.15
# freq_MHz: 11075
# dfreq_MHz: 50
date, time_start, Icold_adu, Ihot_adu, Ycal_dB, Isun_mean_adu, Isun_max_adu, Isun_mean_above_max_adu, nrvals_for_Isun_mean_above_max, Ssun_sfu, Sback_sfu, Ssun_minus_Sback_sfu
2024/11/06, 09:15:00.801, 201245.46188122907, 442880.48809800984, 3.4256045133905504, 468978.91326863423, 521065.87140093127, 510249.2430842106, 13, 428.25614951794677, 14.274156445799129, 413.98199307214765
2024/11/06, 09:30:00.778, 256421.2735249463, 443337.74679969007, 2.3778065691491963, 452728.46756140713, 503449.3625437502, 491930.6510206899, 16, 422.15956675195, 14.274156445799129, 407.8854103061509
2024/11/06, 09:45:00.774, 150494.24334879077, 425815.39520776365, 4.5170147137976855, 430012.8641788333, 469409.37165858253, 458670.1330779509, 83, 376.6311315735746, 14.274156445799129, 362.35697512777546
2024/11/06, 10:00:00.956, 192791.58302249192, 414533.32086602395, 3.3247137622366782, 429285.4689631219, 482902.89912093524, 472976.8826443269, 7, 423.32325852006943, 14.274156445799129, 409.0491020742703
2024/11/06, 10:15:00.887, 405822.8164717939, 403500.44667770405, -0.02492440785405295, 423809.2409745301, 466784.506509512, 456355.610026523, 41, -7029.727968708239, 14.274156445799129, -7044.002125154038
2024/11/06, 10:30:00.916, 153053.94408077217, 395431.6469099295, 4.122268980141627, 424665.1538891415, 466784.506509512, 456611.0724911405, 30, 419.71296384022014, 14.274156445799129, 405.438807394421
2024/11/06, 10:45:00.907, 207450.20538455553, 405310.9884243127, 2.908745089645572, 416456.59023016243, 459673.98617715423, 450132.8388821362, 30, 411.3345059849359, 14.274156445799129, 397.0603495391368
2024/11/06, 11:00:00.921, 220635.24886195484, 397854.2015511445, 2.560490519239024, 395311.369071486, 436210.7819895364, 427627.96444549656, 16, 392.3878810326302, 14.274156445799129, 378.1137245868311
2024/11/06, 11:15:00.924, 147699.83499361045, 387720.81444543105, 4.191391062144013, 379652.2776157842, 431356.32240707596, 423732.5538840671, 5, 386.57061454455834, 14.274156445799129, 372.2964580987592
2024/11/06, 11:30:01.055, 135344.96623737222, 380956.5082975714, 4.4943328941509755, 381928.5877085005, 431356.32240707596, 424390.8823829684, 19, 395.24839600502924, 14.274156445799129, 380.9742395592301
2024/11/06, 11:45:00.996, 149230.14563908157, 395215.32043020334, 4.2297720873661335, 371617.109349462, 431356.32240707596, 423468.2403040709, 17, 375.1820612454546, 14.274156445799129, 360.90790479965546
2024/11/06, 12:00:01.174, 202505.7338960161, 374898.95217345835, 2.6747690193116505, 350504.145452803, 405835.4160887558, 401179.78129786596, 5, 387.3511832549116, 14.274156445799129, 373.07702680911245
2024/11/06, 12:15:01.051, 251396.75000913942, 369568.6737430919, 1.6733549246698698, 328646.8243221193, 382376.1449473262, 378122.7294659492, 3, 361.4335299704521, 14.274156445799129, 347.159373524653
2024/11/06, 12:30:01.226, 142362.03301163402, 373068.9542302497, 4.1839492840431705, 337190.578635488, 382181.361883815, 374516.3625085464, 11, 340.0311203877094, 14.274156445799129, 325.75696394191027
2024/11/06, 12:45:01.196, 128265.23126422586, 375080.47418429377, 4.66015507849809, 332798.8419889323, 384620.3706741913, 377178.93244079716, 8, 340.75249371581737, 14.274156445799129, 326.47833727001824
2024/11/06, 13:00:01.188, 126099.6676851422, 364204.8522740822, 4.606317855072598, 319578.6949074938, 372752.76208887214, 367464.77790541446, 13, 342.4322992588992, 14.274156445799129, 328.1581428131001
2024/11/06, 13:15:01.271, 123091.58190037835, 364546.6574092229, 4.715247674502284, 308197.73465806607, 350774.8572456601, 344509.9052047328, 25, 311.1362622186319, 14.274156445799129, 296.86210577283276
2024/11/06, 13:30:01.302, 122150.3617742842, 365005.38204936555, 4.754045106625079, 311636.4014588073, 431063.3787299038, 424521.64573430025, 7, 417.33536561738555, 14.274156445799129, 403.0612091715864
2024/11/06, 13:45:01.218, 121994.59538146829, 359796.4212334425, 4.697162483217782, 315467.9511690038, 354390.143750584, 347253.0280554873, 38, 320.9244735583302, 14.274156445799129, 306.65031711253107
2024/11/06, 14:00:01.369, 123117.96248362098, 364983.3995743311, 4.719516924135184, 310079.87932412233, 352828.2329552021, 345709.1115463541, 15, 312.2023647574736, 14.274156445799129, 297.9282083116745
2024/11/06, 14:15:01.352, 156280.64478435868, 369549.071883988, 3.7376692151968176, 313992.7364465726, 349858.69671851146, 343955.27942311636, 64, 299.1506125786892, 14.274156445799129, 284.8764561328901
