it_start_UT,it_end_UT,sfu_10640MHz,std_sfu_10640MHz,corr_sfu_10640MHz,corr_std_sfu_10640MHz,temp_K,precip_mm,global_irr_Wm2,quality_check_pointing,comment
2024-12-06 13:00:00,2024-12-06 14:00:00,276.32432532321724,11.369436962285414,276.32432532321724,11.369436962285414,282.43333333333334,0.0,265.0,1,
2024-12-07 09:00:00,2024-12-07 10:00:00,292.6204396323284,9.36889333734424,292.6204396323284,9.36889333734424,278.6333333333333,0.0,138.5,1,
2024-12-07 11:00:00,2024-12-07 12:00:00,285.2495780388974,8.060014505089418,285.2495780388974,8.060014505089418,278.26666666666665,0.0,125.16666666666669,1,
2024-12-07 13:00:00,2024-12-07 14:00:00,254.4323191216051,13.905210502533286,254.4323191216051,13.905210502533286,279.68333333333334,0.0,208.0,1,
2024-12-08 09:00:00,2024-12-08 10:00:00,410.25550257808845,417.9443174202395,410.25550257808845,417.9443174202395,277.75,0.0,65.16666666666667,1,FL/IF 
2024-12-08 11:00:00,2024-12-08 12:00:00,310.7794521602455,9.485164930484096,310.7794521602455,9.485164930484096,278.3833333333333,0.0,108.0,1,
2024-12-08 13:00:00,2024-12-08 14:00:00,285.65168891882826,9.957731831365672,285.65168891882826,9.957731831365672,280.4,0.0,61.0,1,
2024-12-09 09:00:00,2024-12-09 10:00:00,,,,,278.41666666666663,0.0,47.0,1,TO 
2024-12-09 11:00:00,2024-12-09 12:00:00,,,,,279.3666666666666,0.0,152.83333333333334,1,TO 
2024-12-09 13:00:00,2024-12-09 14:00:00,1.8968881951593368,0.0914350437237872,1.8968881951593368,0.0914350437237872,279.65,0.0,120.16666666666669,1,CI/DM 
2024-12-10 09:00:00,2024-12-10 10:00:00,0.8547583198967268,1.737066039883444,0.8547583198967268,1.737066039883444,277.41666666666663,0.0,94.83333333333331,1,CI/DM 
2024-12-10 11:00:00,2024-12-10 12:00:00,2.0955648198816097,0.0935099937166884,2.0955648198816097,0.0935099937166884,278.04999999999995,0.0,136.5,1,CI/DM 
2024-12-10 13:00:00,2024-12-10 14:00:00,1.958889130242402,0.0809506967846265,1.958889130242402,0.0809506967846265,278.9,0.0,67.16666666666667,1,CI/DM 
2024-12-11 09:00:00,2024-12-11 10:00:00,2.7937231290434683,1.4651902142877715,2.7937231290434683,1.4651902142877715,278.1,0.0,256.5,1,CI/DM 
2024-12-11 11:00:00,2024-12-11 12:00:00,1.9288795818158715,0.0972585605957479,1.9288795818158715,0.0972585605957479,280.06666666666666,0.0,335.0,1,CI/DM 
2024-12-11 13:00:00,2024-12-11 14:00:00,1.6647436357109413,0.0806119734906666,1.6647436357109413,0.0806119734906666,281.18333333333334,0.0,253.8333333333333,1,CI/DM 
2024-12-12 09:00:00,2024-12-12 10:00:00,1.5994615134520125,0.4709108357221472,1.5994615134520125,0.4709108357221472,277.3833333333333,0.0,262.1666666666667,1,CI/DM 
2024-12-12 11:00:00,2024-12-12 12:00:00,2.090315278534532,0.0742306602367796,2.090315278534532,0.0742306602367796,279.5333333333333,0.0,359.1666666666667,1,CI/DM 
2024-12-12 13:00:00,2024-12-12 14:00:00,1.9098979666826872,0.0831110046318309,1.9098979666826872,0.0831110046318309,279.85,0.0,253.3333333333333,1,CI/DM 
2024-12-13 09:00:00,2024-12-13 10:00:00,2.1496636169860763,1.1569710894869358,2.1496636169860763,1.1569710894869358,276.31666666666666,0.0,280.6666666666667,1,CI/DM 
2024-12-13 11:00:00,2024-12-13 12:00:00,1.99475142965215,0.1347208755476061,1.99475142965215,0.1347208755476061,278.0833333333333,0.0,341.6666666666667,1,CI/DM 
2024-12-13 13:00:00,2024-12-13 14:00:00,1.8002328125699434,0.088582193260853,1.8002328125699434,0.088582193260853,278.79999999999995,0.0,230.3333333333333,1,CI/DM 
2024-12-14 09:00:00,2024-12-14 10:00:00,1.3915301416906978,0.6657405068690181,1.3915301416906978,0.6657405068690181,275.93333333333334,0.0,126.16666666666669,1,CI/DM 
2024-12-14 11:00:00,2024-12-14 12:00:00,1.9951158328367349,0.0920904741431279,1.9951158328367349,0.0920904741431279,277.18333333333334,0.0,132.66666666666666,1,CI/DM 
2024-12-14 13:00:00,2024-12-14 14:00:00,1.765480196314504,0.1048185400740523,1.765480196314504,0.1048185400740523,277.04999999999995,0.0,90.66666666666669,1,CI/DM 
