Frequency[MHz];Amplitude RX1[mV] at pwm=120;SW-version 1.24, e-Callisto
 45.000;1491
 45.063;1364
 45.125;1311
 45.188;1242
 45.250;1162
 45.313;1159
 45.375;1157
 45.438;1162
 45.500;1159
 45.563;1169
 45.625;1159
 45.688;1171
 45.750;1164
 45.813;1166
 45.875;1174
 45.938;1181
 46.000;1179
 46.063;1176
 46.125;1179
 46.188;1166
 46.250;1166
 46.313;1179
 46.375;1176
 46.438;1179
 46.500;1174
 46.563;1186
 46.625;1184
 46.688;1186
 46.750;1181
 46.813;1188
 46.875;1188
 46.938;1193
 47.000;1181
 47.063;1201
 47.125;1186
 47.188;1193
 47.250;1193
 47.313;1203
 47.375;1198
 47.438;1196
 47.500;1196
 47.563;1201
 47.625;1196
 47.688;1201
 47.750;1198
 47.813;1198
 47.875;1201
 47.938;1206
 48.000;1201
 48.063;1201
 48.125;1206
 48.188;1203
 48.250;1203
 48.313;1198
 48.375;1208
 48.438;1193
 48.500;1203
 48.563;1206
 48.625;1201
 48.688;1208
 48.750;1203
 48.813;1206
 48.875;1203
 48.938;1203
 49.000;1220
 49.063;1198
 49.125;1203
 49.188;1201
 49.250;1210
 49.313;1215
 49.375;1213
 49.438;1210
 49.500;1203
 49.563;1206
 49.625;1208
 49.688;1206
 49.750;1215
 49.813;1196
 49.875;1203
 49.938;1210
 50.000;1210
 50.063;1206
 50.125;1206
 50.188;1206
 50.250;1208
 50.313;1208
 50.375;1210
 50.438;1210
 50.500;1201
 50.563;1210
 50.625;1210
 50.688;1203
 50.750;1206
 50.813;1206
 50.875;1215
 50.938;1210
 51.000;1215
 51.063;1215
 51.125;1215
 51.188;1206
 51.250;1210
 51.313;1215
 51.375;1201
 51.438;1208
 51.500;1210
 51.563;1208
 51.625;1206
 51.688;1210
 51.750;1215
 51.813;1215
 51.875;1213
 51.938;1210
 52.000;1210
 52.063;1206
 52.125;1210
 52.188;1213
 52.250;1208
 52.313;1215
 52.375;1223
 52.438;1220
 52.500;1206
 52.563;1213
 52.625;1208
 52.688;1220
 52.750;1220
 52.813;1210
 52.875;1220
 52.938;1213
 53.000;1210
 53.063;1220
 53.125;1220
 53.188;1220
 53.250;1220
 53.313;1223
 53.375;1223
 53.438;1215
 53.500;1218
 53.563;1218
 53.625;1215
 53.688;1225
 53.750;1218
 53.813;1220
 53.875;1218
 53.938;1225
 54.000;1220
 54.063;1225
 54.125;1237
 54.188;1225
 54.250;1228
 54.313;1225
 54.375;1232
 54.438;1225
 54.500;1235
 54.563;1235
 54.625;1235
 54.688;1240
 54.750;1235
 54.813;1237
 54.875;1228
 54.938;1228
 55.000;1237
 55.063;1245
 55.125;1247
 55.188;1228
 55.250;1230
 55.313;1252
 55.375;1252
 55.438;1252
 55.500;1242
 55.563;1237
 55.625;1250
 55.688;1242
 55.750;1245
 55.813;1245
 55.875;1250
 55.938;1252
 56.000;1254
 56.063;1254
 56.125;1247
 56.188;1254
 56.250;1254
 56.313;1252
 56.375;1245
 56.438;1250
 56.500;1259
 56.563;1254
 56.625;1262
 56.688;1250
 56.750;1264
 56.813;1269
 56.875;1264
 56.938;1262
 57.000;1264
 57.063;1264
 57.125;1257
 57.188;1269
 57.250;1257
 57.313;1264
 57.375;1267
 57.438;1267
 57.500;1276
 57.563;1271
 57.625;1269
 57.688;1271
 57.750;1276
 57.813;1267
 57.875;1269
 57.938;1276
 58.000;1284
 58.063;1276
 58.125;1284
 58.188;1284
 58.250;1276
 58.313;1279
 58.375;1279
 58.438;1286
 58.500;1286
 58.563;1289
 58.625;1279
 58.688;1284
 58.750;1284
 58.813;1279
 58.875;1281
 58.938;1286
 59.000;1281
 59.063;1289
 59.125;1281
 59.188;1296
 59.250;1291
 59.313;1286
 59.375;1281
 59.438;1281
 59.500;1301
 59.563;1281
 59.625;1293
 59.688;1286
 59.750;1286
 59.813;1281
 59.875;1293
 59.938;1293
 60.000;1276
 60.063;1296
 60.125;1289
 60.188;1293
 60.250;1286
 60.313;1296
 60.375;1289
 60.438;1298
 60.500;1286
 60.563;1291
 60.625;1286
 60.688;1296
 60.750;1291
 60.813;1291
 60.875;1296
 60.938;1296
 61.000;1291
 61.063;1286
 61.125;1291
 61.188;1289
 61.250;1291
 61.313;1291
 61.375;1289
 61.438;1293
 61.500;1286
 61.563;1284
 61.625;1286
 61.688;1291
 61.750;1284
 61.813;1291
 61.875;1286
 61.938;1271
 62.000;1284
 62.063;1279
 62.125;1301
 62.188;1286
 62.250;1281
 62.313;1281
 62.375;1284
 62.438;1296
 62.500;1284
 62.563;1281
 62.625;1286
 62.688;1293
 62.750;1291
 62.813;1291
 62.875;1284
 62.938;1289
 63.000;1281
 63.063;1289
 63.125;1286
 63.188;1286
 63.250;1279
 63.313;1293
 63.375;1284
 63.438;1286
 63.500;1286
 63.563;1286
 63.625;1289
 63.688;1286
 63.750;1291
 63.813;1289
 63.875;1289
 63.938;1284
 64.000;1284
 64.063;1284
 64.125;1286
 64.188;1284
 64.250;1284
 64.313;1274
 64.375;1284
 64.438;1286
 64.500;1291
 64.563;1293
 64.625;1286
 64.688;1286
 64.750;1289
 64.813;1293
 64.875;1291
 64.938;1291
 65.000;1293
 65.063;1284
 65.125;1291
 65.188;1291
 65.250;1291
 65.313;1289
 65.375;1286
 65.438;1291
 65.500;1284
 65.563;1284
 65.625;1284
 65.688;1296
 65.750;1279
 65.813;1289
 65.875;1296
 65.938;1296
 66.000;1291
 66.063;1286
 66.125;1298
 66.188;1289
 66.250;1296
 66.313;1308
