# Tcold_K: 12
# Thot_K: 284.15
# freq_MHz: 11075
# dfreq_MHz: 50
date, time_start, Icold_adu, Ihot_adu, Ycal_dB, Isun_mean_adu, Isun_max_adu, Isun_mean_above_max_adu, nrvals_for_Isun_mean_above_max, Ssun_sfu, Sback_sfu, Ssun_minus_Sback_sfu
2024/11/01, 09:15:00.642, 137459.4159598766, 354623.40558593185, 4.1159290184846355, 381758.9595637946, 424636.1170813895, 416563.81381063355, 12, 430.3345858717078, 14.274156445799129, 416.0604294259087
2024/11/01, 09:30:00.721, 149736.5130447504, 360709.78387004056, 3.8183020687994045, 377893.0663986995, 414742.899784042, 405140.8774589231, 52, 406.1770077899786, 14.274156445799129, 391.90285134417945
2024/11/01, 09:45:00.737, 128768.06079318513, 361083.0398563269, 4.477989346016498, 390986.0236282285, 429490.57666385, 419604.58579978783, 40, 419.54865677693937, 14.274156445799129, 405.27450033114025
2024/11/01, 10:00:00.670, 147004.45744543718, 368499.3402592457, 3.9910621110401596, 411459.2646059712, 460635.79062335397, 451478.29149418924, 14, 459.2780632931847, 14.274156445799129, 445.00390684738557
2024/11/01, 10:15:00.856, 205644.26764021916, 358478.0747015872, 2.41345990420677, 415974.7630401422, 466784.506509512, 455594.7687009396, 10, 543.7085187025353, 14.274156445799129, 529.4343622567362
2024/11/01, 10:30:00.835, 140865.2924770626, 363997.09653471014, 4.1229391813773395, 419496.7322554329, 462064.56008238794, 451828.03352152085, 42, 465.4277531070974, 14.274156445799129, 451.15359666129825
2024/11/01, 10:45:00.810, 145627.81005754584, 363255.3715244601, 3.9696772634365884, 412766.3830912371, 466784.506509512, 466784.506509512, 1, 492.0020846685628, 14.274156445799129, 477.7279282227637
2024/11/01, 11:00:00.896, 144483.93483800848, 360334.5325303809, 3.9688632397880674, 386501.53896229627, 429490.57666385, 419942.1410397301, 26, 427.39775579389936, 14.274156445799129, 413.12359934810024
2024/11/01, 11:15:00.793, 128192.13975720223, 350264.1324252048, 4.365342704326068, 389805.74793594575, 435116.40284272947, 426221.8715065828, 39, 448.7277034796278, 14.274156445799129, 434.45354703382867
2024/11/01, 11:30:00.889, 123199.39047290549, 344870.9443775102, 4.470480471210561, 378324.07186752785, 422770.3713381634, 413865.9420418139, 17, 438.75943922247853, 14.274156445799129, 424.4852827766794
2024/11/01, 11:45:00.995, 123078.24490397803, 332359.08870843647, 4.3142626493201295, 365875.4955843572, 414742.899784042, 408172.9330127919, 4, 455.272738277766, 14.274156445799129, 440.9985818319669
2024/11/01, 12:00:00.978, 135380.5551137304, 340399.8747959796, 4.004331011290125, 358292.53422262974, 405835.4160887558, 397711.4440042636, 17, 428.4952279111334, 14.274156445799129, 414.22107146533426
2024/11/01, 12:15:01.061, 146977.55492090405, 340922.4536772381, 3.654045871760514, 352987.29598743434, 410982.81934838847, 403600.21921611525, 9, 442.6196413800572, 14.274156445799129, 428.3454849342581
2024/11/01, 12:30:01.043, 127458.80364758562, 347636.89521010005, 4.3575602473582515, 360094.7716186287, 409263.83395107335, 402423.5764110846, 5, 418.5525203306512, 14.274156445799129, 404.27836388485207
2024/11/01, 12:45:01.073, 123843.62072519696, 360478.46714912297, 4.640056869733805, 353896.4141796489, 408326.8744526433, 400394.13026485016, 18, 392.60635964412154, 14.274156445799129, 378.3322031983224
2024/11/01, 13:00:01.015, 116920.01601916346, 336025.92822761793, 4.5848392326065674, 342004.3766549487, 385899.99568441376, 377040.9215655354, 25, 398.59921829636704, 14.274156445799129, 384.3250618505679
2024/11/01, 13:15:01.024, 116449.29434502988, 341111.75807069405, 4.667598285728788, 336455.7663897018, 379472.96741455863, 370722.12449398387, 16, 380.66700195155573, 14.274156445799129, 366.3928455057566
2024/11/01, 13:30:01.166, 116951.24538008084, 348987.32903066755, 4.74804808112821, 322750.48894791136, 369883.930111499, 363449.7691577794, 9, 358.1774546416105, 14.274156445799129, 343.9032981958114
2024/11/01, 13:45:01.097, 119222.71705627855, 350433.98458899505, 4.68247201728833, 327094.62369157356, 367259.06496242847, 359407.2509596886, 35, 350.5638744238665, 14.274156445799129, 336.28971797806736
2024/11/01, 14:00:01.167, 119206.70419610795, 353760.1509248897, 4.72408229664935, 324107.80634223536, 372406.4682220611, 368504.2272059812, 7, 358.34960851633053, 14.274156445799129, 344.0754520705314
2024/11/01, 14:15:01.238, 147600.9636199897, 354018.0113218545, 3.799361653151343, 343070.03941951744, 403739.7243154234, 396205.53303681104, 16, 404.16325251479327, 14.274156445799129, 389.88909606899415
