time_UT,azimuth_deg,elevation_deg
00:00:00,103.78887376210719,4.222226340101922
00:01:00,103.78887376210719,7.222226340101922
00:02:00,103.78887376210719,1.2222263401019218
00:03:00,105.64243792864498,5.868502332204796
00:04:00,105.64243792864498,8.868502332204795
00:05:00,105.64243792864498,2.8685023322047956
00:06:00,107.64059004080029,7.608104501189548
00:07:00,107.64059004080029,10.608104501189548
00:08:00,107.64059004080029,4.608104501189548
00:09:00,109.55406584427949,6.236087968781868
00:10:00,109.55406584427949,12.236087968781868
00:11:00,109.55406584427949,9.236087968781868
00:12:00,111.62347869924659,10.951222956319928
00:13:00,111.62347869924659,13.951222956319928
00:14:00,111.62347869924659,7.951222956319928
00:15:00,113.61138797896768,12.55109150059712
00:16:00,113.61138797896768,15.55109150059712
00:17:00,113.61138797896768,9.55109150059712
00:18:00,115.76773754196505,11.230604623798657
00:19:00,115.76773754196505,17.230604623798655
00:20:00,115.76773754196505,14.230604623798657
00:21:00,117.8450480689982,12.79111521833614
00:22:00,117.8450480689982,18.791115218336138
00:23:00,117.8450480689982,15.79111521833614
00:24:00,120.10438256854039,17.422226016319033
00:25:00,120.10438256854039,20.422226016319033
00:26:00,120.10438256854039,14.422226016319033
00:27:00,122.28626844992947,18.93049942034496
00:28:00,122.28626844992947,21.93049942034496
00:29:00,122.28626844992947,15.930499420344962
00:30:00,124.66463873166991,20.498587825008425
00:31:00,124.66463873166991,23.498587825008425
00:32:00,124.66463873166991,17.498587825008425
00:33:00,126.9660038200796,18.939929230146916
00:34:00,126.9660038200796,24.939929230146916
00:35:00,126.9660038200796,21.939929230146916
00:36:00,129.47879779824177,23.428379162013048
00:37:00,129.47879779824177,26.428379162013048
00:38:00,129.47879779824177,20.428379162013048
00:39:00,131.9134770841358,27.78617508110732
00:40:00,131.9134770841358,21.78617508110732
00:41:00,131.9134770841358,24.78617508110732
00:42:00,134.57436709926904,26.176327670852633
00:43:00,134.57436709926904,29.176327670852633
00:44:00,134.57436709926904,23.176327670852633
00:45:00,137.15392555064514,24.432078029332626
00:46:00,137.15392555064514,30.432078029332626
00:47:00,137.15392555064514,27.432078029332626
00:48:00,139.9733584245637,28.703367598597605
00:49:00,139.9733584245637,31.703367598597605
00:50:00,139.9733584245637,25.703367598597605
00:51:00,142.70544752976366,26.83693107274474
00:52:00,142.70544752976366,32.83693107274474
00:53:00,142.70544752976366,29.83693107274474
00:54:00,145.68867950633688,30.967294343875473
00:55:00,145.68867950633688,33.96729434387547
00:56:00,145.68867950633688,27.967294343875473
00:57:00,148.57501327650795,28.957435677145646
00:58:00,148.57501327650795,34.95743567714565
00:59:00,148.57501327650795,31.957435677145646
01:00:00,151.71983990654985,32.92408604156382
01:01:00,151.71983990654985,35.92408604156382
01:02:00,151.71983990654985,29.924086041563818
01:03:00,154.75403007162743,36.749401583044055
01:04:00,154.75403007162743,30.749401583044055
01:05:00,154.75403007162743,33.749401583044055
01:06:00,158.04858614602927,34.5300273361091
01:07:00,158.04858614602927,37.5300273361091
01:08:00,158.04858614602927,31.5300273361091
01:09:00,161.21430952607565,32.170271246080006
01:10:00,161.21430952607565,38.170271246080006
01:11:00,161.21430952607565,35.170271246080006
01:12:00,164.63556008990224,35.74463222437508
01:13:00,164.63556008990224,38.74463222437508
01:14:00,164.63556008990224,32.74463222437508
01:15:00,167.9057282484163,33.18236021727058
01:16:00,167.9057282484163,39.18236021727058
01:17:00,167.9057282484163,36.18236021727058
01:18:00,171.41939979849957,39.53412152669498
01:19:00,171.41939979849957,36.53412152669498
01:20:00,171.41939979849957,33.53412152669498
01:21:00,174.75700078356152,33.75642759592144
01:22:00,174.75700078356152,36.75642759592144
01:23:00,174.75700078356152,39.75642759592144
01:24:00,178.3195309217919,36.87491968295468
01:25:00,178.3195309217919,39.87491968295468
01:26:00,178.3195309217919,33.87491968295468
01:27:00,181.6804690782081,39.87491968295468
01:28:00,181.6804690782081,33.87491968295468
01:29:00,181.6804690782081,36.87491968295468
01:30:00,185.24299921643848,36.75642759592144
01:31:00,185.24299921643848,39.75642759592144
01:32:00,185.24299921643848,33.75642759592144
01:33:00,188.58060020150043,33.53412152669498
01:34:00,188.58060020150043,36.53412152669498
01:35:00,188.58060020150043,39.53412152669498
01:36:00,192.0942717515837,39.18236021727058
01:37:00,192.0942717515837,36.18236021727058
01:38:00,192.0942717515837,33.18236021727058
01:39:00,195.36443991009776,32.74463222437508
01:40:00,195.36443991009776,38.74463222437508
01:41:00,195.36443991009776,35.74463222437508
01:42:00,198.78569047392435,38.170271246080006
01:43:00,198.78569047392435,35.170271246080006
01:44:00,198.78569047392435,32.170271246080006
01:45:00,201.95141385397073,31.5300273361091
01:46:00,201.95141385397073,34.5300273361091
01:47:00,201.95141385397073,37.5300273361091
01:48:00,205.24596992837257,36.749401583044055
01:49:00,205.24596992837257,33.749401583044055
01:50:00,205.24596992837257,30.749401583044055
01:51:00,208.28016009345015,29.924086041563818
01:52:00,208.28016009345015,35.92408604156382
01:53:00,208.28016009345015,32.92408604156382
01:54:00,211.42498672349205,31.957435677145646
01:55:00,211.42498672349205,34.95743567714565
01:56:00,211.42498672349205,28.957435677145646
01:57:00,214.31132049366312,27.967294343875473
01:58:00,214.31132049366312,30.967294343875473
01:59:00,214.31132049366312,33.96729434387547
02:00:00,217.29455247023634,32.83693107274474
02:01:00,217.29455247023634,29.83693107274474
02:02:00,217.29455247023634,26.83693107274474
02:03:00,220.0266415754363,25.703367598597605
02:04:00,220.0266415754363,28.703367598597605
02:05:00,220.0266415754363,31.703367598597605
