# Tcold_K: 12
# Thot_K: 284.15
# freq_MHz: 11075
# dfreq_MHz: 50
date, time_start, Icold_adu, Ihot_adu, Ycal_dB, Isun_mean_adu, Isun_max_adu, Isun_mean_above_max_adu, nrvals_for_Isun_mean_above_max, Ssun_sfu, Sback_sfu, Ssun_minus_Sback_sfu
2024/11/11, 08:30:00.812, 139688.3553043809, 397749.82899309625, 4.544497976176802, 344558.32898089034, 376032.64599765703, 368441.042037351, 50, 301.23363569037195, 14.274156445799129, 286.95947924457283
2024/11/11, 08:45:00.808, 138610.4053594411, 394842.8636959973, 4.546284594772815, 347681.485411928, 382108.11333902244, 376118.9759781834, 23, 314.3442320048269, 14.274156445799129, 300.07007555902777
2024/11/11, 09:00:00.784, 137188.17370528384, 389019.19476859696, 4.526543559051433, 351499.3755172168, 394845.2505448748, 387595.8316183797, 15, 336.1704120278334, 14.274156445799129, 321.89625558203426
2024/11/11, 09:15:00.806, 136977.18012843723, 384051.6914596462, 4.477414608010383, 363034.9208464467, 401249.3723216893, 392159.8535667155, 26, 348.6237371526868, 14.274156445799129, 334.34958070688765
2024/11/11, 09:30:00.839, 135722.62083593654, 382155.68342789635, 4.495880854229944, 361035.54207935714, 396394.9127392288, 388208.70464610803, 48, 345.95166069766697, 14.274156445799129, 331.67750425186784
2024/11/11, 09:45:00.971, 135585.11933174025, 381377.6466237519, 4.491432068265465, 359782.55859441665, 396552.33238760574, 387631.2875292542, 29, 346.2366125661052, 14.274156445799129, 331.96245612030606
2024/11/11, 10:00:00.944, 136458.98487990777, 384777.856190855, 4.502079343802812, 361512.8701292116, 404262.614022702, 395873.1930416066, 13, 352.46479221776764, 14.274156445799129, 338.1906357719685
2024/11/11, 10:15:00.912, 134946.60238328358, 365721.7307252957, 4.329888117514041, 352724.081896702, 391770.3991868747, 383732.98361244483, 15, 363.2658954005044, 14.274156445799129, 348.9917389547053
2024/11/11, 10:30:01.008, 134631.42088142864, 371859.5530493377, 4.412325136652101, 355402.163043341, 394673.57671964227, 386049.4348963885, 15, 357.36390928458303, 14.274156445799129, 343.0897528387839
2024/11/11, 10:45:00.970, 134274.62618166345, 368543.58019786346, 4.384948984787392, 346221.4678640085, 379472.96741455863, 370566.4231481083, 49, 340.79540728918664, 14.274156445799129, 326.5212508433875
2024/11/11, 11:00:00.983, 130985.83318187123, 360775.75435016816, 4.400130165070363, 345865.83473309386, 379472.96741455863, 371277.87991950166, 52, 352.7954294995075, 14.274156445799129, 338.5212730537084
2024/11/11, 11:15:01.032, 132596.0501800945, 369091.3563582247, 4.446032873624819, 353668.9179740528, 392954.59132232715, 383769.1784461735, 44, 358.0918273694872, 14.274156445799129, 343.81767092368807
2024/11/11, 11:30:01.124, 132057.92099573815, 371832.0586737402, 4.4958237527991525, 345305.5248926191, 388524.8608334843, 381614.9506048035, 7, 351.20829382444356, 14.274156445799129, 336.93413737864444
2024/11/11, 11:45:01.218, 133732.62117631815, 378670.4412518138, 4.5202404880551885, 347752.22668227676, 391770.3991868747, 383998.63279207796, 21, 345.04221876167117, 14.274156445799129, 330.76806231587204
2024/11/11, 12:00:01.122, 132886.45442968505, 375605.49758283247, 4.512512261514006, 344774.4471469885, 382108.11333902244, 375367.7128861773, 34, 337.6829847065368, 14.274156445799129, 323.40882826073766
2024/11/11, 12:15:01.136, 134194.42170666181, 386232.3956985174, 4.591142348011504, 342001.7915835217, 382181.361883815, 375739.21613869985, 23, 324.52233999016136, 14.274156445799129, 310.24818354436223
2024/11/11, 12:30:01.212, 132493.96573617103, 388619.6904315547, 4.673287021345263, 338957.1942265513, 380608.5598177611, 371450.1240532104, 44, 316.29893338669007, 14.274156445799129, 302.02477694089094
2024/11/11, 12:45:01.211, 131987.23143464225, 385170.04898132395, 4.651205896129276, 327611.9734235402, 364258.10393261944, 357203.1819670787, 43, 302.24098389996664, 14.274156445799129, 287.9668274541675
2024/11/11, 13:00:01.254, 130709.59493581869, 382550.82430935575, 4.663816733110381, 322998.4623248968, 367259.06496242847, 360625.0801828236, 21, 309.81597209042496, 14.274156445799129, 295.54181564462584
2024/11/11, 13:15:01.211, 130535.00268161953, 385553.1786836708, 4.703573055791993, 311397.40192606236, 358454.0591340816, 351298.56276573223, 10, 294.5165274990772, 14.274156445799129, 280.2423710532781
2024/11/11, 13:30:01.333, 129891.1422189683, 393282.92799118895, 4.811255586837822, 311955.8292838749, 354390.143750584, 346440.5144903626, 20, 280.4276966886599, 14.274156445799129, 266.1535402428608
2024/11/11, 13:45:01.359, 129748.18295697973, 387321.0175770316, 4.749697796317348, 308638.39944887103, 350774.8572456601, 344202.7946168402, 19, 283.8077349354608, 14.274156445799129, 269.5335784896617
2024/11/11, 14:00:01.367, 129418.05824522268, 388303.0939417917, 4.771759714602394, 299396.16911123635, 347202.4067763225, 339619.59325639484, 20, 277.12324804037115, 14.274156445799129, 262.84909159457203
2024/11/11, 14:15:01.490, 129666.83864144568, 392753.86833983223, 4.812915486143959, 296547.7551566251, 344054.65191997355, 339087.162102007, 2, 271.96378131482703, 14.274156445799129, 257.6896248690279
