DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 7.00000, 157.000,  42.500, Reference positions.

 7.00000, 119.010,  18.814, New tracking position
 7.01667, 119.207,  -8.000, Hot reference on ground (To)
 7.01667, 119.207,  -8.000, New tracking position
 7.03333, 119.403,   9.108, Back to the Sun
 7.03333, 119.403,   9.108, New tracking position
 7.05028, 119.600,   9.254, New tracking position
 7.06694, 119.801,   9.403, New tracking position
 7.08361, 119.998,   9.548, New tracking position
 7.10028, 120.196,   9.694, New tracking position
 7.11694, 120.395,   9.839, New tracking position
 7.13333, 120.590,   9.982, New tracking position
 7.15000, 120.789,  10.127, New tracking position
 7.16667, 120.988,  10.271, New tracking position
 7.18333, 121.187,  10.416, New tracking position
 7.20000, 121.387,  10.560, New tracking position
 7.21667, 121.587,  10.703, New tracking position
 7.23333, 121.788,  10.847, New tracking position
 7.25000, 121.989,  20.990, Cold sky reference deviation in elevation
 7.25000, 121.989,  20.990, New tracking position
 7.26667, 122.190,  -8.000, Hot reference on ground (To)
 7.26667, 122.190,  -8.000, New tracking position
 7.28333, 122.391,  11.275, Back to the Sun
 7.28361, 122.391,  11.275, New tracking position
 7.30028, 122.596,  11.420, New tracking position
 7.31694, 122.798,  11.562, New tracking position
 7.33361, 123.001,  11.704, New tracking position
 7.35028, 123.204,  11.845, New tracking position
 7.36667, 123.404,  11.984, New tracking position
 7.38333, 123.607,  12.124, New tracking position
 7.40000, 123.811,  12.265, New tracking position
 7.41667, 124.015,  12.405, New tracking position
 7.43333, 124.220,  12.545, New tracking position
 7.45000, 124.425,  12.684, New tracking position
 7.46667, 124.630,  12.823, New tracking position
 7.48333, 124.836,  12.962, New tracking position
 7.50000, 125.042,  23.100, Cold sky reference deviation in elevation
 7.50000, 125.042,  23.100, New tracking position
 7.51667, 125.248,  -8.000, Hot reference on ground (To)
 7.51667, 125.248,  -8.000, New tracking position
 7.53361, 125.458,  13.378, Back to the Sun
 7.53361, 125.458,  13.378, New tracking position
 7.55028, 125.665,  13.516, New tracking position
 7.56389, 125.835,  13.628, New tracking position
 7.56917, 125.897,  13.669, New tracking position
 7.57250, 125.942,  13.699, New tracking position
 7.57694, 125.997,  13.735, New tracking position
 7.58028, 126.039,  13.762, New tracking position
 7.58389, 126.084,  13.792, New tracking position
 7.58556, 126.105,  13.806, New tracking position
 7.58861, 126.143,  13.831, New tracking position
 7.59111, 126.174,  13.851, New tracking position
 7.60000, 126.285,  13.924, New tracking position
 7.61667, 126.494,  14.060, New tracking position
 7.63333, 126.703,  14.195, New tracking position
 7.65000, 126.912,  14.331, New tracking position
 7.66667, 127.122,  14.466, New tracking position
 7.68333, 127.332,  14.600, New tracking position
 7.70000, 127.543,  14.735, New tracking position
 7.71667, 127.754,  14.868, New tracking position
 7.73333, 127.965,  15.002, New tracking position
 7.75000, 128.177,  25.135, Cold sky reference deviation in elevation
 7.75000, 128.177,  25.135, New tracking position
 7.76667, 128.389,  -8.000, Hot reference on ground (To)
 7.76694, 128.389,  -8.000, New tracking position
 7.78361, 128.605,  15.403, Back to the Sun
 7.78361, 128.605,  15.403, New tracking position
 7.80028, 128.818,  15.535, New tracking position
 7.81694, 129.031,  15.666, New tracking position
 7.83361, 129.245,  15.797, New tracking position
 7.85000, 129.455,  15.926, New tracking position
 7.86667, 129.670,  16.056, New tracking position
 7.88333, 129.885,  16.186, New tracking position
 7.90000, 130.100,  16.315, New tracking position
 7.91667, 130.316,  16.445, New tracking position
 7.93333, 130.532,  16.573, New tracking position
 7.95000, 130.748,  16.702, New tracking position
 7.96667, 130.965,  16.830, New tracking position
 7.98333, 131.183,  16.957, New tracking position
 8.00000, 131.400,  27.084, Cold sky reference deviation in elevation
 8.00000, 131.400,  27.084, New tracking position
 8.01667, 131.619,  -8.000, Hot reference on ground (To)
 8.01667, 131.619,  -8.000, New tracking position
 8.03333, 131.837,  17.337, Back to the Sun
 8.03333, 131.837,  17.337, New tracking position
 8.05000, 132.056,  17.463, New tracking position
 8.06667, 132.276,  17.588, New tracking position
 8.08333, 132.496,  17.713, New tracking position
 8.10000, 132.716,  17.837, New tracking position
 8.11667, 132.937,  17.962, New tracking position
 8.13333, 133.158,  18.085, New tracking position
 8.15028, 133.380,  18.208, New tracking position
 8.16694, 133.602,  18.331, New tracking position
 8.18361, 133.824,  18.453, New tracking position
 8.20028, 134.051,  18.577, New tracking position
 8.21694, 134.274,  18.698, New tracking position
 8.23361, 134.498,  18.819, New tracking position
 8.25000, 134.719,  28.938, Cold sky reference deviation in elevation
 8.25000, 134.719,  28.938, New tracking position
 8.26667, 134.944,  -8.000, Hot reference on ground (To)
 8.26667, 134.944,  -8.000, New tracking position
 8.28333, 135.169,  19.177, Back to the Sun
 8.28333, 135.169,  19.177, New tracking position
 8.30000, 135.394,  19.296, New tracking position
 8.31667, 135.620,  19.415, New tracking position
 8.33333, 135.847,  19.533, New tracking position
 8.35000, 136.074,  19.651, New tracking position
 8.36667, 136.301,  19.768, New tracking position
 8.38333, 136.529,  19.884, New tracking position
 8.40000, 136.757,  20.001, New tracking position
 8.41694, 136.986,  20.116, New tracking position
 8.43361, 137.215,  20.231, New tracking position
 8.45028, 137.449,  20.348, New tracking position
 8.46667, 137.675,  20.460, New tracking position
 8.48333, 137.906,  20.574, New tracking position
 8.50000, 138.137,  30.687, Cold sky reference deviation in elevation
 8.50000, 138.137,  30.687, New tracking position
 8.51667, 138.368,  -8.000, Hot reference on ground (To)
 8.51667, 138.368,  -8.000, New tracking position
 8.53333, 138.600,  20.912, Back to the Sun
 8.53333, 138.600,  20.912, New tracking position
 8.55000, 138.833,  21.024, New tracking position
 8.56667, 139.065,  21.135, New tracking position
 8.58333, 139.299,  21.245, New tracking position
 8.60028, 139.533,  21.355, New tracking position
 8.61694, 139.771,  21.467, New tracking position
 8.63361, 140.005,  21.576, New tracking position
 8.65000, 140.237,  21.683, New tracking position
 8.66667, 140.472,  21.791, New tracking position
 8.68333, 140.708,  21.898, New tracking position
 8.70000, 140.945,  22.005, New tracking position
 8.71667, 141.182,  22.111, New tracking position
 8.73333, 141.419,  22.217, New tracking position
 8.75000, 141.657,  32.322, Cold sky reference deviation in elevation
 8.75000, 141.657,  32.322, New tracking position
 8.76667, 141.896,  -8.000, Hot reference on ground (To)
 8.76667, 141.896,  -8.000, New tracking position
 8.78333, 142.135,  22.531, Back to the Sun
 8.78333, 142.135,  22.531, New tracking position
 8.80000, 142.374,  22.635, New tracking position
 8.81667, 142.614,  22.738, New tracking position
 8.83333, 142.854,  22.840, New tracking position
 8.85000, 143.095,  22.942, New tracking position
 8.86694, 143.336,  23.044, New tracking position
 8.88361, 143.578,  23.144, New tracking position
 8.90028, 143.824,  23.246, New tracking position
 8.91694, 144.066,  23.346, New tracking position
 8.93361, 144.309,  23.445, New tracking position
 8.95000, 144.549,  23.542, New tracking position
 8.96667, 144.793,  23.639, New tracking position
 8.98333, 145.037,  23.737, New tracking position
 9.00000, 145.282,  33.833, Cold sky reference deviation in elevation
 9.00000, 145.282,  33.833, New tracking position
 9.01667, 145.528,  -8.000, Hot reference on ground (To)
 9.01667, 145.528,  -8.000, New tracking position
 9.03333, 145.774,  24.025, Back to the Sun
 9.03333, 145.774,  24.025, New tracking position
 9.04972, 146.016,  24.118, Back to the Sun
 9.05000, 146.016,  24.118, New tracking position
 9.05500, 146.094,  24.148, New tracking position
 9.05889, 146.151,  24.170, New tracking position
 9.06472, 146.238,  24.203, New tracking position
 9.06806, 146.283,  24.220, New tracking position
 9.07222, 146.349,  24.245, New tracking position
 9.08333, 146.514,  24.308, New tracking position
 9.10000, 146.762,  24.401, New tracking position
 9.11667, 147.010,  24.493, New tracking position
 9.13361, 147.258,  24.585, New tracking position
 9.15028, 147.507,  24.676, New tracking position
 9.16694, 147.761,  24.768, New tracking position
 9.18361, 148.011,  24.858, New tracking position
 9.20028, 148.261,  24.948, New tracking position
 9.21694, 148.512,  25.036, New tracking position
 9.23361, 148.764,  25.124, New tracking position
 9.25028, 149.016,  35.212, Cold sky reference deviation in elevation
 9.25028, 149.016,  35.212, New tracking position
 9.26694, 149.268,  -8.000, Hot reference on ground (To)
 9.26694, 149.268,  -8.000, New tracking position
 9.28361, 149.520,  25.385, Back to the Sun
 9.28361, 149.520,  25.385, New tracking position
 9.30028, 149.774,  25.470, New tracking position
 9.31667, 150.023,  25.554, New tracking position
 9.33333, 150.277,  25.638, New tracking position
 9.35000, 150.531,  25.722, New tracking position
 9.36667, 150.786,  25.804, New tracking position
 9.38333, 151.042,  25.887, New tracking position
 9.40000, 151.298,  25.968, New tracking position
 9.41667, 151.554,  26.049, New tracking position
 9.43333, 151.811,  26.129, New tracking position
 9.45000, 152.068,  26.209, New tracking position
 9.46667, 152.325,  26.288, New tracking position
 9.48361, 152.583,  26.366, New tracking position
 9.50028, 152.846,  36.445, Cold sky reference deviation in elevation
 9.50028, 152.846,  36.445, New tracking position
 9.51694, 153.105,  -8.000, Hot reference on ground (To)
 9.51694, 153.105,  -8.000, New tracking position
 9.53361, 153.364,  26.598, Back to the Sun
 9.53361, 153.364,  26.598, New tracking position
 9.55028, 153.624,  26.674, New tracking position
 9.56667, 153.879,  26.747, New tracking position
 9.58333, 154.140,  26.821, New tracking position
 9.60000, 154.401,  26.895, New tracking position
 9.61667, 154.662,  26.967, New tracking position
 9.63333, 154.924,  27.039, New tracking position
 9.65000, 155.186,  27.111, New tracking position
 9.66667, 155.449,  27.181, New tracking position
 9.68333, 155.712,  27.251, New tracking position
 9.70000, 155.975,  27.320, New tracking position
 9.71667, 156.239,  27.389, New tracking position
 9.73333, 156.503,  27.457, New tracking position
 9.75000, 156.768,  37.524, Cold sky reference deviation in elevation
 9.75000, 156.768,  37.524, New tracking position
 9.76667, 157.033,  -8.000, Hot reference on ground (To)
 9.76667, 157.033,  -8.000, New tracking position
 9.78333, 157.298,  27.656, Back to the Sun
 9.78333, 157.298,  27.656, New tracking position
 9.80000, 157.564,  27.721, New tracking position
 9.81667, 157.830,  27.785, New tracking position
 9.83361, 158.096,  27.848, New tracking position
 9.85028, 158.368,  27.912, New tracking position
 9.86694, 158.635,  27.974, New tracking position
 9.88361, 158.903,  28.035, New tracking position
 9.90028, 159.171,  28.096, New tracking position
 9.91694, 159.439,  28.155, New tracking position
 9.93361, 159.708,  28.214, New tracking position
 9.95028, 159.977,  28.273, New tracking position
 9.96694, 160.246,  28.330, New tracking position
 9.98333, 160.512,  28.386, New tracking position
10.00000, 160.782,  38.442, Cold sky reference deviation in elevation
10.00000, 160.782,  38.442, New tracking position
10.01667, 161.052,  -8.000, Hot reference on ground (To)
10.01667, 161.052,  -8.000, New tracking position
10.03333, 161.323,  28.552, Back to the Sun
10.03333, 161.323,  28.552, New tracking position
10.05000, 161.594,  28.605, New tracking position
10.06667, 161.866,  28.658, New tracking position
10.08333, 162.138,  28.711, New tracking position
10.10000, 162.410,  28.762, New tracking position
10.11667, 162.682,  28.813, New tracking position
10.13361, 162.955,  28.863, New tracking position
10.15028, 163.228,  28.912, New tracking position
10.16694, 163.506,  28.961, New tracking position
10.18361, 163.780,  29.008, New tracking position
10.20000, 164.049,  29.054, New tracking position
10.21667, 164.323,  29.100, New tracking position
10.23333, 164.598,  29.146, New tracking position
10.25000, 164.873,  39.190, Cold sky reference deviation in elevation
10.25000, 164.873,  39.190, New tracking position
10.26667, 165.148,  -8.000, Hot reference on ground (To)
10.26667, 165.148,  -8.000, New tracking position
10.28333, 165.424,  29.277, Back to the Sun
10.28333, 165.424,  29.277, New tracking position
10.30000, 165.699,  29.319, New tracking position
10.31667, 165.975,  29.360, New tracking position
10.33333, 166.251,  29.400, New tracking position
10.35000, 166.528,  29.440, New tracking position
10.36667, 166.805,  29.479, New tracking position
10.38333, 167.082,  29.517, New tracking position
10.40000, 167.359,  29.554, New tracking position
10.41667, 167.637,  29.591, New tracking position
10.43333, 167.914,  29.627, New tracking position
10.45000, 168.192,  29.661, New tracking position
10.46694, 168.471,  29.696, New tracking position
10.48361, 168.749,  29.729, New tracking position
10.50028, 169.032,  39.762, Cold sky reference deviation in elevation
10.50028, 169.032,  39.762, New tracking position
10.51667, 169.306,  -8.000, Hot reference on ground (To)
10.51694, 169.306,  -8.000, New tracking position
10.53333, 169.586,  29.824, Back to the Sun
10.53361, 169.586,  29.824, New tracking position
10.55028, 169.869,  29.854, New tracking position
10.56694, 170.149,  29.884, New tracking position
10.58333, 170.424,  29.911, New tracking position
10.60000, 170.704,  29.939, New tracking position
10.61667, 170.984,  29.966, New tracking position
10.63333, 171.264,  29.992, New tracking position
10.65000, 171.544,  30.017, New tracking position
10.66667, 171.825,  30.041, New tracking position
10.68333, 172.106,  30.065, New tracking position
10.70000, 172.387,  30.087, New tracking position
10.71667, 172.668,  30.109, New tracking position
10.73333, 172.949,  30.130, New tracking position
10.75028, 173.235,  40.151, Cold sky reference deviation in elevation
10.75028, 173.235,  40.151, New tracking position
10.76667, 173.511,  -8.000, Hot reference on ground (To)
10.76694, 173.511,  -8.000, New tracking position
10.78333, 173.793,  30.188, Back to the Sun
10.78361, 173.793,  30.188, New tracking position
10.80028, 174.075,  30.206, New tracking position
10.81694, 174.357,  30.223, New tracking position
10.83361, 174.643,  30.239, New tracking position
10.85028, 174.925,  30.254, New tracking position
10.86667, 175.203,  30.268, New tracking position
10.88333, 175.485,  30.282, New tracking position
10.90000, 175.767,  30.295, New tracking position
10.91667, 176.049,  30.307, New tracking position
10.93333, 176.332,  30.318, New tracking position
10.95000, 176.614,  30.328, New tracking position
10.96667, 176.897,  30.337, New tracking position
10.98333, 177.180,  30.346, New tracking position
11.00000, 177.463,  40.353, Cold sky reference deviation in elevation
11.00000, 177.463,  40.353, New tracking position
11.01667, 177.745,  -8.000, Hot reference on ground (To)
11.01667, 177.745,  -8.000, New tracking position
11.03333, 178.028,  30.366, Back to the Sun
11.03333, 178.028,  30.366, New tracking position
11.05000, 178.311,  30.371, New tracking position
11.06667, 178.594,  30.376, New tracking position
11.08333, 178.877,  30.379, New tracking position
11.10000, 179.160,  30.382, New tracking position
11.11667, 179.443,  30.384, New tracking position
11.13333, 179.726,  30.385, New tracking position
11.15028, 180.009,  30.385, New tracking position
11.16694, 180.296,  30.384, New tracking position
11.18361, 180.579,  30.383, New tracking position
11.20028, 180.862,  30.380, New tracking position
11.21694, 181.145,  30.377, New tracking position
11.23333, 181.423,  30.373, New tracking position
11.25000, 181.706,  40.368, Cold sky reference deviation in elevation
11.25000, 181.706,  40.368, New tracking position
11.26667, 181.989,  -8.000, Hot reference on ground (To)
11.26667, 181.989,  -8.000, New tracking position
11.28333, 182.272,  30.356, Back to the Sun
11.28333, 182.272,  30.356, New tracking position
11.41667, 184.532,  30.274, New tracking position
11.43361, 184.814,  30.260, New tracking position
11.45028, 185.101,  30.244, New tracking position
11.46694, 185.383,  30.229, New tracking position
11.48361, 185.665,  30.212, New tracking position
11.50000, 185.942,  40.195, Cold sky reference deviation in elevation
11.50000, 185.942,  40.195, New tracking position
11.51667, 186.223,  -8.000, Hot reference on ground (To)
11.51667, 186.223,  -8.000, New tracking position
11.53333, 186.505,  30.158, Back to the Sun
11.53333, 186.505,  30.158, New tracking position
11.55000, 186.786,  30.138, New tracking position
11.56667, 187.067,  30.117, New tracking position
11.58333, 187.348,  30.096, New tracking position
11.60000, 187.629,  30.073, New tracking position
11.61667, 187.910,  30.050, New tracking position
11.63333, 188.190,  30.026, New tracking position
11.65028, 188.471,  30.001, New tracking position
11.66694, 188.756,  29.975, New tracking position
11.68361, 189.031,  29.949, New tracking position
11.70028, 189.316,  29.921, New tracking position
11.71667, 189.591,  29.894, New tracking position
11.73333, 189.870,  29.865, New tracking position
11.75000, 190.150,  39.835, Cold sky reference deviation in elevation
11.75000, 190.150,  39.835, New tracking position
11.76667, 190.429,  -8.000, Hot reference on ground (To)
11.76667, 190.429,  -8.000, New tracking position
11.78333, 190.708,  29.773, Back to the Sun
11.78333, 190.708,  29.773, New tracking position
11.80028, 190.986,  29.741, New tracking position
11.81694, 191.270,  29.708, New tracking position
11.83361, 191.548,  29.674, New tracking position
11.85000, 191.821,  29.640, New tracking position
11.86667, 192.099,  29.604, New tracking position
11.88333, 192.377,  29.568, New tracking position
11.90000, 192.654,  29.531, New tracking position
11.91667, 192.931,  29.493, New tracking position
11.93333, 193.208,  29.455, New tracking position
11.95000, 193.485,  29.415, New tracking position
11.96694, 193.765,  29.374, New tracking position
11.98333, 194.037,  29.334, New tracking position
12.00000, 194.313,  39.292, Cold sky reference deviation in elevation
12.00000, 194.313,  39.292, New tracking position
12.01667, 194.588,  -8.000, Hot reference on ground (To)
12.01667, 194.588,  -8.000, New tracking position
12.10000, 195.962,  29.025, New tracking position
12.11694, 196.240,  28.977, New tracking position
12.13361, 196.513,  28.929, New tracking position
12.15000, 196.782,  28.881, New tracking position
12.16667, 197.055,  28.831, New tracking position
12.18333, 197.327,  28.781, New tracking position
12.20000, 197.600,  28.730, New tracking position
12.21694, 197.876,  28.677, New tracking position
12.23361, 198.148,  28.624, New tracking position
12.25000, 198.414,  38.572, Cold sky reference deviation in elevation
12.25000, 198.414,  38.572, New tracking position
