# Tcold_K: 12
# Thot_K: 284.15
# freq_MHz: 11075
# dfreq_MHz: 50
date, time_start, Icold_adu, Ihot_adu, Ycal_dB, Isun_mean_adu, Isun_max_adu, Isun_mean_above_max_adu, nrvals_for_Isun_mean_above_max, Ssun_sfu, Sback_sfu, Ssun_minus_Sback_sfu
2024/11/14, 08:30:00.712, 152362.6486870611, 434570.7000950238, 4.551819278180317, 377404.6459683857, 417915.9117557029, 411041.5889673502, 34, 311.0094594772513, 14.274156445799129, 296.7353030314522
2024/11/14, 08:45:00.792, 150101.97387873553, 431248.0767159882, 4.583407678526868, 381968.7533448144, 424636.1170813895, 416771.92374534754, 16, 321.331548084257, 14.274156445799129, 307.0573916384579
2024/11/14, 09:00:00.850, 148161.54971685904, 422382.74228930875, 4.549706535611079, 380948.973698537, 421463.1051097285, 412533.94837496046, 40, 326.37334616572525, 14.274156445799129, 312.09918971992613
2024/11/14, 09:15:00.761, 148396.5601354276, 418392.20644123724, 4.501597521387217, 382405.116363126, 416608.645527268, 406723.3292772173, 80, 324.00909422047357, 14.274156445799129, 309.73493777467445
2024/11/14, 09:30:00.763, 147684.9590012136, 423710.0057163055, 4.577324530142562, 386511.6839411245, 428807.9166859231, 419150.62663372105, 10, 332.65282697826154, 14.274156445799129, 318.3786705324624
2024/11/14, 09:45:00.871, 145778.77016692475, 416828.50818533194, 4.5626313197373864, 383065.76535762416, 422770.3713381634, 413530.6305163089, 40, 334.0613370718053, 14.274156445799129, 319.7871806260062
2024/11/14, 10:00:00.987, 145046.34073960825, 411806.3078739159, 4.531862178692084, 378914.789820727, 416608.645527268, 406647.6907345598, 29, 331.7399009905176, 14.274156445799129, 317.46574454471846
2024/11/14, 10:15:00.931, 145035.7899681939, 396890.9086731455, 4.371959661433188, 372430.5499599522, 408594.183897884, 400068.4165833993, 39, 342.0843897167174, 14.274156445799129, 327.8102332709183
2024/11/14, 10:30:01.057, 144511.0563399225, 404045.39104990783, 4.465290814978604, 365385.89689964516, 401393.78204532876, 392624.6824750959, 37, 323.7546925756159, 14.274156445799129, 309.48053612981676
2024/11/14, 10:45:00.885, 143604.04994494224, 397405.98059242236, 4.420677104301002, 353200.8854324198, 390769.08656034933, 382653.20136294764, 24, 319.182865984072, 14.274156445799129, 304.9087095382729
2024/11/14, 11:00:00.969, 141184.251688961, 390762.33054135897, 4.421264348049626, 336508.35859719815, 374763.3017628278, 367009.1849204147, 10, 307.1900911616702, 14.274156445799129, 292.91593471587106
2024/11/14, 11:15:01.104, 141124.5042941805, 397101.8415431084, 4.492994716330916, 345887.6172313289, 387328.7651434477, 378755.867083465, 26, 314.7985894889083, 14.274156445799129, 300.5244330431092
2024/11/14, 11:30:01.108, 138903.91345941008, 393903.9547540023, 4.526758594397377, 336680.4444465595, 376032.64599765703, 367839.0401009201, 21, 304.91037071252055, 14.274156445799129, 290.6362142667214
2024/11/14, 11:45:01.152, 137998.92234764193, 391444.3504728937, 4.527943345338336, 333566.4308644989, 379472.96741455863, 370709.1099310509, 14, 311.51499631317427, 14.274156445799129, 297.24083986737514
2024/11/14, 12:00:01.079, 136773.0370857371, 384645.6042338944, 4.490602829778781, 331464.15749573836, 369883.930111499, 362510.16542396304, 24, 309.09085346036903, 14.274156445799129, 294.8166970145699
2024/11/14, 12:15:01.064, 135872.1954702615, 391506.9942344741, 4.596089321512292, 326674.0888202548, 369883.930111499, 362755.6656656246, 17, 301.5905645223421, 14.274156445799129, 287.316408076543
2024/11/14, 12:30:01.068, 134961.87515085825, 399552.5027846255, 4.713627517382299, 331856.629096926, 376032.64599765703, 368273.692903425, 17, 299.7305836211896, 14.274156445799129, 285.4564271753905
2024/11/14, 12:45:01.260, 136219.6127837624, 400971.67572816444, 4.688740541112751, 322130.87722128024, 371322.9803459261, 364711.3187003151, 17, 293.6627247969716, 14.274156445799129, 279.38856835117247
2024/11/14, 13:00:01.129, 135207.326076219, 396193.2166848342, 4.669068115472096, 311135.75502359803, 354390.143750584, 346261.1637117772, 21, 276.06458809466386, 14.274156445799129, 261.79043164886474
2024/11/14, 13:15:01.327, 134312.13555377693, 395224.9471569761, 4.687290956514211, 302677.5863558294, 344054.65191997355, 338566.42824557296, 10, 267.7014191666728, 14.274156445799129, 253.42726272087367
2024/11/14, 13:30:01.200, 134319.8502091437, 409266.0624847777, 4.838655343812269, 305985.19497367536, 361110.3490762705, 356969.2910157363, 2, 276.4250923684948, 14.274156445799129, 262.1509359226957
2024/11/14, 13:45:01.320, 133136.59715992515, 401287.1240106194, 4.791577722510127, 300191.5543645471, 344054.65191997355, 336978.20494264044, 9, 260.3628872965453, 14.274156445799129, 246.08873085074617
2024/11/14, 14:00:01.335, 134466.38900677723, 407067.54305042885, 4.810527335265951, 294880.0737783349, 344054.65191997355, 340007.5168753029, 6, 258.3633711690279, 14.274156445799129, 244.0892147232288
2024/11/14, 14:15:01.359, 135533.74048254648, 413155.8214368248, 4.840664521960656, 291707.64850109717, 332758.53277418297, 325386.62980926555, 10, 235.65536331649292, 14.274156445799129, 221.3812068706938
