start_scan_UTC,end_scan_UTC,amplitude_fit,delta_azi_fit,delta_ele_fit,sigma_azi_fit,sigma_ele_fit,aziref,eleref,quality_check
2025-03-25 12:59:00,2025-03-25 13:00:00,150.17267069684664,-0.3370822633712129,-0.0592082036943396,1.5349400464675196,1.1519098248604958,181.8,60.5,1
2025-03-26 08:59:00,2025-03-26 09:00:00,149.05008494107844,-0.0103437211774296,0.1158403908809633,1.3854055575132782,1.2589143807804122,181.8,60.5,1
2025-03-26 10:59:00,2025-03-26 11:00:00,150.11624187105312,-0.6513191789613878,-0.0425346529291214,1.4587740012138568,1.1782719201600649,181.8,60.5,0
2025-03-26 12:59:00,2025-03-26 13:00:00,148.2382015147927,-0.653439128564019,-0.0877714453374089,2.9407515868235112,1.182583496962021,181.8,60.5,0
2025-03-27 08:59:00,2025-03-27 09:00:00,140.99635871547915,-0.2627206729536582,-2.999999999999283,1.7060288756500206,3.237722372124819,181.8,60.5,0
2025-03-27 10:59:00,2025-03-27 11:00:00,135.7150949891284,-0.0039245702384629,0.207860833456119,5.999999999999999,5.999999999999999,181.8,60.5,0
2025-03-27 12:59:00,2025-03-27 13:00:00,135.59269189468287,-0.071001221823941,0.0537404870982075,5.999999999999999,5.999999999999999,181.8,60.5,0
2025-03-28 08:59:00,2025-03-28 09:00:00,148.75645537214447,-0.1202140838116953,-0.05056641266397,1.3633942181485426,1.2954114960677494,181.8,60.5,1
2025-03-28 10:59:00,2025-03-28 11:00:00,148.26594878509314,-0.8044893791123896,-0.0835993426298521,1.495891204814601,1.248611215986655,181.8,60.5,0
2025-03-28 12:59:00,2025-03-28 13:00:00,149.30938517716226,-0.570787996988789,-0.0650112091682576,1.7604175429434583,1.1519206193582587,181.8,60.5,1
2025-03-29 08:59:00,2025-03-29 09:00:00,151.05342448740188,-0.1560024634504614,-0.0415649432926565,1.2996211974435357,1.257169080659819,181.8,60.5,1
2025-03-29 10:59:00,2025-03-29 11:00:00,148.45720106189108,-0.9006112424586584,-0.1244682896571418,1.5455225689126153,1.2750134631258705,181.8,60.5,0
2025-03-29 12:59:00,2025-03-29 13:00:00,149.94283342308225,-0.6101317633033362,-0.1214266152030982,1.6974949518865012,1.142657094277738,181.8,60.5,1
2025-03-30 08:59:00,2025-03-30 09:00:00,149.00379916733755,-0.1605853966296285,0.0389367961752583,1.4456581947063063,1.2205421783271704,181.8,60.5,1
2025-03-30 10:59:00,2025-03-30 11:00:00,148.6542052484164,-0.9515427237148798,-0.0218652149517629,1.6246554227451089,1.1973653536387745,181.8,60.5,0
2025-03-30 12:59:00,2025-03-30 13:00:00,148.73647527037588,-0.5362958700269023,-0.0661265810745407,1.6041109322065386,1.145279058817715,181.8,60.5,1
2025-03-31 08:59:00,2025-03-31 09:00:00,148.57950080098558,-0.178828973961113,0.0547176240574114,1.3390272522728366,1.2221342736854306,181.8,60.5,1
2025-03-31 10:59:00,2025-03-31 11:00:00,148.52317582101125,-0.941418684477066,-0.0532990009232324,1.5686866792297034,1.2452177975117005,181.8,60.5,0
2025-03-31 12:59:00,2025-03-31 13:00:00,148.5964642510313,-0.4623409495880637,-0.0939703385573511,1.5547786410428592,1.1348908252432357,181.8,60.5,1
2025-04-01 08:59:00,2025-04-01 09:00:00,149.3561936340483,-0.1428738033482434,-0.0717049034723063,1.3661844548536557,1.1782348974005208,181.8,60.5,1
2025-04-01 09:59:00,2025-04-01 10:00:00,148.80787284145595,-0.5790443117285285,-0.0565014494800692,1.473249888744374,1.188429950231544,181.8,60.5,1
2025-04-01 10:59:00,2025-04-01 11:00:00,148.77277376143323,-0.8636630828604649,-0.1184833774318429,1.438320654427519,1.2064998207359583,181.8,60.5,0
2025-04-01 11:59:00,2025-04-01 12:00:00,148.55393438355722,-0.8620074870758568,-0.1051979008872158,1.5186055650070194,1.2351912052337124,181.8,60.5,0
2025-04-01 12:59:00,2025-04-01 13:00:00,148.40105330694655,-0.3980744052437038,-0.1255663991621112,1.513239429177465,1.1519174410994475,181.8,60.5,1
2025-04-01 13:59:00,2025-04-01 14:00:00,150.16375758997194,0.0636895754252378,-0.1590726517849047,1.265054655385624,1.1453002451523335,181.8,60.5,1
2025-04-02 08:59:00,2025-04-02 09:00:00,151.4029231455072,-0.239633059359437,-0.1023109578919306,1.4407710844141015,1.2079964649177533,181.8,60.5,1
2025-04-02 09:59:00,2025-04-02 10:00:00,151.40741262191935,-0.6551048224614665,-0.1054031068407367,1.4324235061377777,1.1559815313928932,181.8,60.5,1
2025-04-02 10:59:00,2025-04-02 11:00:00,150.96381114382132,-0.8547225291019674,-0.1353111765301432,1.4155039713911302,1.2254045178389394,181.8,60.5,0
2025-04-02 11:59:00,2025-04-02 12:00:00,150.52658234018517,-0.82324044099959,-0.1811216939692627,1.5266782106048349,1.2351926039672212,181.8,60.5,0
2025-04-02 12:59:00,2025-04-02 13:00:00,150.12184186654596,-0.5050597768256964,-0.1583480868130853,1.5102654925139989,1.1426558146868506,181.8,60.5,1
2025-04-02 13:59:00,2025-04-02 14:00:00,150.68927072934892,-0.0536114707157053,-0.1616877617345387,1.242412903912028,1.1113317409001238,181.8,60.5,1
2025-04-03 08:59:00,2025-04-03 09:00:00,148.82242764360592,-0.7022663809264095,-0.0305265919493037,1.428830990605907,1.2237469923647606,181.2,60.5,0
2025-04-03 09:59:00,2025-04-03 10:00:00,149.07298738235875,-1.4131752464828748,-0.0683654043749569,1.6850723131224,1.1869649547439092,181.2,60.5,0
2025-04-03 10:59:00,2025-04-03 11:00:00,149.56506988313768,-2.0010854040061146,-0.0610299604585729,1.8238978415654683,1.2714002113664944,181.2,60.5,0
2025-04-03 11:59:00,2025-04-03 12:00:00,148.33957316221304,-1.4132033669390878,-0.0843986335584692,1.5695558522016098,1.2589824683828266,181.2,60.5,0
2025-04-03 12:59:00,2025-04-03 13:00:00,148.15337188735623,-1.3704142563853905,-0.1241746413736217,1.787322785189268,1.1310761028090563,181.2,60.5,0
2025-04-03 13:59:00,2025-04-03 14:00:00,148.01772830251753,-0.5271459731210036,-0.1699981944520767,1.315435477390708,1.0994979022794371,181.2,60.5,1
2025-04-04 08:59:00,2025-04-04 09:00:00,148.37280899887637,0.274067525430373,-0.0203789678905029,1.3738253618456655,1.2519950406640308,182.4,60.5,1
2025-04-04 09:59:00,2025-04-04 10:00:00,148.35204422773614,-0.1733371687466084,-0.0488253327797792,1.374827887444386,1.23518012949653,182.4,60.5,1
2025-04-04 10:59:00,2025-04-04 11:00:00,148.58493746539335,-0.4350780736191865,-0.0857073628394892,1.3808129906906297,1.2190099406695083,182.4,60.5,1
2025-04-04 11:59:00,2025-04-04 12:00:00,148.3033866557183,-0.3841055559937649,-0.0775679523331867,1.3598865201783243,1.1669851323882812,182.4,60.5,1
2025-04-04 12:59:00,2025-04-04 13:00:00,147.99155352848348,-0.0771536419979961,-0.1307441528520441,1.4958088932552904,1.185477282217974,182.4,60.5,1
2025-04-04 13:59:00,2025-04-04 14:00:00,147.8738741642932,0.4074421877353321,-0.1278914997590859,1.2425168940159756,1.1559850374243543,182.4,60.5,1
2025-04-05 08:59:00,2025-04-05 09:00:00,148.38011088845408,0.328254044678866,0.0227903575269435,1.5160902415405677,1.2221507222393326,182.4,60.5,1
2025-04-05 09:59:00,2025-04-05 10:00:00,148.50953809063444,-0.2097827791802291,-0.079730055495661,1.3621860788369458,1.1739956976760482,182.4,60.5,1
2025-04-05 10:59:00,2025-04-05 11:00:00,148.47393584966397,-0.4278085444316236,-0.0429528884602279,1.3260194644235872,1.1855250346755837,182.4,60.5,1
