Time_UT,75.125MHz,152.750MHz,243.313MHz,325.250MHz,411.500MHz,480.500MHz,609.875MHz,687.500MHz,791.000MHz,842.750MHz,SW-version 1.24, e-Callisto,pwm=120
  8.5026,  542.987,  559.037,  582.713,  599.963,  594.825,  581.987,  608.412,  604.900,  592.162,  571.713
  8.5082,  516.787,  531.838,  554.812,  618.975,  610.362,  555.200,  584.312,  591.825,  611.225,  542.775
  8.5137,  516.475,  531.612,  554.588,  619.250,  610.550,  555.987,  584.013,  591.763,  611.200,  543.487
  8.5193,  523.412,  538.188,  561.325,  610.562,  603.775,  561.975,  590.025,  593.737,  602.550,  550.325
  8.5248,  561.338,  577.912,  601.463,  609.638,  605.200,  603.562,  628.125,  623.037,  603.487,  593.162
  8.5304,  561.500,  577.612,  601.125,  609.537,  605.650,  603.600,  628.175,  623.312,  603.487,  593.175
  8.5360,  561.362,  577.750,  601.338,  609.225,  605.300,  603.513,  628.350,  623.213,  603.787,  593.513
  8.5415,  564.812,  580.513,  605.237,  613.425,  609.175,  607.900,  632.800,  627.775,  608.525,  598.375
  8.5471,  564.125,  581.013,  605.062,  612.812,  609.188,  607.525,  632.600,  627.125,  608.050,  597.612
  8.5526,  564.888,  581.350,  604.875,  613.125,  609.513,  607.925,  632.013,  627.075,  607.700,  598.312
  8.5582,  564.800,  581.338,  605.575,  613.338,  609.625,  607.900,  632.763,  627.763,  608.362,  598.375
  8.5637,  564.100,  580.562,  605.037,  613.100,  609.013,  607.450,  632.188,  627.425,  607.862,  597.900
  8.5693,  562.425,  578.375,  602.912,  611.175,  607.050,  605.638,  630.025,  625.338,  605.888,  595.500
  8.5748,  564.912,  580.900,  605.025,  613.362,  609.138,  607.525,  632.388,  627.388,  608.325,  598.162
  8.5804,  564.125,  580.450,  604.787,  612.662,  608.912,  607.312,  632.162,  627.088,  607.525,  597.625
  8.5860,  564.438,  580.213,  604.700,  612.975,  608.575,  607.362,  631.562,  626.688,  607.950,  597.225
  8.5915,  564.662,  581.013,  605.875,  613.725,  609.463,  608.200,  632.562,  628.500,  608.662,  597.950
  8.5971,  564.675,  580.237,  604.662,  613.125,  609.200,  607.763,  632.325,  627.213,  608.438,  597.912
  8.6027,  564.463,  580.575,  604.600,  613.112,  608.875,  608.062,  632.375,  627.275,  608.225,  598.025
  8.6082,  564.575,  581.350,  605.537,  614.075,  610.213,  608.062,  632.750,  628.400,  608.725,  598.963
  8.6137,  564.263,  580.338,  605.000,  613.450,  608.850,  607.575,  632.200,  627.325,  608.025,  597.725
  8.6193,  564.312,  580.237,  604.838,  612.775,  608.625,  607.412,  631.737,  627.325,  607.625,  597.325
  8.6249,  564.300,  580.575,  604.350,  613.900,  608.963,  607.713,  632.450,  627.338,  608.000,  597.763
  8.6304,  563.775,  580.138,  604.375,  612.550,  608.638,  606.950,  631.200,  626.562,  607.088,  597.112
  8.6360,  563.925,  580.075,  604.400,  612.700,  608.737,  607.562,  631.662,  626.825,  607.662,  597.350
  8.6415,  564.250,  581.025,  605.438,  613.412,  608.825,  608.125,  632.550,  628.200,  608.325,  598.500
  8.6470,  563.425,  580.463,  604.588,  612.575,  608.562,  607.138,  632.362,  627.525,  607.862,  597.725
  8.6526,  563.987,  580.513,  604.700,  612.838,  608.825,  607.600,  632.287,  626.950,  608.000,  597.725
  8.6582,  564.737,  581.250,  605.362,  613.188,  609.362,  608.275,  632.862,  627.237,  608.487,  598.388
  8.6637,  564.475,  580.400,  604.700,  612.838,  608.050,  607.312,  632.162,  627.037,  608.150,  597.750
  8.6693,  564.112,  579.875,  604.763,  612.550,  608.688,  607.138,  631.737,  626.675,  607.875,  597.250
  8.6748,  564.350,  580.537,  604.862,  612.763,  608.737,  607.725,  631.888,  627.513,  607.850,  597.662
  8.6804,  563.450,  580.175,  604.763,  612.312,  608.375,  607.487,  631.713,  626.650,  607.375,  597.225
  8.6860,  563.700,  579.850,  604.775,  612.350,  608.700,  607.112,  631.662,  626.625,  607.612,  597.263
  8.6915,  564.088,  580.750,  605.237,  612.950,  609.250,  608.475,  632.350,  628.037,  608.350,  598.425
  8.6971,  563.925,  580.263,  604.650,  612.950,  609.325,  607.775,  631.950,  626.850,  608.075,  597.638
  8.7026,  564.088,  580.525,  604.412,  612.888,  608.925,  607.350,  632.037,  627.562,  607.688,  597.700
  8.7082,  564.250,  580.237,  605.188,  612.950,  608.987,  608.050,  632.213,  627.562,  608.650,  598.287
  8.7137,  563.675,  579.550,  604.400,  612.825,  608.650,  607.537,  631.475,  626.750,  607.775,  596.875
  8.7193,  563.775,  579.875,  604.075,  612.713,  608.362,  607.138,  631.500,  626.300,  607.350,  597.237
  8.7249,  563.900,  579.575,  604.987,  612.812,  608.537,  607.550,  631.650,  627.088,  607.713,  597.312
  8.7304,  563.025,  579.375,  603.725,  612.025,  607.838,  606.950,  631.037,  626.412,  607.025,  597.475
  8.7360,  563.037,  579.513,  603.925,  611.975,  607.938,  607.100,  630.713,  626.625,  607.412,  597.000
  8.7415,  563.688,  579.963,  605.075,  612.812,  608.588,  607.438,  632.025,  627.125,  607.862,  597.638
  8.7471,  561.725,  577.725,  601.900,  610.325,  606.487,  605.400,  629.763,  624.750,  605.625,  595.037
  8.7526,  547.600,  564.213,  588.100,  598.600,  596.138,  592.513,  616.362,  615.600,  590.975,  579.675
  8.7582,  515.688,  530.525,  553.625,  567.700,  588.125,  567.900,  588.550,  629.612,  557.263,  545.013
  8.7637,  515.938,  530.900,  553.562,  568.000,  588.438,  568.050,  588.300,  629.625,  556.600,  545.263
  8.7693,  521.550,  535.938,  558.838,  572.562,  585.075,  570.237,  592.150,  618.888,  562.750,  550.675
  8.7749,  560.875,  576.275,  600.700,  608.737,  604.713,  602.713,  627.500,  622.737,  602.888,  592.588
  8.7804,  560.438,  576.550,  600.725,  608.825,  604.675,  602.537,  627.312,  622.487,  603.562,  592.938
  8.7860,  559.062,  575.400,  599.325,  607.200,  603.775,  601.075,  625.487,  621.162,  601.688,  591.362
  8.7915,  563.650,  580.275,  604.612,  612.425,  608.375,  607.600,  631.675,  627.487,  608.162,  597.638
  8.7971,  564.112,  580.938,  605.275,  612.850,  608.725,  607.888,  632.312,  627.938,  608.400,  597.888
  8.8026,  564.037,  580.688,  604.725,  613.138,  609.112,  608.213,  632.175,  627.050,  608.438,  598.037
  8.8082,  564.513,  581.050,  605.112,  613.075,  608.475,  608.250,  632.475,  627.600,  608.750,  598.362
  8.8137,  563.513,  580.275,  604.250,  612.737,  608.588,  607.662,  632.138,  626.588,  607.838,  597.688
  8.8193,  563.562,  580.162,  604.763,  612.600,  608.037,  607.688,  631.588,  627.388,  607.900,  597.575
  8.8249,  564.750,  580.625,  605.225,  613.138,  609.500,  608.213,  632.662,  628.200,  608.625,  598.000
  8.8304,  564.338,  580.500,  604.625,  612.650,  608.650,  607.875,  632.688,  627.737,  608.062,  597.688
  8.8360,  564.237,  580.225,  604.675,  612.737,  608.787,  607.138,  631.963,  627.287,  608.275,  598.000
  8.8415,  564.438,  580.562,  605.075,  612.912,  608.688,  608.175,  632.662,  627.575,  608.338,  598.088
  8.8471,  563.800,  579.487,  604.362,  612.537,  608.150,  607.500,  631.638,  626.888,  607.750,  597.875
  8.8527,  563.625,  579.900,  604.263,  612.875,  608.862,  607.612,  631.550,  627.162,  607.562,  597.662
  8.8582,  564.388,  580.537,  605.612,  613.188,  608.938,  607.938,  632.550,  626.900,  608.362,  598.537
  8.8638,  563.950,  580.188,  604.350,  612.763,  608.513,  607.475,  632.000,  627.138,  608.138,  598.188
  8.8693,  563.662,  580.500,  604.888,  613.000,  608.987,  607.487,  631.463,  627.325,  608.287,  598.638
  8.8749,  563.750,  580.525,  605.000,  612.562,  609.375,  608.487,  632.125,  627.963,  608.650,  598.250
  8.8804,  563.675,  579.950,  604.100,  612.400,  608.487,  607.537,  631.487,  627.250,  608.075,  597.463
  8.8860,  563.237,  579.787,  604.138,  612.075,  608.375,  607.088,  631.862,  626.713,  607.838,  597.812
  8.8915,  563.575,  579.938,  603.638,  612.487,  608.513,  607.625,  631.638,  627.725,  607.487,  598.037
  8.8971,  563.050,  579.562,  603.862,  612.025,  608.350,  606.675,  630.838,  626.550,  607.025,  597.400
  8.9026,  563.188,  579.612,  604.062,  612.237,  608.537,  606.725,  630.975,  626.888,  607.425,  597.600
  8.9082,  563.200,  579.862,  604.225,  612.600,  609.263,  607.537,  631.850,  627.150,  608.013,  597.912
  8.9138,  563.200,  579.537,  604.525,  612.300,  608.438,  607.225,  631.000,  627.412,  607.925,  597.350
  8.9193,  562.925,  579.787,  604.150,  612.050,  608.287,  607.088,  631.213,  626.688,  607.513,  597.725
  8.9249,  564.150,  579.700,  604.513,  612.525,  608.638,  607.688,  631.362,  627.375,  607.925,  597.612
