DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00022, 145.000,  77.000, New tracking position
 7.01686, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01688, 145.000, -14.000, New tracking position
 7.03354,  97.372,  28.160, Back to the Sun
 7.03356,  85.028, -32.331, Rotor position possibly out of range
 7.03356,  97.372,  28.160, Sun position possibly out of range
 7.05024,  84.836, -32.160, Rotor position possibly out of range
 7.05024,  97.564,  28.332, Sun position possibly out of range
 7.06691,  84.643, -31.988, Rotor position possibly out of range
 7.06691,  97.757,  28.503, Sun position possibly out of range
 7.08358,  84.450, -31.817, Rotor position possibly out of range
 7.08358,  97.950,  28.675, Sun position possibly out of range
 7.10025,  84.257, -31.646, Rotor position possibly out of range
 7.10025,  98.143,  28.846, Sun position possibly out of range
 7.11691,  84.063, -31.474, Rotor position possibly out of range
 7.11691,  98.337,  29.017, Sun position possibly out of range
 7.13359,  83.869, -31.303, Rotor position possibly out of range
 7.13359,  98.531,  29.189, Sun position possibly out of range
 7.15025,  83.674, -31.132, Rotor position possibly out of range
 7.15025,  98.726,  29.360, Sun position possibly out of range
 7.16692,  83.479, -30.961, Rotor position possibly out of range
 7.16692,  98.921,  29.531, Sun position possibly out of range
 7.18358,  83.283, -30.790, Rotor position possibly out of range
 7.18358,  99.117,  29.702, Sun position possibly out of range
 7.20026,  83.087, -30.619, Rotor position possibly out of range
 7.20026,  99.313,  29.873, Sun position possibly out of range
 7.21692,  82.891, -30.448, Rotor position possibly out of range
 7.21692,  99.509,  30.043, Sun position possibly out of range
 7.23359,  82.694, -30.278, Rotor position possibly out of range
 7.23359,  99.706,  30.214, Sun position possibly out of range
 7.25024, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25025, 145.000,  77.000, New tracking position
 7.26690, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26692, 145.000, -14.000, New tracking position
 7.28357, 100.300,  30.725, Back to the Sun
 7.28360,  82.100, -29.766, Rotor position possibly out of range
 7.28360, 100.300,  30.725, Sun position possibly out of range
 7.30027,  81.901, -29.596, Rotor position possibly out of range
 7.30027, 100.499,  30.896, Sun position possibly out of range
 7.31694,  81.702, -29.426, Rotor position possibly out of range
 7.31694, 100.698,  31.066, Sun position possibly out of range
 7.33360,  81.502, -29.256, Rotor position possibly out of range
 7.33361, 100.898,  31.236, Sun position possibly out of range
 7.35027,  81.302, -29.086, Rotor position possibly out of range
 7.35027, 101.098,  31.406, Sun position possibly out of range
 7.36694,  81.101, -28.916, Rotor position possibly out of range
 7.36694, 101.299,  31.576, Sun position possibly out of range
 7.38361,  80.900, -28.747, Rotor position possibly out of range
 7.38361, 101.500,  31.745, Sun position possibly out of range
 7.40028,  80.698, -28.577, Rotor position possibly out of range
 7.40028, 101.702,  31.915, Sun position possibly out of range
 7.41695,  80.496, -28.408, Rotor position possibly out of range
 7.41695, 101.904,  32.084, Sun position possibly out of range
 7.43363,  80.293, -28.238, Rotor position possibly out of range
 7.43363, 102.107,  32.254, Sun position possibly out of range
 7.45029,  80.089, -28.069, Rotor position possibly out of range
 7.45029, 102.311,  32.423, Sun position possibly out of range
 7.46696,  79.885, -27.900, Rotor position possibly out of range
 7.46696, 102.515,  32.592, Sun position possibly out of range
 7.48363,  79.681, -27.731, Rotor position possibly out of range
 7.48363, 102.719,  32.761, Sun position possibly out of range
 7.50027, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50029, 145.000,  77.000, New tracking position
 7.51694, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51696, 145.000, -14.000, New tracking position
 7.53361, 103.336,  33.267, Back to the Sun
 7.53363,  79.064, -27.225, Rotor position possibly out of range
 7.53363, 103.336,  33.267, Sun position possibly out of range
 7.55030,  78.858, -27.057, Rotor position possibly out of range
 7.55030, 103.542,  33.435, Sun position possibly out of range
 7.56696,  78.651, -26.888, Rotor position possibly out of range
