DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00008, 145.000,  77.000, New tracking position
 7.01672, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01674, 145.000, -14.000, New tracking position
 7.03339, 101.820,  22.669, Back to the Sun
 7.03342,  80.580, -37.823, Rotor position possibly out of range
 7.03342, 101.820,  22.669, Sun position possibly out of range
 7.05009,  80.385, -37.654, Rotor position possibly out of range
 7.05010, 102.015,  22.838, Sun position possibly out of range
 7.06676,  80.190, -37.485, Rotor position possibly out of range
 7.06676, 102.210,  23.007, Sun position possibly out of range
 7.08343,  79.994, -37.316, Rotor position possibly out of range
 7.08343, 102.406,  23.176, Sun position possibly out of range
 7.10010,  79.798, -37.147, Rotor position possibly out of range
 7.10010, 102.602,  23.345, Sun position possibly out of range
 7.11677,  79.601, -36.978, Rotor position possibly out of range
 7.11677, 102.799,  23.514, Sun position possibly out of range
 7.13344,  79.404, -36.809, Rotor position possibly out of range
 7.13344, 102.996,  23.683, Sun position possibly out of range
 7.15013,  79.206, -36.641, Rotor position possibly out of range
 7.15013, 103.194,  23.851, Sun position possibly out of range
 7.16682,  79.009, -36.472, Rotor position possibly out of range
 7.16682, 103.391,  24.020, Sun position possibly out of range
 7.18350,  78.810, -36.304, Rotor position possibly out of range
 7.18350, 103.590,  24.188, Sun position possibly out of range
 7.20020,  78.612, -36.136, Rotor position possibly out of range
 7.20020, 103.788,  24.356, Sun position possibly out of range
 7.21689,  78.413, -35.968, Rotor position possibly out of range
 7.21689, 103.987,  24.524, Sun position possibly out of range
 7.23356,  78.213, -35.800, Rotor position possibly out of range
 7.23356, 104.187,  24.692, Sun position possibly out of range
 7.25020, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25022, 145.000,  77.000, New tracking position
 7.26687, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26689, 145.000, -14.000, New tracking position
 7.28355, 104.788,  25.195, Back to the Sun
 7.28358,  77.612, -35.297, Rotor position possibly out of range
 7.28358, 104.788,  25.195, Sun position possibly out of range
 7.30025,  77.411, -35.130, Rotor position possibly out of range
 7.30025, 104.989,  25.362, Sun position possibly out of range
 7.31693,  77.209, -34.963, Rotor position possibly out of range
 7.31693, 105.191,  25.529, Sun position possibly out of range
 7.33359,  77.007, -34.796, Rotor position possibly out of range
 7.33359, 105.393,  25.696, Sun position possibly out of range
 7.35026, 105.595,  25.863, New tracking position
 7.36694, 105.798,  26.030, New tracking position
 7.38361, 106.002,  26.196, New tracking position
 7.40029, 106.205,  26.362, New tracking position
 7.41697, 106.413,  26.531, New tracking position
 7.43364, 106.618,  26.697, New tracking position
 7.45033, 106.823,  26.863, New tracking position
 7.46699, 107.029,  27.029, New tracking position
 7.48367, 107.235,  27.194, New tracking position
 7.50005, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50007, 145.000,  77.000, New tracking position
 7.51672, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51674, 145.000, -14.000, New tracking position
 7.53340, 107.854,  27.687, Back to the Sun
 7.53341, 107.854,  27.687, New tracking position
 7.55008, 108.062,  27.851, New tracking position
 7.56675, 108.271,  28.016, New tracking position
 7.58342, 108.480,  28.180, New tracking position
 7.60008, 108.690,  28.344, New tracking position
 7.61675, 108.900,  28.508, New tracking position
 7.63342, 109.111,  28.672, New tracking position
 7.65010, 109.323,  28.836, New tracking position
 7.66677, 109.535,  28.999, New tracking position
 7.68344, 109.747,  29.162, New tracking position
 7.70013, 109.960,  29.325, New tracking position
 7.71680, 110.174,  29.487, New tracking position
 7.73348, 110.388,  29.650, New tracking position
 7.75014, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75016, 145.000,  77.000, New tracking position
 7.76681, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76683, 145.000, -14.000, New tracking position
 7.78350, 111.034,  30.136, Back to the Sun
 7.78352, 111.034,  30.136, New tracking position
