DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 182.000,  58.800, Reference positions.

 0.00028, 158.759,-106.567, Rotor position possibly out of range
 0.00028,  23.241, -46.847, Sun position possibly out of range
 0.01667,  23.665, -12.000, Hot reference on ground (To)
 0.01667, 158.335, -71.718, Rotor position possibly out of range
 0.01667,  23.665, -12.000, Sun position possibly out of range
 0.03361,  24.094, -56.707, Back to the Sun
 0.03361, 157.906,-116.423, Rotor position possibly out of range
 0.03361,  24.094, -56.707, Sun position possibly out of range
 0.05000, 157.493,-116.351, Rotor position possibly out of range
 0.05000,  24.507, -56.637, Sun position possibly out of range
 0.06694, 157.067,-116.275, Rotor position possibly out of range
 0.06694,  24.933, -56.564, Sun position possibly out of range
 0.08333, 156.656,-116.200, Rotor position possibly out of range
 0.08333,  25.344, -56.492, Sun position possibly out of range
 0.10000, 156.240,-116.123, Rotor position possibly out of range
 0.10000,  25.760, -56.417, Sun position possibly out of range
 0.11667, 155.826,-116.045, Rotor position possibly out of range
 0.11667,  26.174, -56.342, Sun position possibly out of range
 0.13333, 155.413,-115.966, Rotor position possibly out of range
 0.13333,  26.587, -56.265, Sun position possibly out of range
 0.15000, 155.001,-115.886, Rotor position possibly out of range
 0.15000,  26.999, -56.187, Sun position possibly out of range
 0.16667, 154.591,-115.805, Rotor position possibly out of range
 0.16667,  27.409, -56.108, Sun position possibly out of range
 0.18333, 154.183,-115.722, Rotor position possibly out of range
 0.18333,  27.817, -56.028, Sun position possibly out of range
 0.20000, 153.776,-115.639, Rotor position possibly out of range
 0.20000,  28.224, -55.947, Sun position possibly out of range
 0.21667, 153.370,-115.554, Rotor position possibly out of range
 0.21667,  28.630, -55.865, Sun position possibly out of range
 0.23333, 152.967,-115.469, Rotor position possibly out of range
 0.23333,  29.033, -55.781, Sun position possibly out of range
 0.25000,  29.436, -45.697, Cold sky reference deviation in elevation
 0.25028, 152.564,-105.382, Rotor position possibly out of range
 0.25028,  29.436, -45.697, Sun position possibly out of range
 0.26667,  29.836, -12.000, Hot reference on ground (To)
 0.26667, 152.164, -71.683, Rotor position possibly out of range
 0.26667,  29.836, -12.000, Sun position possibly out of range
 0.28333,  30.236, -55.525, Back to the Sun
 0.28361, 151.764,-115.205, Rotor position possibly out of range
 0.28361,  30.236, -55.525, Sun position possibly out of range
 0.30000, 151.367,-115.116, Rotor position possibly out of range
 0.30000,  30.633, -55.438, Sun position possibly out of range
 0.31667, 150.971,-115.025, Rotor position possibly out of range
 0.31667,  31.029, -55.349, Sun position possibly out of range
 0.33333, 150.577,-114.933, Rotor position possibly out of range
 0.33333,  31.423, -55.260, Sun position possibly out of range
 0.35028, 150.177,-114.839, Rotor position possibly out of range
 0.35028,  31.823, -55.168, Sun position possibly out of range
 0.36667, 149.793,-114.746, Rotor position possibly out of range
 0.36667,  32.207, -55.078, Sun position possibly out of range
 0.38361, 149.397,-114.650, Rotor position possibly out of range
 0.38361,  32.603, -54.983, Sun position possibly out of range
 0.40000, 149.016,-114.556, Rotor position possibly out of range
