DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.600,  59.600, Reference positions.

 0.00028, 157.760,-105.746, Rotor position possibly out of range
 0.00028,  23.840, -45.231, Sun position possibly out of range
 0.01667,  24.363, -12.000, Hot reference on ground (To)
 0.01694, 157.237, -72.512, Rotor position possibly out of range
 0.01694,  24.363, -12.000, Sun position possibly out of range
 0.03333,  24.882, -65.088, Back to the Sun
 0.03361, 156.718,-125.597, Rotor position possibly out of range
 0.03361,  24.882, -65.088, Sun position possibly out of range
 0.05028, 156.201,-125.520, Rotor position possibly out of range
 0.05028,  25.399, -65.014, Sun position possibly out of range
 0.06694, 155.686,-125.442, Rotor position possibly out of range
 0.06694,  25.914, -64.940, Sun position possibly out of range
 0.08361, 155.166,-125.362, Rotor position possibly out of range
 0.08361,  26.434, -64.862, Sun position possibly out of range
 0.10028, 154.656,-125.281, Rotor position possibly out of range
 0.10028,  26.944, -64.784, Sun position possibly out of range
 0.11694, 154.150,-125.199, Rotor position possibly out of range
 0.11694,  27.450, -64.705, Sun position possibly out of range
 0.13361, 153.646,-125.116, Rotor position possibly out of range
 0.13361,  27.954, -64.625, Sun position possibly out of range
 0.15028, 153.145,-125.031, Rotor position possibly out of range
 0.15028,  28.455, -64.543, Sun position possibly out of range
 0.16694, 152.646,-124.945, Rotor position possibly out of range
 0.16694,  28.954, -64.460, Sun position possibly out of range
 0.18361, 152.150,-124.858, Rotor position possibly out of range
 0.18361,  29.450, -64.376, Sun position possibly out of range
 0.20028, 151.657,-124.770, Rotor position possibly out of range
 0.20028,  29.943, -64.290, Sun position possibly out of range
 0.21694, 151.166,-124.680, Rotor position possibly out of range
 0.21694,  30.434, -64.203, Sun position possibly out of range
 0.23361, 150.679,-124.589, Rotor position possibly out of range
 0.23361,  30.921, -64.115, Sun position possibly out of range
 0.25028,  31.406, -44.025, Cold sky reference deviation in elevation
 0.25028, 150.194,-104.496, Rotor position possibly out of range
 0.25028,  31.406, -44.025, Sun position possibly out of range
 0.26694,  31.888, -12.000, Hot reference on ground (To)
 0.26694, 149.712, -72.468, Rotor position possibly out of range
 0.26694,  31.888, -12.000, Sun position possibly out of range
 0.28333,  32.360, -63.844, Back to the Sun
 0.28333, 149.240,-124.310, Rotor position possibly out of range
 0.28333,  32.360, -63.844, Sun position possibly out of range
 0.30028, 148.756,-124.212, Rotor position possibly out of range
 0.30028,  32.844, -63.749, Sun position possibly out of range
 0.31667, 148.290,-124.117, Rotor position possibly out of range
 0.31667,  33.310, -63.657, Sun position possibly out of range
 0.33333, 147.819,-124.018, Rotor position possibly out of range
 0.33333,  33.781, -63.561, Sun position possibly out of range
 0.35000, 147.351,-123.919, Rotor position possibly out of range
 0.35000,  34.249, -63.464, Sun position possibly out of range
 0.36667, 146.885,-123.818, Rotor position possibly out of range
 0.36667,  34.715, -63.366, Sun position possibly out of range
 0.38333, 146.423,-123.716, Rotor position possibly out of range
 0.38333,  35.177, -63.267, Sun position possibly out of range
 0.40000, 145.963,-123.614, Rotor position possibly out of range
 0.40000,  35.637, -63.167, Sun position possibly out of range
 0.41667, 145.506,-123.510, Rotor position possibly out of range
 0.41667,  36.094, -63.066, Sun position possibly out of range
 0.43333, 145.052,-123.404, Rotor position possibly out of range
 0.43333,  36.548, -62.963, Sun position possibly out of range
 0.45000, 144.600,-123.298, Rotor position possibly out of range
 0.45000,  37.000, -62.860, Sun position possibly out of range
 0.46667, 144.152,-123.191, Rotor position possibly out of range
 0.46667,  37.448, -62.755, Sun position possibly out of range
 0.48333, 143.706,-123.083, Rotor position possibly out of range
 0.48333,  37.894, -62.649, Sun position possibly out of range
 0.50000,  38.337, -42.543, Cold sky reference deviation in elevation
 0.50000, 143.263,-102.973, Rotor position possibly out of range
 0.50000,  38.337, -42.543, Sun position possibly out of range
 0.51667,  38.777, -12.000, Hot reference on ground (To)
 0.51667, 142.823, -72.428, Rotor position possibly out of range
 0.51667,  38.777, -12.000, Sun position possibly out of range
 0.53333,  39.215, -62.326, Back to the Sun
 0.53333, 142.385,-122.752, Rotor position possibly out of range
 0.53333,  39.215, -62.326, Sun position possibly out of range
 0.55000, 141.951,-122.639, Rotor position possibly out of range
 0.55000,  39.649, -62.216, Sun position possibly out of range
 0.56667, 141.519,-122.526, Rotor position possibly out of range
 0.56667,  40.081, -62.105, Sun position possibly out of range
 0.58333, 141.090,-122.412, Rotor position possibly out of range
 0.58333,  40.510, -61.993, Sun position possibly out of range
 0.60000, 140.663,-122.296, Rotor position possibly out of range
 0.60000,  40.937, -61.880, Sun position possibly out of range
 0.61667, 140.239,-122.180, Rotor position possibly out of range
 0.61667,  41.361, -61.767, Sun position possibly out of range
 0.63333, 139.819,-122.063, Rotor position possibly out of range
 0.63333,  41.781, -61.652, Sun position possibly out of range
 0.65000, 139.400,-121.945, Rotor position possibly out of range
 0.65000,  42.200, -61.536, Sun position possibly out of range
 0.66667, 138.985,-121.826, Rotor position possibly out of range
 0.66667,  42.615, -61.419, Sun position possibly out of range
 0.68333, 138.572,-121.706, Rotor position possibly out of range
 0.68333,  43.028, -61.302, Sun position possibly out of range
 0.70000, 138.162,-121.585, Rotor position possibly out of range
 0.70000,  43.438, -61.183, Sun position possibly out of range
 0.71667, 137.755,-121.463, Rotor position possibly out of range
 0.71667,  43.845, -61.064, Sun position possibly out of range
 0.73333, 137.350,-121.340, Rotor position possibly out of range
 0.73333,  44.250, -60.944, Sun position possibly out of range
 0.75000,  44.652, -40.823, Cold sky reference deviation in elevation
 0.75000, 136.948,-101.217, Rotor position possibly out of range
 0.75000,  44.652, -40.823, Sun position possibly out of range
 0.76667,  45.052, -12.000, Hot reference on ground (To)
 0.76667, 136.548, -72.392, Rotor position possibly out of range
 0.76667,  45.052, -12.000, Sun position possibly out of range
 0.78333,  45.449, -60.578, Back to the Sun
 0.78333, 136.151,-120.967, Rotor position possibly out of range
 0.78333,  45.449, -60.578, Sun position possibly out of range
 0.80000, 135.757,-120.841, Rotor position possibly out of range
 0.80000,  45.843, -60.454, Sun position possibly out of range
 0.81667, 135.365,-120.715, Rotor position possibly out of range
 0.81667,  46.235, -60.329, Sun position possibly out of range
 0.83333, 134.976,-120.587, Rotor position possibly out of range
 0.83333,  46.624, -60.204, Sun position possibly out of range
 0.85000, 134.589,-120.459, Rotor position possibly out of range
 0.85000,  47.011, -60.078, Sun position possibly out of range
 0.86667, 134.205,-120.329, Rotor position possibly out of range
 0.86667,  47.395, -59.951, Sun position possibly out of range
 0.88333, 133.823,-120.199, Rotor position possibly out of range
 0.88333,  47.777, -59.823, Sun position possibly out of range
 0.90000, 133.444,-120.069, Rotor position possibly out of range
 0.90000,  48.156, -59.695, Sun position possibly out of range
 0.91667, 133.068,-119.937, Rotor position possibly out of range
 0.91667,  48.532, -59.566, Sun position possibly out of range
 0.93333, 132.693,-119.805, Rotor position possibly out of range
 0.93333,  48.907, -59.436, Sun position possibly out of range
 0.95000, 132.322,-119.672, Rotor position possibly out of range
 0.95000,  49.278, -59.305, Sun position possibly out of range
 0.96667, 131.952,-119.539, Rotor position possibly out of range
 0.96667,  49.648, -59.173, Sun position possibly out of range
 0.98333, 131.585,-119.404, Rotor position possibly out of range
 0.98333,  50.015, -59.041, Sun position possibly out of range
 1.00000,  50.379, -38.908, Cold sky reference deviation in elevation
 1.00000, 131.221, -99.269, Rotor position possibly out of range
 1.00000,  50.379, -38.908, Sun position possibly out of range
 1.01667,  50.741, -12.000, Hot reference on ground (To)
 1.01667, 130.859, -72.359, Rotor position possibly out of range
 1.01667,  50.741, -12.000, Sun position possibly out of range
 1.03333,  51.101, -58.640, Back to the Sun
 1.03333, 130.499,-118.997, Rotor position possibly out of range
 1.03333,  51.101, -58.640, Sun position possibly out of range
 1.05000, 130.141,-118.860, Rotor position possibly out of range
 1.05000,  51.459, -58.505, Sun position possibly out of range
 1.06667, 129.786,-118.722, Rotor position possibly out of range
 1.06667,  51.814, -58.370, Sun position possibly out of range
 1.08333, 129.433,-118.584, Rotor position possibly out of range
 1.08333,  52.167, -58.233, Sun position possibly out of range
 1.10000, 129.082,-118.445, Rotor position possibly out of range
 1.10000,  52.518, -58.096, Sun position possibly out of range
 1.11667, 128.734,-118.305, Rotor position possibly out of range
 1.11667,  52.866, -57.959, Sun position possibly out of range
 1.13333, 128.388,-118.165, Rotor position possibly out of range
 1.13333,  53.212, -57.821, Sun position possibly out of range
 1.15000, 128.044,-118.024, Rotor position possibly out of range
 1.15000,  53.556, -57.682, Sun position possibly out of range
 1.16667, 127.702,-117.883, Rotor position possibly out of range
 1.16667,  53.898, -57.542, Sun position possibly out of range
 1.18333, 127.362,-117.741, Rotor position possibly out of range
 1.18333,  54.238, -57.402, Sun position possibly out of range
 1.20000, 127.025,-117.598, Rotor position possibly out of range
 1.20000,  54.575, -57.262, Sun position possibly out of range
 1.21667, 126.690,-117.455, Rotor position possibly out of range
 1.21667,  54.910, -57.120, Sun position possibly out of range
 1.23333, 126.356,-117.311, Rotor position possibly out of range
 1.23333,  55.244, -56.978, Sun position possibly out of range
 1.25000,  55.575, -36.836, Cold sky reference deviation in elevation
 1.25000, 126.025, -97.167, Rotor position possibly out of range
 1.25000,  55.575, -36.836, Sun position possibly out of range
 1.26667,  55.904, -12.000, Hot reference on ground (To)
 1.26667, 125.696, -72.329, Rotor position possibly out of range
 1.26667,  55.904, -12.000, Sun position possibly out of range
 1.28333,  56.231, -56.549, Back to the Sun
 1.28333, 125.369,-116.877, Rotor position possibly out of range
 1.28333,  56.231, -56.549, Sun position possibly out of range
 1.30000, 125.044,-116.731, Rotor position possibly out of range
 1.30028,  56.556, -56.405, Sun position possibly out of range
 1.31694, 124.721,-116.584, Rotor position possibly out of range
 1.31694,  56.879, -56.261, Sun position possibly out of range
 1.33361, 124.400,-116.437, Rotor position possibly out of range
 1.33361,  57.200, -56.116, Sun position possibly out of range
 1.35028, 124.081,-116.290, Rotor position possibly out of range
 1.35028,  57.519, -55.970, Sun position possibly out of range
 1.36694, 123.764,-116.142, Rotor position possibly out of range
 1.36694,  57.836, -55.824, Sun position possibly out of range
 1.38361, 123.444,-115.991, Rotor position possibly out of range
 1.38361,  58.156, -55.675, Sun position possibly out of range
 1.40028, 123.131,-115.841, Rotor position possibly out of range
 1.40028,  58.469, -55.527, Sun position possibly out of range
 1.41694, 122.820,-115.692, Rotor position possibly out of range
 1.41694,  58.780, -55.380, Sun position possibly out of range
 1.43361, 122.510,-115.542, Rotor position possibly out of range
 1.43361,  59.090, -55.231, Sun position possibly out of range
 1.45028, 122.203,-115.392, Rotor position possibly out of range
