DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 181.800,  60.500, Reference positions.

 7.00022, 145.000,  77.000, New tracking position
 7.01687, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01689, 145.000, -14.000, New tracking position
 7.03353, 104.449,  18.764, Back to the Sun
 7.03355,  77.351, -41.728, Rotor position possibly out of range
 7.03355, 104.449,  18.764, Sun position possibly out of range
 7.05022,  77.156, -41.561, Rotor position possibly out of range
 7.05023, 104.644,  18.931, Sun position possibly out of range
 7.06688, 104.839,  19.099, New tracking position
 7.08355, 105.035,  19.266, New tracking position
 7.10022, 105.231,  19.433, New tracking position
 7.11690, 105.427,  19.599, New tracking position
 7.13356, 105.624,  19.766, New tracking position
 7.15022, 105.821,  19.933, New tracking position
 7.16689, 106.019,  20.099, New tracking position
 7.18357, 106.216,  20.265, New tracking position
 7.20024, 106.415,  20.431, New tracking position
 7.21691, 106.613,  20.597, New tracking position
 7.23358, 106.812,  20.763, New tracking position
 7.25022, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25024, 145.000,  77.000, New tracking position
 7.26689, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26691, 145.000, -14.000, New tracking position
 7.28356, 107.411,  21.259, Back to the Sun
 7.28358, 107.411,  21.259, New tracking position
 7.30026, 107.612,  21.424, New tracking position
 7.31693, 107.813,  21.588, New tracking position
 7.33360, 108.014,  21.753, New tracking position
 7.35028, 108.216,  21.918, New tracking position
 7.36697, 108.421,  22.085, New tracking position
 7.38365, 108.624,  22.249, New tracking position
 7.40032, 108.827,  22.413, New tracking position
 7.41698, 109.030,  22.576, New tracking position
 7.43365, 109.234,  22.740, New tracking position
 7.45032, 109.439,  22.903, New tracking position
 7.46699, 109.643,  23.066, New tracking position
 7.48365, 109.848,  23.229, New tracking position
 7.50031, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50033, 145.000,  77.000, New tracking position
 7.51698, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51700, 145.000, -14.000, New tracking position
 7.53365, 110.467,  23.717, Back to the Sun
 7.53367, 110.467,  23.717, New tracking position
 7.55033, 110.674,  23.879, New tracking position
 7.56700, 110.881,  24.040, New tracking position
 7.58367, 111.089,  24.202, New tracking position
 7.60008, 111.294,  24.361, New tracking position
 7.61674, 111.503,  24.522, New tracking position
 7.63341, 111.712,  24.683, New tracking position
 7.65008, 111.922,  24.844, New tracking position
 7.66674, 112.132,  25.004, New tracking position
 7.68341, 112.343,  25.164, New tracking position
 7.70007, 112.555,  25.324, New tracking position
 7.71674, 112.766,  25.484, New tracking position
 7.73341, 112.979,  25.644, New tracking position
 7.75005, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75007, 145.000,  77.000, New tracking position
 7.76672, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76674, 145.000, -14.000, New tracking position
 7.78340, 113.619,  26.121, Back to the Sun
 7.78342, 113.619,  26.121, New tracking position
 7.80008, 113.833,  26.279, New tracking position
 7.81674, 114.048,  26.437, New tracking position
 7.83341, 114.264,  26.595, New tracking position
 7.85008, 114.480,  26.753, New tracking position
 7.86676, 114.696,  26.911, New tracking position
 7.88343, 114.914,  27.068, New tracking position
 7.90010, 115.131,  27.225, New tracking position
 7.91677, 115.350,  27.381, New tracking position
 7.93345, 115.568,  27.538, New tracking position
 7.95012, 115.788,  27.694, New tracking position
 7.96678, 116.008,  27.850, New tracking position
 7.98346, 116.228,  28.005, New tracking position
 8.00011, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00013, 145.000,  77.000, New tracking position
 8.01677, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.01680, 145.000, -14.000, New tracking position
 8.03345, 116.894,  28.470, Back to the Sun
 8.03347, 116.894,  28.470, New tracking position
 8.05015, 117.117,  28.624, New tracking position
 8.06681, 117.340,  28.778, New tracking position
 8.08349, 117.564,  28.932, New tracking position
 8.10015, 117.789,  29.085, New tracking position
 8.11683, 118.014,  29.238, New tracking position
 8.13350, 118.240,  29.391, New tracking position
 8.15017, 118.467,  29.543, New tracking position
 8.16683, 118.694,  29.696, New tracking position
 8.18350, 118.922,  29.847, New tracking position
 8.20017, 119.151,  29.999, New tracking position
 8.21683, 119.380,  30.150, New tracking position
 8.23353, 119.610,  30.301, New tracking position
 8.25018, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.25020, 145.000,  77.000, New tracking position
 8.26685, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.26687, 145.000, -14.000, New tracking position
 8.28353, 120.303,  30.751, Back to the Sun
 8.28355, 120.303,  30.751, New tracking position
 8.30021, 120.536,  30.900, New tracking position
 8.31688, 120.769,  31.049, New tracking position
 8.33355, 121.003,  31.198, New tracking position
 8.35023, 121.237,  31.346, New tracking position
 8.36689, 121.472,  31.494, New tracking position
 8.38356, 121.708,  31.642, New tracking position
 8.40023, 121.945,  31.789, New tracking position
 8.41690, 122.182,  31.936, New tracking position
 8.43357, 122.420,  32.082, New tracking position
 8.45025, 122.659,  32.228, New tracking position
 8.46692, 122.898,  32.374, New tracking position
 8.48360, 123.138,  32.519, New tracking position
 8.50025, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.50027, 145.000,  77.000, New tracking position
 8.51692, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.51694, 145.000, -14.000, New tracking position
 8.53359, 123.863,  32.953, Back to the Sun
 8.53361, 123.863,  32.953, New tracking position
 8.55028, 124.106,  33.096, New tracking position
 8.56696, 124.350,  33.240, New tracking position
 8.58362, 124.595,  33.383, New tracking position
 8.60029, 124.840,  33.525, New tracking position
 8.61697, 125.090,  33.669, New tracking position
 8.63364, 125.337,  33.811, New tracking position
 8.65030, 125.584,  33.952, New tracking position
 8.66699, 125.833,  34.093, New tracking position
 8.68367, 126.082,  34.233, New tracking position
 8.70035, 126.332,  34.373, New tracking position
 8.71701, 126.583,  34.512, New tracking position
 8.73368, 126.834,  34.651, New tracking position
 8.75006, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.75008, 145.000,  77.000, New tracking position
 8.76672, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.76674, 145.000, -14.000, New tracking position
 8.78366, 127.594,  35.065, Back to the Sun
 8.78368, 127.594,  35.065, New tracking position
 8.80007, 127.844,  35.200, New tracking position
 8.81676, 128.099,  35.337, New tracking position
 8.83344, 128.356,  35.473, New tracking position
 8.85011, 128.613,  35.608, New tracking position
 8.86678, 128.871,  35.744, New tracking position
 8.88345, 129.130,  35.878, New tracking position
 8.90012, 129.389,  36.013, New tracking position
 8.91679, 129.650,  36.146, New tracking position
 8.93346, 129.911,  36.279, New tracking position
 8.95014, 130.173,  36.412, New tracking position
 8.96681, 130.436,  36.544, New tracking position
 8.98348, 130.700,  36.676, New tracking position
 8.98421, 129.300,  35.276, New scanning59 position
 8.98483, 130.000,  35.276, New scanning59 position
 8.98545, 130.700,  35.276, New scanning59 position
 8.98607, 131.400,  35.276, New scanning59 position
 8.98669, 132.100,  35.276, New scanning59 position
 8.98731, 132.100,  35.976, New scanning59 position
 8.98793, 131.400,  35.976, New scanning59 position
 8.98855, 130.700,  35.976, New scanning59 position
 8.98917, 130.000,  35.976, New scanning59 position
 8.98979, 129.300,  35.976, New scanning59 position
 8.99041, 129.300,  36.676, New scanning59 position
 8.99103, 130.000,  36.676, New scanning59 position
 8.99165, 130.700,  36.676, New scanning59 position
 8.99227, 131.400,  36.676, New scanning59 position
 8.99289, 132.100,  36.676, New scanning59 position
 8.99351, 132.100,  37.376, New scanning59 position
 8.99413, 131.400,  37.376, New scanning59 position
 8.99475, 130.700,  37.376, New scanning59 position
 8.99538, 130.000,  37.376, New scanning59 position
 8.99600, 129.300,  37.376, New scanning59 position
 8.99662, 129.300,  38.076, New scanning59 position
 8.99724, 130.000,  38.076, New scanning59 position
 8.99786, 130.700,  38.076, New scanning59 position
 8.99848, 131.400,  38.076, New scanning59 position
 8.99910, 132.100,  38.076, New scanning59 position
 8.99918, 130.700,  36.676, End of the scan59. Back to the Sun
 9.00014, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 9.00016, 145.000,  77.000, New tracking position
 9.01682, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 9.01684, 145.000, -14.000, New tracking position
 9.03348, 131.497,  37.068, Back to the Sun
 9.03350, 131.497,  37.068, New tracking position
 9.05017, 131.764,  37.197, New tracking position
 9.06684, 132.032,  37.326, New tracking position
 9.08351, 132.301,  37.455, New tracking position
 9.10018, 132.571,  37.583, New tracking position
 9.11685, 132.842,  37.710, New tracking position
 9.13352, 133.113,  37.837, New tracking position
 9.15018, 133.386,  37.963, New tracking position
 9.16686, 133.659,  38.089, New tracking position
 9.18352, 133.933,  38.214, New tracking position
 9.20020, 134.209,  38.339, New tracking position
 9.21687, 134.485,  38.463, New tracking position
 9.23355, 134.762,  38.586, New tracking position
 9.25019, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 9.25021, 145.000,  77.000, New tracking position
 9.26685, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 9.26688, 145.000, -14.000, New tracking position
 9.28354, 135.598,  38.953, Back to the Sun
 9.28355, 135.598,  38.953, New tracking position
 9.30022, 135.879,  39.074, New tracking position
 9.31689, 136.160,  39.194, New tracking position
 9.33355, 136.443,  39.314, New tracking position
 9.35023, 136.726,  39.433, New tracking position
 9.36690, 137.011,  39.552, New tracking position
 9.38357, 137.296,  39.670, New tracking position
 9.40024, 137.582,  39.787, New tracking position
 9.41691, 137.869,  39.904, New tracking position
 9.43358, 138.157,  40.020, New tracking position
 9.45026, 138.446,  40.135, New tracking position
 9.46693, 138.736,  40.250, New tracking position
 9.48360, 139.027,  40.364, New tracking position
 9.50025, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 9.50027, 145.000,  77.000, New tracking position
 9.51691, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 9.51693, 145.000, -14.000, New tracking position
 9.53358, 139.905,  40.702, Back to the Sun
 9.53360, 139.905,  40.702, New tracking position
 9.55027, 140.199,  40.813, New tracking position
 9.56694, 140.495,  40.924, New tracking position
 9.58362, 140.791,  41.034, New tracking position
 9.60030, 141.094,  41.145, New tracking position
 9.61697, 141.392,  41.253, New tracking position
 9.63364, 141.691,  41.361, New tracking position
 9.65031, 141.992,  41.469, New tracking position
 9.66698, 142.293,  41.575, New tracking position
 9.68365, 142.595,  41.681, New tracking position
 9.70032, 142.898,  41.786, New tracking position
 9.71698, 143.202,  41.890, New tracking position
 9.73365, 143.507,  41.994, New tracking position
