DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00028, 182.500,  44.500, Reference positions.

 0.00028, 173.282, -56.595, Rotor position possibly out of range
 0.00028,   9.218, -11.090, Sun position possibly out of range
 0.01667,   9.460, -12.000, Hot reference on ground (To)
 0.01667, 173.040, -57.504, Rotor position possibly out of range
 0.01667,   9.460, -12.000, Sun position possibly out of range
 0.03333,   9.706, -21.033, Back to the Sun
 0.03333, 172.794, -66.535, Rotor position possibly out of range
 0.03333,   9.706, -21.033, Sun position possibly out of range
 0.05000, 172.548, -66.504, Rotor position possibly out of range
 0.05000,   9.952, -21.004, Sun position possibly out of range
 0.06667, 172.302, -66.472, Rotor position possibly out of range
 0.06667,  10.198, -20.973, Sun position possibly out of range
 0.08333, 172.057, -66.440, Rotor position possibly out of range
 0.08333,  10.443, -20.942, Sun position possibly out of range
 0.10000, 171.811, -66.407, Rotor position possibly out of range
 0.10000,  10.689, -20.910, Sun position possibly out of range
 0.11667, 171.566, -66.373, Rotor position possibly out of range
 0.11667,  10.934, -20.878, Sun position possibly out of range
 0.13333, 171.321, -66.338, Rotor position possibly out of range
 0.13333,  11.179, -20.844, Sun position possibly out of range
 0.15000, 171.076, -66.303, Rotor position possibly out of range
 0.15000,  11.424, -20.810, Sun position possibly out of range
 0.16667, 170.831, -66.266, Rotor position possibly out of range
 0.16667,  11.669, -20.776, Sun position possibly out of range
 0.18333, 170.587, -66.230, Rotor position possibly out of range
 0.18333,  11.913, -20.740, Sun position possibly out of range
 0.20000, 170.343, -66.192, Rotor position possibly out of range
 0.20000,  12.157, -20.704, Sun position possibly out of range
 0.21667, 170.098, -66.154, Rotor position possibly out of range
 0.21667,  12.402, -20.667, Sun position possibly out of range
 0.23361, 169.854, -66.115, Rotor position possibly out of range
 0.23361,  12.646, -20.629, Sun position possibly out of range
 0.25000,  12.889, -10.591, Cold sky reference deviation in elevation
 0.25000, 169.611, -56.075, Rotor position possibly out of range
 0.25000,  12.889, -10.591, Sun position possibly out of range
 0.26667,  13.133, -12.000, Hot reference on ground (To)
 0.26667, 169.367, -57.482, Rotor position possibly out of range
 0.26667,  13.133, -12.000, Sun position possibly out of range
 0.28333,  13.376, -20.512, Back to the Sun
 0.28333, 169.124, -65.993, Rotor position possibly out of range
 0.28333,  13.376, -20.512, Sun position possibly out of range
 0.30000, 168.880, -65.951, Rotor position possibly out of range
 0.30000,  13.620, -20.472, Sun position possibly out of range
 0.31667, 168.637, -65.909, Rotor position possibly out of range
 0.31667,  13.863, -20.431, Sun position possibly out of range
 0.33333, 168.395, -65.865, Rotor position possibly out of range
 0.33333,  14.105, -20.389, Sun position possibly out of range
 0.35000, 168.152, -65.821, Rotor position possibly out of range
 0.35000,  14.348, -20.346, Sun position possibly out of range
 0.36667, 167.910, -65.777, Rotor position possibly out of range
 0.36667,  14.590, -20.303, Sun position possibly out of range
 0.38333, 167.667, -65.731, Rotor position possibly out of range
 0.38333,  14.833, -20.259, Sun position possibly out of range
 0.40000, 167.425, -65.685, Rotor position possibly out of range
 0.40000,  15.075, -20.214, Sun position possibly out of range
 0.41667, 167.184, -65.638, Rotor position possibly out of range
 0.41667,  15.316, -20.168, Sun position possibly out of range
 0.43361, 166.942, -65.591, Rotor position possibly out of range
 0.43361,  15.558, -20.122, Sun position possibly out of range
 0.45028, 166.697, -65.541, Rotor position possibly out of range
 0.45028,  15.803, -20.075, Sun position possibly out of range
