DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00028, 182.000,  58.800, Reference positions.

 0.00028, 156.742,-101.846, Rotor position possibly out of range
 0.00028,  25.258, -42.137, Sun position possibly out of range
 0.01694,  25.734, -12.000, Hot reference on ground (To)
 0.01694, 156.266, -71.706, Rotor position possibly out of range
 0.01694,  25.734, -12.000, Sun position possibly out of range
 0.03361,  26.207, -61.987, Back to the Sun
 0.03361, 155.793,-121.690, Rotor position possibly out of range
 0.03361,  26.207, -61.987, Sun position possibly out of range
 0.05028, 155.322,-121.610, Rotor position possibly out of range
 0.05028,  26.678, -61.910, Sun position possibly out of range
 0.06694, 154.852,-121.530, Rotor position possibly out of range
 0.06694,  27.148, -61.831, Sun position possibly out of range
 0.08361, 154.386,-121.447, Rotor position possibly out of range
 0.08361,  27.614, -61.752, Sun position possibly out of range
 0.10028, 153.921,-121.364, Rotor position possibly out of range
 0.10028,  28.079, -61.671, Sun position possibly out of range
 0.11694, 153.458,-121.279, Rotor position possibly out of range
 0.11694,  28.542, -61.589, Sun position possibly out of range
 0.13361, 152.998,-121.193, Rotor position possibly out of range
 0.13361,  29.002, -61.506, Sun position possibly out of range
 0.15028, 152.540,-121.106, Rotor position possibly out of range
 0.15028,  29.460, -61.422, Sun position possibly out of range
 0.16694, 152.084,-121.018, Rotor position possibly out of range
 0.16694,  29.916, -61.336, Sun position possibly out of range
 0.18361, 151.630,-120.929, Rotor position possibly out of range
 0.18361,  30.370, -61.249, Sun position possibly out of range
 0.20028, 151.178,-120.838, Rotor position possibly out of range
 0.20028,  30.822, -61.161, Sun position possibly out of range
 0.21694, 150.729,-120.746, Rotor position possibly out of range
 0.21694,  31.271, -61.072, Sun position possibly out of range
 0.23361, 150.282,-120.654, Rotor position possibly out of range
 0.23361,  31.718, -60.982, Sun position possibly out of range
 0.25028,  32.163, -40.891, Cold sky reference deviation in elevation
 0.25028, 149.837,-100.560, Rotor position possibly out of range
 0.25028,  32.163, -40.891, Sun position possibly out of range
 0.26667,  32.598, -12.000, Hot reference on ground (To)
 0.26667, 149.402, -71.667, Rotor position possibly out of range
 0.26667,  32.598, -12.000, Sun position possibly out of range
 0.28333,  33.038, -60.706, Back to the Sun
 0.28333, 148.962,-120.370, Rotor position possibly out of range
 0.28333,  33.038, -60.706, Sun position possibly out of range
 0.30000, 148.524,-120.273, Rotor position possibly out of range
 0.30000,  33.476, -60.611, Sun position possibly out of range
 0.31667, 148.088,-120.174, Rotor position possibly out of range
 0.31667,  33.912, -60.515, Sun position possibly out of range
 0.33333, 147.655,-120.075, Rotor position possibly out of range
 0.33333,  34.345, -60.418, Sun position possibly out of range
 0.35000, 147.224,-119.974, Rotor position possibly out of range
 0.35000,  34.776, -60.320, Sun position possibly out of range
 0.36667, 146.795,-119.872, Rotor position possibly out of range
 0.36667,  35.205, -60.221, Sun position possibly out of range
 0.38333, 146.369,-119.770, Rotor position possibly out of range
 0.38333,  35.631, -60.121, Sun position possibly out of range
 0.40000, 145.945,-119.666, Rotor position possibly out of range
 0.40000,  36.055, -60.020, Sun position possibly out of range
 0.41667, 145.523,-119.561, Rotor position possibly out of range
 0.41667,  36.477, -59.917, Sun position possibly out of range
 0.43333, 145.103,-119.456, Rotor position possibly out of range
 0.43333,  36.897, -59.814, Sun position possibly out of range
 0.45000, 144.686,-119.349, Rotor position possibly out of range
 0.45000,  37.314, -59.710, Sun position possibly out of range
 0.46667, 144.271,-119.241, Rotor position possibly out of range
 0.46667,  37.729, -59.605, Sun position possibly out of range
 0.48333, 143.858,-119.133, Rotor position possibly out of range
 0.48333,  38.142, -59.498, Sun position possibly out of range
 0.50000,  38.552, -39.391, Cold sky reference deviation in elevation
 0.50000, 143.448, -99.023, Rotor position possibly out of range
 0.50000,  38.552, -39.391, Sun position possibly out of range
 0.51667,  38.960, -12.000, Hot reference on ground (To)
 0.51667, 143.040, -71.630, Rotor position possibly out of range
 0.51667,  38.960, -12.000, Sun position possibly out of range
 0.53333,  39.366, -59.174, Back to the Sun
 0.53333, 142.634,-118.801, Rotor position possibly out of range
 0.53333,  39.366, -59.174, Sun position possibly out of range
 0.55000, 142.230,-118.688, Rotor position possibly out of range
 0.55000,  39.770, -59.063, Sun position possibly out of range
 0.56667, 141.829,-118.575, Rotor position possibly out of range
 0.56667,  40.171, -58.952, Sun position possibly out of range
 0.58333, 141.430,-118.461, Rotor position possibly out of range
 0.58333,  40.570, -58.840, Sun position possibly out of range
 0.60000, 141.033,-118.346, Rotor position possibly out of range
 0.60000,  40.967, -58.728, Sun position possibly out of range
 0.61667, 140.639,-118.229, Rotor position possibly out of range
 0.61667,  41.361, -58.614, Sun position possibly out of range
 0.63333, 140.247,-118.112, Rotor position possibly out of range
 0.63333,  41.753, -58.499, Sun position possibly out of range
 0.65000, 139.857,-117.995, Rotor position possibly out of range
 0.65000,  42.143, -58.383, Sun position possibly out of range
 0.66667, 139.469,-117.876, Rotor position possibly out of range
 0.66667,  42.531, -58.267, Sun position possibly out of range
 0.68333, 139.083,-117.756, Rotor position possibly out of range
 0.68333,  42.917, -58.150, Sun position possibly out of range
 0.70000, 138.700,-117.636, Rotor position possibly out of range
 0.70000,  43.300, -58.032, Sun position possibly out of range
 0.71667, 138.319,-117.515, Rotor position possibly out of range
 0.71667,  43.681, -57.913, Sun position possibly out of range
 0.73333, 137.940,-117.393, Rotor position possibly out of range
 0.73333,  44.060, -57.793, Sun position possibly out of range
 0.75000,  44.437, -37.672, Cold sky reference deviation in elevation
 0.75000, 137.563, -97.270, Rotor position possibly out of range
 0.75000,  44.437, -37.672, Sun position possibly out of range
 0.76667,  44.812, -12.000, Hot reference on ground (To)
 0.76667, 137.188, -71.596, Rotor position possibly out of range
 0.76667,  44.812, -12.000, Sun position possibly out of range
 0.78333,  45.184, -57.428, Back to the Sun
 0.78333, 136.816,-117.022, Rotor position possibly out of range
 0.78333,  45.184, -57.428, Sun position possibly out of range
 0.80000, 136.445,-116.897, Rotor position possibly out of range
 0.80000,  45.555, -57.305, Sun position possibly out of range
 0.81667, 136.077,-116.771, Rotor position possibly out of range
 0.81667,  45.923, -57.182, Sun position possibly out of range
 0.83333, 135.711,-116.644, Rotor position possibly out of range
 0.83333,  46.289, -57.057, Sun position possibly out of range
 0.85000, 135.347,-116.517, Rotor position possibly out of range
 0.85000,  46.653, -56.932, Sun position possibly out of range
 0.86667, 134.985,-116.388, Rotor position possibly out of range
 0.86667,  47.015, -56.805, Sun position possibly out of range
 0.88333, 134.625,-116.259, Rotor position possibly out of range
 0.88333,  47.375, -56.679, Sun position possibly out of range
 0.90000, 134.267,-116.130, Rotor position possibly out of range
 0.90000,  47.733, -56.551, Sun position possibly out of range
 0.91667, 133.912,-115.999, Rotor position possibly out of range
 0.91667,  48.088, -56.423, Sun position possibly out of range
 0.93333, 133.558,-115.868, Rotor position possibly out of range
 0.93333,  48.442, -56.294, Sun position possibly out of range
 0.95000, 133.207,-115.736, Rotor position possibly out of range
 0.95000,  48.793, -56.164, Sun position possibly out of range
 0.96667, 132.857,-115.604, Rotor position possibly out of range
 0.96667,  49.143, -56.033, Sun position possibly out of range
 0.98333, 132.509,-115.471, Rotor position possibly out of range
 0.98333,  49.491, -55.902, Sun position possibly out of range
 1.00000,  49.836, -35.770, Cold sky reference deviation in elevation
 1.00000, 132.164, -95.337, Rotor position possibly out of range
 1.00000,  49.836, -35.770, Sun position possibly out of range
 1.01667,  50.180, -12.000, Hot reference on ground (To)
 1.01667, 131.820, -71.565, Rotor position possibly out of range
 1.01667,  50.180, -12.000, Sun position possibly out of range
 1.03333,  50.521, -55.505, Back to the Sun
 1.03333, 131.479,-115.067, Rotor position possibly out of range
 1.03333,  50.521, -55.505, Sun position possibly out of range
 1.05000, 131.139,-114.932, Rotor position possibly out of range
 1.05000,  50.861, -55.371, Sun position possibly out of range
 1.06667, 130.801,-114.795, Rotor position possibly out of range
 1.06667,  51.199, -55.237, Sun position possibly out of range
 1.08333, 130.466,-114.658, Rotor position possibly out of range
 1.08333,  51.534, -55.101, Sun position possibly out of range
 1.10028, 130.132,-114.521, Rotor position possibly out of range
 1.10028,  51.868, -54.966, Sun position possibly out of range
 1.11694, 129.800,-114.382, Rotor position possibly out of range
 1.11694,  52.200, -54.829, Sun position possibly out of range
 1.13361, 129.470,-114.243, Rotor position possibly out of range
 1.13361,  52.530, -54.692, Sun position possibly out of range
