DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.000,  59.600, Reference positions.

 0.00000, 145.000,  50.000, New tracking position
 0.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.01667, 145.000, -10.000, New tracking position
 0.03333,  11.382, -60.227, Back to the Sun
 0.03333, 169.618,-118.945, Rotor position possibly out of range
 0.03333,  11.382, -60.227, Sun position possibly out of range
 0.05000, 169.141,-118.912, Rotor position possibly out of range
 0.05000,  11.859, -60.192, Sun position possibly out of range
 0.06667, 168.666,-118.878, Rotor position possibly out of range
 0.06667,  12.334, -60.155, Sun position possibly out of range
 0.08333, 168.191,-118.843, Rotor position possibly out of range
 0.08333,  12.809, -60.117, Sun position possibly out of range
 0.10000, 167.718,-118.806, Rotor position possibly out of range
 0.10000,  13.282, -60.078, Sun position possibly out of range
 0.11667, 167.245,-118.768, Rotor position possibly out of range
 0.11667,  13.755, -60.037, Sun position possibly out of range
 0.13333, 166.774,-118.728, Rotor position possibly out of range
 0.13333,  14.226, -59.995, Sun position possibly out of range
 0.15000, 166.304,-118.687, Rotor position possibly out of range
 0.15000,  14.696, -59.952, Sun position possibly out of range
 0.16667, 165.835,-118.645, Rotor position possibly out of range
 0.16667,  15.165, -59.907, Sun position possibly out of range
 0.18333, 165.367,-118.601, Rotor position possibly out of range
 0.18333,  15.633, -59.861, Sun position possibly out of range
 0.20000, 164.900,-118.556, Rotor position possibly out of range
 0.20000,  16.100, -59.813, Sun position possibly out of range
 0.21667, 164.434,-118.509, Rotor position possibly out of range
 0.21667,  16.566, -59.764, Sun position possibly out of range
 0.23333, 163.970,-118.462, Rotor position possibly out of range
 0.23333,  17.030, -59.714, Sun position possibly out of range
 0.25000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 0.25000, 145.000,  50.000, New tracking position
 0.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.26667, 145.000, -10.000, New tracking position
 0.28333,  18.415, -59.556, Back to the Sun
 0.28333, 162.585,-118.310, Rotor position possibly out of range
 0.28333,  18.415, -59.556, Sun position possibly out of range
 0.30000, 162.126,-118.257, Rotor position possibly out of range
 0.30000,  18.874, -59.500, Sun position possibly out of range
 0.31667, 161.668,-118.202, Rotor position possibly out of range
 0.31667,  19.332, -59.443, Sun position possibly out of range
 0.33333, 161.212,-118.147, Rotor position possibly out of range
 0.33333,  19.788, -59.385, Sun position possibly out of range
 0.35000, 160.757,-118.090, Rotor position possibly out of range
 0.35000,  20.243, -59.326, Sun position possibly out of range
 0.36694, 160.304,-118.031, Rotor position possibly out of range
 0.36694,  20.696, -59.265, Sun position possibly out of range
 0.38361, 159.852,-117.972, Rotor position possibly out of range
 0.38361,  21.148, -59.203, Sun position possibly out of range
 0.40028, 159.402,-117.911, Rotor position possibly out of range
 0.40028,  21.598, -59.140, Sun position possibly out of range
 0.41694, 158.953,-117.848, Rotor position possibly out of range
 0.41694,  22.047, -59.075, Sun position possibly out of range
 0.43361, 158.498,-117.784, Rotor position possibly out of range
 0.43361,  22.502, -59.008, Sun position possibly out of range
