DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 7.00000, 181.000,  59.600, Reference positions.

 7.00000, 145.000,  50.000, New tracking position
 7.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 7.01667, 145.000, -10.000, New tracking position
 7.03333, 110.674,   8.995, Back to the Sun
 7.03361, 110.674,   8.995, New tracking position
 7.05000, 110.864,   9.155, New tracking position
 7.06667, 111.054,   9.316, New tracking position
 7.08333, 111.244,   9.476, New tracking position
 7.10028, 111.435,   9.636, New tracking position
 7.11694, 111.626,   9.796, New tracking position
 7.13361, 111.820,   9.958, New tracking position
 7.15028, 112.012,  10.118, New tracking position
 7.16694, 112.204,  10.277, New tracking position
 7.18361, 112.396,  10.437, New tracking position
 7.20028, 112.588,  10.596, New tracking position
 7.21694, 112.781,  10.754, New tracking position
 7.23361, 112.974,  10.913, New tracking position
 7.25028, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 7.25028, 145.000,  50.000, New tracking position
 7.26694, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 7.26694, 145.000, -10.000, New tracking position
 7.28361, 113.555,  11.388, Back to the Sun
 7.28361, 113.555,  11.388, New tracking position
 7.30028, 113.749,  11.545, New tracking position
 7.31694, 113.943,  11.703, New tracking position
 7.33361, 114.138,  11.860, New tracking position
 7.35028, 114.333,  12.018, New tracking position
 7.36667, 114.526,  12.172, New tracking position
 7.38333, 114.721,  12.329, New tracking position
 7.40000, 114.918,  12.485, New tracking position
 7.41667, 115.114,  12.642, New tracking position
 7.43333, 115.311,  12.798, New tracking position
 7.45000, 115.508,  12.953, New tracking position
 7.46667, 115.705,  13.109, New tracking position
 7.48333, 115.903,  13.264, New tracking position
 7.50000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 7.50000, 145.000,  50.000, New tracking position
 7.51667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 7.51667, 145.000, -10.000, New tracking position
 7.53333, 116.498,  13.729, Back to the Sun
 7.53333, 116.498,  13.729, New tracking position
 7.55000, 116.698,  13.883, New tracking position
 7.56667, 116.897,  14.037, New tracking position
 7.58333, 117.097,  14.191, New tracking position
 7.60000, 117.297,  14.345, New tracking position
 7.61667, 117.498,  14.498, New tracking position
 7.63333, 117.699,  14.651, New tracking position
 7.65000, 117.900,  14.804, New tracking position
 7.66667, 118.102,  14.957, New tracking position
 7.68333, 118.304,  15.109, New tracking position
 7.70000, 118.507,  15.261, New tracking position
 7.71667, 118.709,  15.413, New tracking position
 7.73333, 118.913,  15.564, New tracking position
 7.75000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 7.75000, 145.000,  50.000, New tracking position
 7.76667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 7.76667, 145.000, -10.000, New tracking position
 7.78333, 119.525,  16.017, Back to the Sun
 7.78333, 119.525,  16.017, New tracking position
 7.80000, 119.730,  16.167, New tracking position
 7.81667, 119.935,  16.317, New tracking position
 7.83333, 120.141,  16.466, New tracking position
 7.85000, 120.347,  16.616, New tracking position
 7.86667, 120.553,  16.765, New tracking position
 7.88333, 120.760,  16.913, New tracking position
 7.90028, 120.967,  17.062, New tracking position
 7.91694, 121.175,  17.210, New tracking position
 7.93361, 121.383,  17.357, New tracking position
 7.95028, 121.591,  17.505, New tracking position
 7.96694, 121.800,  17.652, New tracking position
 7.98361, 122.010,  17.799, New tracking position
