DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00016, 145.000,  77.000, New tracking position
 7.01681, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01683, 145.000, -14.000, New tracking position
 7.03347,  97.151,  28.389, Back to the Sun
 7.03349,  85.249, -32.102, Rotor position possibly out of range
 7.03349,  97.151,  28.389, Sun position possibly out of range
 7.05017,  85.057, -31.931, Rotor position possibly out of range
 7.05017,  97.343,  28.561, Sun position possibly out of range
 7.06683,  84.864, -31.759, Rotor position possibly out of range
 7.06683,  97.536,  28.732, Sun position possibly out of range
 7.08350,  84.671, -31.588, Rotor position possibly out of range
 7.08350,  97.729,  28.904, Sun position possibly out of range
 7.10016,  84.478, -31.416, Rotor position possibly out of range
 7.10016,  97.922,  29.075, Sun position possibly out of range
 7.11684,  84.284, -31.245, Rotor position possibly out of range
 7.11684,  98.116,  29.247, Sun position possibly out of range
 7.13352,  84.090, -31.074, Rotor position possibly out of range
 7.13352,  98.310,  29.418, Sun position possibly out of range
 7.15020,  83.896, -30.902, Rotor position possibly out of range
 7.15020,  98.504,  29.589, Sun position possibly out of range
 7.16686,  83.701, -30.731, Rotor position possibly out of range
 7.16686,  98.699,  29.760, Sun position possibly out of range
 7.18353,  83.506, -30.560, Rotor position possibly out of range
 7.18353,  98.894,  29.932, Sun position possibly out of range
 7.20019,  83.310, -30.389, Rotor position possibly out of range
 7.20019,  99.090,  30.102, Sun position possibly out of range
 7.21687,  83.113, -30.218, Rotor position possibly out of range
 7.21687,  99.287,  30.273, Sun position possibly out of range
 7.23354,  82.917, -30.048, Rotor position possibly out of range
 7.23354,  99.483,  30.444, Sun position possibly out of range
 7.25018, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25021, 145.000,  77.000, New tracking position
 7.26685, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26687, 145.000, -14.000, New tracking position
 7.28351, 100.076,  30.956, Back to the Sun
 7.28354,  82.324, -29.536, Rotor position possibly out of range
 7.28354, 100.076,  30.956, Sun position possibly out of range
 7.30022,  82.125, -29.365, Rotor position possibly out of range
 7.30022, 100.275,  31.126, Sun position possibly out of range
 7.31689,  81.926, -29.195, Rotor position possibly out of range
 7.31689, 100.474,  31.297, Sun position possibly out of range
 7.33356,  81.727, -29.025, Rotor position possibly out of range
 7.33356, 100.673,  31.467, Sun position possibly out of range
 7.35023,  81.527, -28.855, Rotor position possibly out of range
 7.35023, 100.873,  31.637, Sun position possibly out of range
 7.36690,  81.326, -28.685, Rotor position possibly out of range
 7.36690, 101.074,  31.807, Sun position possibly out of range
 7.38357,  81.125, -28.515, Rotor position possibly out of range
 7.38357, 101.275,  31.977, Sun position possibly out of range
 7.40024,  80.923, -28.346, Rotor position possibly out of range
 7.40024, 101.477,  32.146, Sun position possibly out of range
 7.41691,  80.721, -28.176, Rotor position possibly out of range
 7.41691, 101.679,  32.316, Sun position possibly out of range
 7.43359,  80.519, -28.007, Rotor position possibly out of range
 7.43359, 101.881,  32.485, Sun position possibly out of range
 7.45028,  80.316, -27.837, Rotor position possibly out of range
 7.45028, 102.084,  32.655, Sun position possibly out of range
 7.46695,  80.112, -27.668, Rotor position possibly out of range
 7.46695, 102.288,  32.824, Sun position possibly out of range
 7.48363,  79.908, -27.499, Rotor position possibly out of range
 7.48363, 102.492,  32.993, Sun position possibly out of range
 7.50027, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50029, 145.000,  77.000, New tracking position
 7.51694, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51696, 145.000, -14.000, New tracking position
 7.53361, 103.108,  33.500, Back to the Sun
 7.53363,  79.292, -26.992, Rotor position possibly out of range
 7.53363, 103.108,  33.500, Sun position possibly out of range
 7.55030,  79.085, -26.824, Rotor position possibly out of range
 7.55030, 103.315,  33.668, Sun position possibly out of range
 7.56696,  78.878, -26.656, Rotor position possibly out of range
