DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00026, 145.000,  77.000, New tracking position
 7.01690, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01692, 145.000, -14.000, New tracking position
 7.03357, 103.358,  20.428, Back to the Sun
 7.03360,  79.042, -40.065, Rotor position possibly out of range
 7.03360, 103.358,  20.428, Sun position possibly out of range
 7.05027,  78.847, -39.896, Rotor position possibly out of range
 7.05027, 103.553,  20.596, Sun position possibly out of range
 7.06693,  78.651, -39.728, Rotor position possibly out of range
 7.06693, 103.749,  20.764, Sun position possibly out of range
 7.08361,  78.455, -39.560, Rotor position possibly out of range
 7.08361, 103.945,  20.932, Sun position possibly out of range
 7.10028,  78.259, -39.393, Rotor position possibly out of range
 7.10028, 104.141,  21.100, Sun position possibly out of range
 7.11694,  78.062, -39.225, Rotor position possibly out of range
 7.11694, 104.338,  21.267, Sun position possibly out of range
 7.13362,  77.865, -39.057, Rotor position possibly out of range
 7.13363, 104.535,  21.435, Sun position possibly out of range
 7.15028,  77.668, -38.890, Rotor position possibly out of range
 7.15028, 104.732,  21.602, Sun position possibly out of range
 7.16695,  77.470, -38.723, Rotor position possibly out of range
 7.16695, 104.930,  21.770, Sun position possibly out of range
 7.18363,  77.272, -38.556, Rotor position possibly out of range
 7.18363, 105.128,  21.937, Sun position possibly out of range
 7.20029,  77.073, -38.389, Rotor position possibly out of range
 7.20029, 105.327,  22.104, Sun position possibly out of range
 7.21695, 105.526,  22.270, New tracking position
 7.23362, 105.725,  22.437, New tracking position
 7.25028, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25029, 145.000,  77.000, New tracking position
 7.26694, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26696, 145.000, -14.000, New tracking position
 7.28361, 106.326,  22.936, Back to the Sun
 7.28363, 106.326,  22.936, New tracking position
 7.30029, 106.527,  23.102, New tracking position
 7.31696, 106.731,  23.271, New tracking position
 7.33364, 106.933,  23.436, New tracking position
 7.35032, 107.135,  23.602, New tracking position
 7.36699, 107.338,  23.767, New tracking position
 7.38365, 107.541,  23.932, New tracking position
 7.40032, 107.745,  24.097, New tracking position
 7.41699, 107.949,  24.262, New tracking position
 7.43364, 108.153,  24.426, New tracking position
 7.45031, 108.358,  24.591, New tracking position
 7.46698, 108.563,  24.755, New tracking position
 7.48364, 108.769,  24.919, New tracking position
 7.50029, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50031, 145.000,  77.000, New tracking position
 7.51697, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51699, 145.000, -14.000, New tracking position
 7.53364, 109.389,  25.410, Back to the Sun
 7.53366, 109.389,  25.410, New tracking position
 7.55033, 109.597,  25.573, New tracking position
 7.56699, 109.805,  25.736, New tracking position
 7.58366, 110.014,  25.899, New tracking position
 7.60034, 110.223,  26.061, New tracking position
 7.61701, 110.433,  26.224, New tracking position
 7.63368, 110.643,  26.386, New tracking position
 7.65008, 110.850,  26.545, New tracking position
 7.66674, 111.062,  26.707, New tracking position
 7.68341, 111.273,  26.868, New tracking position
 7.70008, 111.485,  27.029, New tracking position
 7.71675, 111.698,  27.190, New tracking position
 7.73342, 111.912,  27.351, New tracking position
 7.75008, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75009, 145.000,  77.000, New tracking position
 7.76675, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76677, 145.000, -14.000, New tracking position
 7.78342, 112.555,  27.832, Back to the Sun
 7.78344, 112.555,  27.832, New tracking position
 7.80011, 112.770,  27.992, New tracking position
 7.81678, 112.986,  28.151, New tracking position
 7.83344, 113.203,  28.311, New tracking position
 7.85011, 113.420,  28.470, New tracking position
 7.86678, 113.638,  28.629, New tracking position
 7.88345, 113.856,  28.787, New tracking position
 7.90011, 114.075,  28.945, New tracking position
 7.91678, 114.295,  29.103, New tracking position
 7.93345, 114.515,  29.261, New tracking position
