DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.000,  59.600, Reference positions.

 0.00000, 145.000,  50.000, New tracking position
 0.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.01667, 145.000, -10.000, New tracking position
 0.03333,  12.755, -62.302, Back to the Sun
 0.03333, 168.245,-121.027, Rotor position possibly out of range
 0.03333,  12.755, -62.302, Sun position possibly out of range
 0.05000, 167.744,-120.990, Rotor position possibly out of range
 0.05000,  13.256, -62.263, Sun position possibly out of range
 0.06667, 167.244,-120.952, Rotor position possibly out of range
 0.06667,  13.756, -62.222, Sun position possibly out of range
 0.08333, 166.745,-120.913, Rotor position possibly out of range
 0.08333,  14.255, -62.180, Sun position possibly out of range
 0.10000, 166.248,-120.872, Rotor position possibly out of range
 0.10000,  14.752, -62.137, Sun position possibly out of range
 0.11667, 165.751,-120.830, Rotor position possibly out of range
 0.11667,  15.249, -62.092, Sun position possibly out of range
 0.13333, 165.257,-120.786, Rotor position possibly out of range
 0.13333,  15.743, -62.045, Sun position possibly out of range
 0.15000, 164.763,-120.741, Rotor position possibly out of range
 0.15000,  16.237, -61.997, Sun position possibly out of range
 0.16667, 164.271,-120.694, Rotor position possibly out of range
 0.16667,  16.729, -61.948, Sun position possibly out of range
 0.18333, 163.780,-120.646, Rotor position possibly out of range
 0.18333,  17.220, -61.897, Sun position possibly out of range
 0.20000, 163.291,-120.596, Rotor position possibly out of range
 0.20000,  17.709, -61.845, Sun position possibly out of range
 0.21667, 162.804,-120.545, Rotor position possibly out of range
 0.21667,  18.196, -61.792, Sun position possibly out of range
 0.23333, 162.318,-120.493, Rotor position possibly out of range
 0.23333,  18.682, -61.737, Sun position possibly out of range
 0.25000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 0.25000, 145.000,  50.000, New tracking position
 0.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.26667, 145.000, -10.000, New tracking position
 0.28333,  20.131, -61.564, Back to the Sun
 0.28333, 160.869,-120.327, Rotor position possibly out of range
 0.28333,  20.131, -61.564, Sun position possibly out of range
 0.30000, 160.390,-120.269, Rotor position possibly out of range
 0.30000,  20.610, -61.503, Sun position possibly out of range
 0.31694, 159.912,-120.210, Rotor position possibly out of range
 0.31694,  21.088, -61.442, Sun position possibly out of range
 0.33361, 159.436,-120.149, Rotor position possibly out of range
 0.33361,  21.564, -61.378, Sun position possibly out of range
 0.35028, 158.962,-120.087, Rotor position possibly out of range
 0.35028,  22.038, -61.314, Sun position possibly out of range
 0.36694, 158.489,-120.024, Rotor position possibly out of range
 0.36694,  22.511, -61.248, Sun position possibly out of range
 0.38361, 158.018,-119.959, Rotor position possibly out of range
 0.38361,  22.982, -61.181, Sun position possibly out of range
 0.40028, 157.549,-119.894, Rotor position possibly out of range
 0.40028,  23.451, -61.113, Sun position possibly out of range
 0.41694, 157.082,-119.826, Rotor position possibly out of range
 0.41694,  23.918, -61.043, Sun position possibly out of range
 0.43361, 156.617,-119.758, Rotor position possibly out of range
 0.43361,  24.383, -60.972, Sun position possibly out of range
