DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 180.500,  61.000, Reference positions.

 0.00000, 158.154,-107.217, Rotor position possibly out of range
 0.00000,  22.346, -45.300, Sun position possibly out of range
 0.01667,  22.757, -12.000, Hot reference on ground (To)
 0.01667, 157.743, -73.915, Rotor position possibly out of range
 0.01667,  22.757, -12.000, Sun position possibly out of range
 0.03333,  23.166, -55.167, Back to the Sun
 0.03333, 157.334,-117.079, Rotor position possibly out of range
 0.03333,  23.166, -55.167, Sun position possibly out of range
 0.05000, 156.925,-117.008, Rotor position possibly out of range
 0.05000,  23.575, -55.098, Sun position possibly out of range
 0.06667, 156.518,-116.936, Rotor position possibly out of range
 0.06667,  23.982, -55.029, Sun position possibly out of range
 0.08333, 156.112,-116.863, Rotor position possibly out of range
 0.08333,  24.388, -54.958, Sun position possibly out of range
 0.10000, 155.707,-116.789, Rotor position possibly out of range
 0.10000,  24.793, -54.886, Sun position possibly out of range
 0.11667, 155.304,-116.714, Rotor position possibly out of range
 0.11667,  25.196, -54.813, Sun position possibly out of range
 0.13333, 154.902,-116.638, Rotor position possibly out of range
 0.13333,  25.598, -54.739, Sun position possibly out of range
 0.15000, 154.501,-116.560, Rotor position possibly out of range
 0.15000,  25.999, -54.664, Sun position possibly out of range
 0.16667, 154.102,-116.482, Rotor position possibly out of range
 0.16667,  26.398, -54.588, Sun position possibly out of range
 0.18333, 153.704,-116.402, Rotor position possibly out of range
 0.18333,  26.796, -54.511, Sun position possibly out of range
 0.20000, 153.307,-116.321, Rotor position possibly out of range
 0.20000,  27.193, -54.432, Sun position possibly out of range
 0.21667, 152.912,-116.240, Rotor position possibly out of range
 0.21667,  27.588, -54.353, Sun position possibly out of range
 0.23333, 152.518,-116.157, Rotor position possibly out of range
 0.23333,  27.982, -54.272, Sun position possibly out of range
 0.25000,  28.374, -44.191, Cold sky reference deviation in elevation
 0.25000, 152.126,-106.073, Rotor position possibly out of range
 0.25000,  28.374, -44.191, Sun position possibly out of range
