DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.600,  59.600, Reference positions.

 0.00000, 157.020,-105.079, Rotor position possibly out of range
 0.00000,  24.580, -44.568, Sun position possibly out of range
 0.01667,  25.090, -12.000, Hot reference on ground (To)
 0.01667, 156.510, -72.508, Rotor position possibly out of range
 0.01667,  25.090, -12.000, Sun position possibly out of range
 0.03361,  25.606, -64.420, Back to the Sun
 0.03361, 155.994,-124.925, Rotor position possibly out of range
 0.03361,  25.606, -64.420, Sun position possibly out of range
 0.05000, 155.497,-124.848, Rotor position possibly out of range
 0.05000,  26.103, -64.346, Sun position possibly out of range
 0.06667, 154.994,-124.768, Rotor position possibly out of range
 0.06667,  26.606, -64.269, Sun position possibly out of range
 0.08333, 154.494,-124.687, Rotor position possibly out of range
 0.08333,  27.106, -64.191, Sun position possibly out of range
 0.10000, 153.996,-124.605, Rotor position possibly out of range
 0.10000,  27.604, -64.112, Sun position possibly out of range
 0.11694, 153.501,-124.521, Rotor position possibly out of range
 0.11694,  28.099, -64.031, Sun position possibly out of range
 0.13361, 153.001,-124.435, Rotor position possibly out of range
 0.13361,  28.599, -63.947, Sun position possibly out of range
 0.15000, 152.519,-124.350, Rotor position possibly out of range
 0.15000,  29.081, -63.865, Sun position possibly out of range
 0.16667, 152.031,-124.263, Rotor position possibly out of range
 0.16667,  29.569, -63.781, Sun position possibly out of range
 0.18333, 151.547,-124.174, Rotor position possibly out of range
 0.18333,  30.053, -63.695, Sun position possibly out of range
 0.20000, 151.065,-124.084, Rotor position possibly out of range
 0.20000,  30.535, -63.608, Sun position possibly out of range
 0.21667, 150.585,-123.993, Rotor position possibly out of range
 0.21667,  31.015, -63.519, Sun position possibly out of range
 0.23361, 150.108,-123.900, Rotor position possibly out of range
 0.23361,  31.492, -63.429, Sun position possibly out of range
 0.25000,  31.966, -43.339, Cold sky reference deviation in elevation
 0.25000, 149.634,-103.806, Rotor position possibly out of range
 0.25000,  31.966, -43.339, Sun position possibly out of range
 0.26667,  32.437, -12.000, Hot reference on ground (To)
 0.26667, 149.163, -72.465, Rotor position possibly out of range
 0.26667,  32.437, -12.000, Sun position possibly out of range
 0.28333,  32.906, -63.153, Back to the Sun
 0.28333, 148.694,-123.615, Rotor position possibly out of range
 0.28333,  32.906, -63.153, Sun position possibly out of range
 0.30000, 148.228,-123.518, Rotor position possibly out of range
 0.30000,  33.372, -63.058, Sun position possibly out of range
 0.31667, 147.765,-123.420, Rotor position possibly out of range
 0.31667,  33.835, -62.963, Sun position possibly out of range
 0.33361, 147.296,-123.319, Rotor position possibly out of range
 0.33361,  34.304, -62.864, Sun position possibly out of range
 0.35000, 146.846,-123.220, Rotor position possibly out of range
 0.35000,  34.754, -62.768, Sun position possibly out of range
 0.36667, 146.390,-123.118, Rotor position possibly out of range
 0.36667,  35.210, -62.669, Sun position possibly out of range
 0.38333, 145.938,-123.015, Rotor position possibly out of range
 0.38333,  35.662, -62.568, Sun position possibly out of range
 0.40028, 145.488,-122.911, Rotor position possibly out of range
 0.40028,  36.112, -62.467, Sun position possibly out of range
 0.41694, 145.033,-122.804, Rotor position possibly out of range
 0.41694,  36.567, -62.363, Sun position possibly out of range
 0.43333, 144.596,-122.700, Rotor position possibly out of range
 0.43333,  37.004, -62.261, Sun position possibly out of range
 0.45000, 144.154,-122.593, Rotor position possibly out of range
 0.45000,  37.446, -62.156, Sun position possibly out of range
 0.46667, 143.715,-122.484, Rotor position possibly out of range
 0.46667,  37.885, -62.051, Sun position possibly out of range
 0.48361, 143.279,-122.375, Rotor position possibly out of range
 0.48361,  38.321, -61.944, Sun position possibly out of range
 0.50000,  38.755, -41.836, Cold sky reference deviation in elevation
 0.50000, 142.845,-102.265, Rotor position possibly out of range
 0.50000,  38.755, -41.836, Sun position possibly out of range
 0.51667,  39.186, -12.000, Hot reference on ground (To)
 0.51667, 142.414, -72.426, Rotor position possibly out of range
 0.51667,  39.186, -12.000, Sun position possibly out of range
 0.53333,  39.615, -61.618, Back to the Sun
 0.53333, 141.985,-122.041, Rotor position possibly out of range
 0.53333,  39.615, -61.618, Sun position possibly out of range
 0.55000, 141.559,-121.928, Rotor position possibly out of range
 0.55000,  40.041, -61.507, Sun position possibly out of range
 0.56667, 141.136,-121.814, Rotor position possibly out of range
 0.56667,  40.464, -61.395, Sun position possibly out of range
 0.58361, 140.709,-121.697, Rotor position possibly out of range
 0.58361,  40.891, -61.281, Sun position possibly out of range
 0.60000, 140.298,-121.583, Rotor position possibly out of range
 0.60000,  41.302, -61.169, Sun position possibly out of range
 0.61667, 139.883,-121.466, Rotor position possibly out of range
 0.61667,  41.717, -61.054, Sun position possibly out of range
 0.63333, 139.470,-121.348, Rotor position possibly out of range
 0.63333,  42.130, -60.939, Sun position possibly out of range
 0.65000, 139.060,-121.229, Rotor position possibly out of range
 0.65000,  42.540, -60.822, Sun position possibly out of range
 0.66667, 138.652,-121.109, Rotor position possibly out of range
 0.66667,  42.948, -60.705, Sun position possibly out of range
 0.68361, 138.241,-120.986, Rotor position possibly out of range
 0.68361,  43.359, -60.585, Sun position possibly out of range
 0.70000, 137.845,-120.867, Rotor position possibly out of range
 0.70000,  43.755, -60.467, Sun position possibly out of range
 0.71667, 137.445,-120.744, Rotor position possibly out of range
 0.71667,  44.155, -60.347, Sun position possibly out of range
 0.73333, 137.048,-120.621, Rotor position possibly out of range
 0.73333,  44.552, -60.226, Sun position possibly out of range
 0.75000,  44.947, -40.105, Cold sky reference deviation in elevation
 0.75000, 136.653,-100.497, Rotor position possibly out of range
 0.75000,  44.947, -40.105, Sun position possibly out of range
 0.76667,  45.339, -12.000, Hot reference on ground (To)
 0.76667, 136.261, -72.390, Rotor position possibly out of range
 0.76667,  45.339, -12.000, Sun position possibly out of range
 0.78361,  45.735, -59.857, Back to the Sun
 0.78361, 135.865,-120.245, Rotor position possibly out of range
 0.78361,  45.735, -59.857, Sun position possibly out of range
 0.80000, 135.484,-120.120, Rotor position possibly out of range
 0.80000,  46.116, -59.734, Sun position possibly out of range
 0.81667, 135.100,-119.993, Rotor position possibly out of range
 0.81667,  46.500, -59.609, Sun position possibly out of range
 0.83333, 134.717,-119.865, Rotor position possibly out of range
 0.83333,  46.883, -59.483, Sun position possibly out of range
 0.85028, 134.337,-119.736, Rotor position possibly out of range
 0.85028,  47.263, -59.357, Sun position possibly out of range
 0.86667, 133.960,-119.606, Rotor position possibly out of range
 0.86667,  47.640, -59.229, Sun position possibly out of range
 0.88333, 133.585,-119.476, Rotor position possibly out of range
 0.88333,  48.015, -59.101, Sun position possibly out of range
 0.90000, 133.212,-119.345, Rotor position possibly out of range
 0.90000,  48.388, -58.972, Sun position possibly out of range
 0.91667, 132.842,-119.213, Rotor position possibly out of range
 0.91667,  48.758, -58.842, Sun position possibly out of range
 0.93361, 132.468,-119.078, Rotor position possibly out of range
 0.93361,  49.132, -58.710, Sun position possibly out of range
 0.95000, 132.108,-118.947, Rotor position possibly out of range
 0.95000,  49.492, -58.581, Sun position possibly out of range
 0.96667, 131.745,-118.813, Rotor position possibly out of range
 0.96667,  49.855, -58.449, Sun position possibly out of range
 0.98333, 131.384,-118.678, Rotor position possibly out of range
 0.98333,  50.216, -58.316, Sun position possibly out of range
 1.00000,  50.575, -38.183, Cold sky reference deviation in elevation
 1.00000, 131.025, -98.543, Rotor position possibly out of range
 1.00000,  50.575, -38.183, Sun position possibly out of range
 1.01667,  50.931, -12.000, Hot reference on ground (To)
 1.01667, 130.669, -72.358, Rotor position possibly out of range
 1.01667,  50.931, -12.000, Sun position possibly out of range
 1.03361,  51.291, -57.912, Back to the Sun
 1.03361, 130.309,-118.268, Rotor position possibly out of range
 1.03361,  51.291, -57.912, Sun position possibly out of range
 1.05000, 129.963,-118.133, Rotor position possibly out of range
 1.05000,  51.637, -57.779, Sun position possibly out of range
 1.06667, 129.613,-117.995, Rotor position possibly out of range
 1.06667,  51.987, -57.643, Sun position possibly out of range
 1.08333, 129.266,-117.856, Rotor position possibly out of range
 1.08333,  52.334, -57.507, Sun position possibly out of range
 1.10000, 128.920,-117.717, Rotor position possibly out of range
 1.10000,  52.680, -57.369, Sun position possibly out of range
 1.11667, 128.577,-117.577, Rotor position possibly out of range
 1.11667,  53.023, -57.232, Sun position possibly out of range
 1.13361, 128.236,-117.437, Rotor position possibly out of range
 1.13361,  53.364, -57.093, Sun position possibly out of range
 1.15028, 127.892,-117.293, Rotor position possibly out of range
 1.15028,  53.708, -56.952, Sun position possibly out of range
 1.16667, 127.560,-117.154, Rotor position possibly out of range
 1.16667,  54.040, -56.814, Sun position possibly out of range
 1.18333, 127.226,-117.012, Rotor position possibly out of range
 1.18333,  54.374, -56.674, Sun position possibly out of range
 1.20000, 126.893,-116.869, Rotor position possibly out of range
 1.20000,  54.707, -56.533, Sun position possibly out of range
 1.21667, 126.562,-116.726, Rotor position possibly out of range
 1.21667,  55.038, -56.392, Sun position possibly out of range
 1.23361, 126.228,-116.579, Rotor position possibly out of range
 1.23361,  55.372, -56.247, Sun position possibly out of range
 1.25000,  55.693, -36.107, Cold sky reference deviation in elevation
 1.25000, 125.907, -96.437, Rotor position possibly out of range
 1.25000,  55.693, -36.107, Sun position possibly out of range
 1.26667,  56.018, -12.000, Hot reference on ground (To)
 1.26667, 125.582, -72.328, Rotor position possibly out of range
 1.26667,  56.018, -12.000, Sun position possibly out of range
 1.28333,  56.340, -55.820, Back to the Sun
 1.28333, 125.260,-116.147, Rotor position possibly out of range
 1.28333,  56.340, -55.820, Sun position possibly out of range
 1.30000, 124.939,-116.000, Rotor position possibly out of range
 1.30000,  56.661, -55.676, Sun position possibly out of range
 1.31694, 124.620,-115.854, Rotor position possibly out of range
 1.31694,  56.980, -55.531, Sun position possibly out of range
 1.33333, 124.304,-115.707, Rotor position possibly out of range
 1.33333,  57.296, -55.386, Sun position possibly out of range
 1.35000, 123.989,-115.559, Rotor position possibly out of range
 1.35000,  57.611, -55.240, Sun position possibly out of range
 1.36667, 123.676,-115.411, Rotor position possibly out of range
 1.36667,  57.924, -55.094, Sun position possibly out of range
 1.38333, 123.364,-115.262, Rotor position possibly out of range
 1.38333,  58.236, -54.947, Sun position possibly out of range
 1.40000, 123.055,-115.113, Rotor position possibly out of range
 1.40000,  58.545, -54.799, Sun position possibly out of range
 1.41694, 122.742,-114.961, Rotor position possibly out of range
 1.41694,  58.858, -54.649, Sun position possibly out of range
 1.43361, 122.437,-114.811, Rotor position possibly out of range
 1.43361,  59.163, -54.501, Sun position possibly out of range
 1.45000, 122.138,-114.663, Rotor position possibly out of range
