DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.000,  59.600, Reference positions.

 0.00000, 145.000,  50.000, New tracking position
 0.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.01667, 145.000, -10.000, New tracking position
 0.03333,  10.991, -59.355, Back to the Sun
 0.03333, 170.009,-118.071, Rotor position possibly out of range
 0.03333,  10.991, -59.355, Sun position possibly out of range
 0.05000, 169.542,-118.039, Rotor position possibly out of range
 0.05000,  11.458, -59.321, Sun position possibly out of range
 0.06667, 169.077,-118.007, Rotor position possibly out of range
 0.06667,  11.923, -59.286, Sun position possibly out of range
 0.08333, 168.612,-117.972, Rotor position possibly out of range
 0.08333,  12.388, -59.249, Sun position possibly out of range
 0.10000, 168.148,-117.937, Rotor position possibly out of range
 0.10000,  12.852, -59.211, Sun position possibly out of range
 0.11667, 167.685,-117.900, Rotor position possibly out of range
 0.11667,  13.315, -59.172, Sun position possibly out of range
 0.13333, 167.223,-117.861, Rotor position possibly out of range
 0.13333,  13.777, -59.131, Sun position possibly out of range
 0.15000, 166.762,-117.822, Rotor position possibly out of range
 0.15000,  14.238, -59.089, Sun position possibly out of range
 0.16667, 166.302,-117.781, Rotor position possibly out of range
 0.16667,  14.698, -59.045, Sun position possibly out of range
 0.18333, 165.843,-117.738, Rotor position possibly out of range
 0.18333,  15.157, -59.001, Sun position possibly out of range
 0.20028, 165.385,-117.694, Rotor position possibly out of range
 0.20028,  15.615, -58.954, Sun position possibly out of range
 0.21694, 164.921,-117.649, Rotor position possibly out of range
 0.21694,  16.079, -58.906, Sun position possibly out of range
 0.23361, 164.465,-117.602, Rotor position possibly out of range
 0.23361,  16.535, -58.857, Sun position possibly out of range
 0.25028, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 0.25028, 145.000,  50.000, New tracking position
 0.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.26667, 145.000, -10.000, New tracking position
 0.28333,  17.886, -58.704, Back to the Sun
 0.28333, 163.114,-117.456, Rotor position possibly out of range
 0.28333,  17.886, -58.704, Sun position possibly out of range
 0.30000, 162.663,-117.404, Rotor position possibly out of range
 0.30000,  18.337, -58.650, Sun position possibly out of range
 0.31667, 162.214,-117.351, Rotor position possibly out of range
 0.31667,  18.786, -58.595, Sun position possibly out of range
 0.33333, 161.766,-117.297, Rotor position possibly out of range
 0.33333,  19.234, -58.538, Sun position possibly out of range
 0.35000, 161.319,-117.241, Rotor position possibly out of range
 0.35000,  19.681, -58.480, Sun position possibly out of range
 0.36667, 160.874,-117.184, Rotor position possibly out of range
 0.36667,  20.126, -58.421, Sun position possibly out of range
 0.38333, 160.430,-117.126, Rotor position possibly out of range
 0.38333,  20.570, -58.361, Sun position possibly out of range
 0.40000, 159.987,-117.067, Rotor position possibly out of range
 0.40000,  21.013, -58.299, Sun position possibly out of range
 0.41667, 159.546,-117.006, Rotor position possibly out of range
 0.41667,  21.454, -58.236, Sun position possibly out of range
 0.43333, 159.106,-116.945, Rotor position possibly out of range
 0.43333,  21.894, -58.172, Sun position possibly out of range
