DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 180.500,  61.000, Reference positions.

 0.00000, 161.553,-101.874, Rotor position possibly out of range
 0.00000,  18.947, -39.937, Sun position possibly out of range
 0.01694,  19.328, -12.000, Hot reference on ground (To)
 0.01694, 161.172, -73.935, Rotor position possibly out of range
 0.01694,  19.328, -12.000, Sun position possibly out of range
 0.03333,  19.695, -49.823, Back to the Sun
 0.03333, 160.805,-111.756, Rotor position possibly out of range
 0.03333,  19.695, -49.823, Sun position possibly out of range
 0.05028, 160.425,-111.694, Rotor position possibly out of range
 0.05028,  20.075, -49.763, Sun position possibly out of range
 0.06667, 160.059,-111.633, Rotor position possibly out of range
 0.06667,  20.441, -49.705, Sun position possibly out of range
 0.08361, 159.682,-111.569, Rotor position possibly out of range
 0.08361,  20.818, -49.643, Sun position possibly out of range
 0.10000, 159.317,-111.506, Rotor position possibly out of range
 0.10000,  21.183, -49.582, Sun position possibly out of range
 0.11694, 158.942,-111.440, Rotor position possibly out of range
 0.11694,  21.558, -49.518, Sun position possibly out of range
 0.13333, 158.579,-111.375, Rotor position possibly out of range
 0.13333,  21.921, -49.455, Sun position possibly out of range
 0.15028, 158.205,-111.307, Rotor position possibly out of range
 0.15028,  22.295, -49.389, Sun position possibly out of range
 0.16667, 157.844,-111.240, Rotor position possibly out of range
 0.16667,  22.656, -49.324, Sun position possibly out of range
 0.18361, 157.472,-111.170, Rotor position possibly out of range
 0.18361,  23.028, -49.256, Sun position possibly out of range
 0.20000, 157.113,-111.101, Rotor position possibly out of range
 0.20000,  23.387, -49.190, Sun position possibly out of range
 0.21694, 156.749,-111.030, Rotor position possibly out of range
 0.21694,  23.751, -49.121, Sun position possibly out of range
 0.23333, 156.386,-110.958, Rotor position possibly out of range
 0.23333,  24.114, -49.051, Sun position possibly out of range
 0.25000,  24.476, -38.980, Cold sky reference deviation in elevation
 0.25000, 156.024,-100.885, Rotor position possibly out of range
 0.25000,  24.476, -38.980, Sun position possibly out of range
