DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00015, 145.000,  77.000, New tracking position
 7.01678, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01680, 145.000, -14.000, New tracking position
 7.03346, 103.139,  20.755, Back to the Sun
 7.03349,  79.261, -39.737, Rotor position possibly out of range
 7.03349, 103.139,  20.755, Sun position possibly out of range
 7.05017,  79.066, -39.569, Rotor position possibly out of range
 7.05017, 103.334,  20.923, Sun position possibly out of range
 7.06683,  78.870, -39.401, Rotor position possibly out of range
 7.06683, 103.530,  21.091, Sun position possibly out of range
 7.08351,  78.674, -39.233, Rotor position possibly out of range
 7.08351, 103.726,  21.260, Sun position possibly out of range
 7.10018,  78.478, -39.065, Rotor position possibly out of range
 7.10018, 103.922,  21.428, Sun position possibly out of range
 7.11686,  78.281, -38.897, Rotor position possibly out of range
 7.11686, 104.119,  21.595, Sun position possibly out of range
 7.13353,  78.084, -38.729, Rotor position possibly out of range
 7.13353, 104.316,  21.763, Sun position possibly out of range
 7.15020,  77.886, -38.562, Rotor position possibly out of range
 7.15020, 104.514,  21.931, Sun position possibly out of range
 7.16687,  77.689, -38.394, Rotor position possibly out of range
 7.16687, 104.711,  22.098, Sun position possibly out of range
 7.18353,  77.490, -38.227, Rotor position possibly out of range
 7.18353, 104.910,  22.265, Sun position possibly out of range
 7.20022,  77.292, -38.060, Rotor position possibly out of range
 7.20022, 105.108,  22.433, Sun position possibly out of range
 7.21688,  77.093, -37.893, Rotor position possibly out of range
 7.21688, 105.307,  22.600, Sun position possibly out of range
 7.23356, 105.507,  22.766, New tracking position
 7.25021, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25023, 145.000,  77.000, New tracking position
 7.26688, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26690, 145.000, -14.000, New tracking position
 7.28356, 106.107,  23.266, Back to the Sun
 7.28358, 106.107,  23.266, New tracking position
 7.30025, 106.308,  23.432, New tracking position
 7.31693, 106.510,  23.598, New tracking position
 7.33359, 106.712,  23.764, New tracking position
 7.35026, 106.914,  23.930, New tracking position
 7.36693, 107.117,  24.095, New tracking position
 7.38360, 107.320,  24.260, New tracking position
 7.40026, 107.523,  24.426, New tracking position
 7.41693, 107.727,  24.591, New tracking position
 7.43360, 107.932,  24.755, New tracking position
 7.45028, 108.137,  24.920, New tracking position
 7.46694, 108.342,  25.084, New tracking position
 7.48361, 108.548,  25.249, New tracking position
 7.50026, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50028, 145.000,  77.000, New tracking position
 7.51693, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51695, 145.000, -14.000, New tracking position
 7.53361, 109.169,  25.740, Back to the Sun
 7.53363, 109.169,  25.740, New tracking position
 7.55031, 109.380,  25.906, New tracking position
 7.56696, 109.585,  26.067, New tracking position
 7.58366, 109.797,  26.232, New tracking position
 7.60033, 110.007,  26.395, New tracking position
 7.61699, 110.216,  26.558, New tracking position
 7.63366, 110.427,  26.720, New tracking position
 7.65032, 110.638,  26.882, New tracking position
 7.66701, 110.849,  27.044, New tracking position
 7.68367, 111.061,  27.206, New tracking position
 7.70034, 111.273,  27.367, New tracking position
 7.71701, 111.486,  27.529, New tracking position
 7.73367, 111.700,  27.690, New tracking position
 7.75032, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75035, 145.000,  77.000, New tracking position
 7.76699, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76701, 145.000, -14.000, New tracking position
 7.78339, 112.340,  28.169, Back to the Sun
 7.78341, 112.340,  28.169, New tracking position
 7.80007, 112.556,  28.329, New tracking position
 7.81674, 112.772,  28.488, New tracking position
 7.83341, 112.989,  28.648, New tracking position
 7.85007, 113.206,  28.807, New tracking position
 7.86674, 113.424,  28.966, New tracking position
 7.88342, 113.643,  29.125, New tracking position
 7.90009, 113.862,  29.284, New tracking position
