DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00018, 145.000,  77.000, New tracking position
 7.01683, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01685, 145.000, -14.000, New tracking position
 7.03349,  99.152,  26.159, Back to the Sun
 7.03352,  83.248, -34.333, Rotor position possibly out of range
 7.03352,  99.152,  26.159, Sun position possibly out of range
 7.05018,  83.055, -34.162, Rotor position possibly out of range
 7.05019,  99.345,  26.330, Sun position possibly out of range
 7.06686,  82.860, -33.991, Rotor position possibly out of range
 7.06686,  99.540,  26.501, Sun position possibly out of range
 7.08354,  82.666, -33.820, Rotor position possibly out of range
 7.08354,  99.734,  26.671, Sun position possibly out of range
 7.10020,  82.471, -33.650, Rotor position possibly out of range
 7.10020,  99.929,  26.842, Sun position possibly out of range
 7.11687,  82.275, -33.479, Rotor position possibly out of range
 7.11687, 100.125,  27.012, Sun position possibly out of range
 7.13354,  82.079, -33.309, Rotor position possibly out of range
 7.13354, 100.321,  27.183, Sun position possibly out of range
 7.15021,  81.883, -33.139, Rotor position possibly out of range
 7.15021, 100.517,  27.353, Sun position possibly out of range
 7.16687,  81.686, -32.969, Rotor position possibly out of range
 7.16687, 100.714,  27.523, Sun position possibly out of range
 7.18354,  81.489, -32.799, Rotor position possibly out of range
 7.18354, 100.911,  27.693, Sun position possibly out of range
 7.20020,  81.291, -32.629, Rotor position possibly out of range
 7.20020, 101.109,  27.863, Sun position possibly out of range
 7.21688,  81.093, -32.459, Rotor position possibly out of range
 7.21688, 101.307,  28.033, Sun position possibly out of range
 7.23354,  80.895, -32.289, Rotor position possibly out of range
 7.23354, 101.505,  28.202, Sun position possibly out of range
 7.25018, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25020, 145.000,  77.000, New tracking position
 7.26685, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26687, 145.000, -14.000, New tracking position
 7.28351, 102.103,  28.711, Back to the Sun
 7.28354,  80.297, -31.781, Rotor position possibly out of range
 7.28354, 102.103,  28.711, Sun position possibly out of range
 7.30021,  80.096, -31.612, Rotor position possibly out of range
 7.30021, 102.304,  28.880, Sun position possibly out of range
 7.31687,  79.896, -31.443, Rotor position possibly out of range
 7.31687, 102.504,  29.049, Sun position possibly out of range
 7.33355,  79.694, -31.274, Rotor position possibly out of range
 7.33355, 102.706,  29.218, Sun position possibly out of range
 7.35023,  79.493, -31.105, Rotor position possibly out of range
 7.35023, 102.907,  29.387, Sun position possibly out of range
 7.36691,  79.290, -30.937, Rotor position possibly out of range
 7.36691, 103.110,  29.556, Sun position possibly out of range
 7.38358,  79.088, -30.768, Rotor position possibly out of range
 7.38358, 103.312,  29.724, Sun position possibly out of range
 7.40024,  78.885, -30.600, Rotor position possibly out of range
 7.40024, 103.515,  29.893, Sun position possibly out of range
 7.41691,  78.681, -30.431, Rotor position possibly out of range
 7.41691, 103.719,  30.061, Sun position possibly out of range
 7.43358,  78.477, -30.263, Rotor position possibly out of range
 7.43358, 103.923,  30.229, Sun position possibly out of range
 7.45026,  78.272, -30.095, Rotor position possibly out of range
 7.45026, 104.128,  30.397, Sun position possibly out of range
 7.46693,  78.067, -29.928, Rotor position possibly out of range
 7.46693, 104.333,  30.565, Sun position possibly out of range
 7.48360,  77.861, -29.760, Rotor position possibly out of range
 7.48360, 104.539,  30.732, Sun position possibly out of range
 7.50024, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50026, 145.000,  77.000, New tracking position
 7.51692, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51694, 145.000, -14.000, New tracking position
 7.53360, 105.159,  31.234, Back to the Sun
 7.53363,  77.241, -29.258, Rotor position possibly out of range
 7.53363, 105.159,  31.234, Sun position possibly out of range
 7.55029,  77.033, -29.091, Rotor position possibly out of range
 7.55029, 105.367,  31.401, Sun position possibly out of range
 7.56696, 105.579,  31.571, New tracking position
 7.58365, 105.788,  31.738, New tracking position
