DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.000,  59.600, Reference positions.

 0.00028, 145.000,  50.000, New tracking position
 0.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.01694, 145.000, -10.000, New tracking position
 0.03361,  12.192, -61.568, Back to the Sun
 0.03361, 168.808,-120.290, Rotor position possibly out of range
 0.03361,  12.192, -61.568, Sun position possibly out of range
 0.05028, 168.316,-120.255, Rotor position possibly out of range
 0.05028,  12.684, -61.531, Sun position possibly out of range
 0.06694, 167.825,-120.219, Rotor position possibly out of range
 0.06694,  13.175, -61.492, Sun position possibly out of range
 0.08361, 167.335,-120.181, Rotor position possibly out of range
 0.08361,  13.665, -61.451, Sun position possibly out of range
 0.10028, 166.846,-120.142, Rotor position possibly out of range
 0.10028,  14.154, -61.410, Sun position possibly out of range
 0.11694, 166.358,-120.101, Rotor position possibly out of range
 0.11694,  14.642, -61.366, Sun position possibly out of range
 0.13361, 165.872,-120.059, Rotor position possibly out of range
 0.13361,  15.128, -61.322, Sun position possibly out of range
 0.15028, 165.387,-120.016, Rotor position possibly out of range
 0.15028,  15.613, -61.276, Sun position possibly out of range
 0.16667, 164.911,-119.971, Rotor position possibly out of range
 0.16667,  16.089, -61.229, Sun position possibly out of range
 0.18333, 164.429,-119.925, Rotor position possibly out of range
 0.18333,  16.571, -61.180, Sun position possibly out of range
 0.20000, 163.948,-119.877, Rotor position possibly out of range
 0.20000,  17.052, -61.130, Sun position possibly out of range
 0.21667, 163.468,-119.828, Rotor position possibly out of range
 0.21667,  17.532, -61.078, Sun position possibly out of range
 0.23333, 162.990,-119.778, Rotor position possibly out of range
 0.23333,  18.010, -61.025, Sun position possibly out of range
 0.25000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 0.25000, 145.000,  50.000, New tracking position
 0.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.26667, 145.000, -10.000, New tracking position
 0.28333,  19.436, -60.858, Back to the Sun
 0.28333, 161.564,-119.618, Rotor position possibly out of range
 0.28333,  19.436, -60.858, Sun position possibly out of range
 0.30000, 161.092,-119.562, Rotor position possibly out of range
 0.30000,  19.908, -60.800, Sun position possibly out of range
 0.31667, 160.621,-119.505, Rotor position possibly out of range
 0.31667,  20.379, -60.740, Sun position possibly out of range
 0.33333, 160.152,-119.446, Rotor position possibly out of range
 0.33333,  20.848, -60.679, Sun position possibly out of range
 0.35000, 159.684,-119.386, Rotor position possibly out of range
 0.35000,  21.316, -60.616, Sun position possibly out of range
 0.36667, 159.219,-119.325, Rotor position possibly out of range
 0.36667,  21.781, -60.552, Sun position possibly out of range
 0.38333, 158.755,-119.262, Rotor position possibly out of range
 0.38333,  22.245, -60.487, Sun position possibly out of range
 0.40000, 158.292,-119.198, Rotor position possibly out of range
 0.40000,  22.708, -60.421, Sun position possibly out of range
 0.41667, 157.831,-119.133, Rotor position possibly out of range
 0.41667,  23.169, -60.353, Sun position possibly out of range
 0.43333, 157.373,-119.066, Rotor position possibly out of range
 0.43333,  23.627, -60.285, Sun position possibly out of range
