DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00017, 145.000,  77.000, New tracking position
 7.01681, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01683, 145.000, -14.000, New tracking position
 7.03349, 102.040,  22.356, Back to the Sun
 7.03351,  80.360, -38.136, Rotor position possibly out of range
 7.03351, 102.040,  22.356, Sun position possibly out of range
 7.05019,  80.165, -37.967, Rotor position possibly out of range
 7.05020, 102.235,  22.525, Sun position possibly out of range
 7.06689,  79.969, -37.798, Rotor position possibly out of range
 7.06689, 102.431,  22.694, Sun position possibly out of range
 7.08357,  79.773, -37.629, Rotor position possibly out of range
 7.08357, 102.627,  22.863, Sun position possibly out of range
 7.10024,  79.577, -37.460, Rotor position possibly out of range
 7.10024, 102.823,  23.032, Sun position possibly out of range
 7.11693,  79.380, -37.291, Rotor position possibly out of range
 7.11693, 103.020,  23.201, Sun position possibly out of range
 7.13364,  79.180, -37.120, Rotor position possibly out of range
 7.13364, 103.220,  23.372, Sun position possibly out of range
 7.15031,  78.982, -36.952, Rotor position possibly out of range
 7.15031, 103.418,  23.541, Sun position possibly out of range
 7.16698,  78.784, -36.783, Rotor position possibly out of range
 7.16698, 103.616,  23.709, Sun position possibly out of range
 7.18365,  78.586, -36.615, Rotor position possibly out of range
 7.18365, 103.814,  23.877, Sun position possibly out of range
 7.20033,  78.387, -36.447, Rotor position possibly out of range
 7.20033, 104.013,  24.045, Sun position possibly out of range
 7.21700,  78.188, -36.279, Rotor position possibly out of range
 7.21700, 104.212,  24.213, Sun position possibly out of range
 7.23368,  77.989, -36.112, Rotor position possibly out of range
 7.23368, 104.411,  24.380, Sun position possibly out of range
 7.25032, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25034, 145.000,  77.000, New tracking position
 7.26699, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26701, 145.000, -14.000, New tracking position
 7.28339, 105.009,  24.880, Back to the Sun
 7.28342,  77.391, -35.612, Rotor position possibly out of range
 7.28342, 105.009,  24.880, Sun position possibly out of range
 7.30009,  77.190, -35.445, Rotor position possibly out of range
 7.30009, 105.210,  25.047, Sun position possibly out of range
 7.31675, 105.412,  25.214, New tracking position
 7.33342, 105.614,  25.381, New tracking position
 7.35010, 105.816,  25.547, New tracking position
 7.36676, 106.019,  25.714, New tracking position
 7.38344, 106.223,  25.880, New tracking position
 7.40011, 106.426,  26.046, New tracking position
 7.41679, 106.631,  26.212, New tracking position
 7.43345, 106.836,  26.378, New tracking position
 7.45013, 107.041,  26.544, New tracking position
 7.46680, 107.247,  26.709, New tracking position
 7.48349, 107.453,  26.874, New tracking position
 7.50014, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50015, 145.000,  77.000, New tracking position
 7.51682, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51683, 145.000, -14.000, New tracking position
 7.53349, 108.075,  27.369, Back to the Sun
 7.53351, 108.075,  27.369, New tracking position
 7.55018, 108.283,  27.533, New tracking position
 7.56685, 108.491,  27.698, New tracking position
 7.58352, 108.701,  27.862, New tracking position
 7.60020, 108.911,  28.026, New tracking position
 7.61686, 109.121,  28.189, New tracking position
 7.63353, 109.332,  28.353, New tracking position
 7.65020, 109.543,  28.516, New tracking position
 7.66687, 109.755,  28.679, New tracking position
 7.68354, 109.967,  28.842, New tracking position
 7.70022, 110.180,  29.005, New tracking position
 7.71688, 110.394,  29.167, New tracking position
 7.73355, 110.608,  29.329, New tracking position
 7.75022, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75024, 145.000,  77.000, New tracking position
 7.76690, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76692, 145.000, -14.000, New tracking position
 7.78357, 111.254,  29.815, Back to the Sun
 7.78359, 111.254,  29.815, New tracking position
 7.80027, 111.470,  29.976, New tracking position
 7.81693, 111.687,  30.137, New tracking position
 7.83361, 111.905,  30.298, New tracking position
