DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 7.58333, 181.500,  60.300, Reference positions.

 7.60000, 116.274,  16.011, New tracking position
 7.61667, 116.476,  16.166, New tracking position
 7.63333, 116.679,  16.320, New tracking position
 7.65000, 116.882,  16.475, New tracking position
 7.66694, 117.085,  16.629, New tracking position
 7.68361, 117.289,  16.782, New tracking position
 7.70028, 117.493,  16.936, New tracking position
 7.71694, 117.701,  17.092, New tracking position
 7.73361, 117.907,  17.245, New tracking position
 7.75028, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 7.75028, 145.000,  50.000, New tracking position
 7.76667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 7.76667, 145.000, -10.000, New tracking position
 7.78333, 118.521,  17.699, Back to the Sun
 7.78333, 118.521,  17.699, New tracking position
 7.80000, 118.728,  17.851, New tracking position
 7.81667, 118.935,  18.002, New tracking position
 7.83333, 119.142,  18.153, New tracking position
 7.85000, 119.350,  18.304, New tracking position
 7.86667, 119.559,  18.455, New tracking position
 7.88333, 119.768,  18.605, New tracking position
 7.90000, 119.977,  18.755, New tracking position
 7.91667, 120.187,  18.905, New tracking position
 7.93333, 120.397,  19.054, New tracking position
 7.95000, 120.607,  19.203, New tracking position
 7.96667, 120.818,  19.352, New tracking position
 7.98333, 121.030,  19.500, New tracking position
 8.00000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 8.00000, 145.000,  50.000, New tracking position
 8.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 8.01667, 145.000, -10.000, New tracking position
 8.03333, 121.667,  19.944, Back to the Sun
 8.03333, 121.667,  19.944, New tracking position
 8.05028, 121.881,  20.091, New tracking position
 8.06694, 122.094,  20.237, New tracking position
 8.08361, 122.312,  20.386, New tracking position
 8.10028, 122.527,  20.532, New tracking position
 8.11694, 122.742,  20.678, New tracking position
 8.13361, 122.958,  20.823, New tracking position
 8.15000, 123.171,  20.966, New tracking position
 8.16667, 123.387,  21.111, New tracking position
 8.18333, 123.605,  21.255, New tracking position
 8.20000, 123.822,  21.399, New tracking position
 8.21667, 124.040,  21.542, New tracking position
 8.23333, 124.259,  21.686, New tracking position
 8.25000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 8.25000, 145.000,  50.000, New tracking position
 8.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 8.26667, 145.000, -10.000, New tracking position
 8.28333, 124.918,  22.113, Back to the Sun
 8.28333, 124.918,  22.113, New tracking position
 8.30000, 125.139,  22.255, New tracking position
 8.31667, 125.360,  22.396, New tracking position
 8.33333, 125.582,  22.537, New tracking position
 8.35000, 125.804,  22.678, New tracking position
 8.36667, 126.027,  22.818, New tracking position
 8.38333, 126.250,  22.958, New tracking position
 8.40000, 126.474,  23.097, New tracking position
 8.41667, 126.698,  23.236, New tracking position
 8.43333, 126.923,  23.375, New tracking position
 8.45000, 127.148,  23.513, New tracking position
 8.46694, 127.374,  23.651, New tracking position
 8.48361, 127.604,  23.791, New tracking position
 8.50028, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 8.50028, 145.000,  50.000, New tracking position
 8.51667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 8.51667, 145.000, -10.000, New tracking position
 8.53333, 128.283,  24.198, Back to the Sun
 8.53333, 128.283,  24.198, New tracking position
 8.55000, 128.512,  24.334, New tracking position
 8.56667, 128.741,  24.469, New tracking position
 8.58333, 128.971,  24.604, New tracking position
 8.60000, 129.201,  24.738, New tracking position
 8.61667, 129.432,  24.872, New tracking position
