DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00000, 181.000,  59.600, Reference positions.

 0.00000, 145.000,  50.000, New tracking position
 0.01667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.01667, 145.000, -10.000, New tracking position
 0.03333,  19.860, -65.934, Back to the Sun
 0.03333, 161.140,-124.696, Rotor position possibly out of range
 0.03333,  19.860, -65.934, Sun position possibly out of range
 0.05000, 160.596,-124.639, Rotor position possibly out of range
 0.05000,  20.404, -65.875, Sun position possibly out of range
 0.06667, 160.055,-124.581, Rotor position possibly out of range
 0.06667,  20.945, -65.813, Sun position possibly out of range
 0.08333, 159.516,-124.521, Rotor position possibly out of range
 0.08333,  21.484, -65.751, Sun position possibly out of range
 0.10000, 158.979,-124.460, Rotor position possibly out of range
 0.10000,  22.021, -65.687, Sun position possibly out of range
 0.11667, 158.445,-124.397, Rotor position possibly out of range
 0.11667,  22.555, -65.621, Sun position possibly out of range
 0.13333, 157.914,-124.333, Rotor position possibly out of range
 0.13333,  23.086, -65.554, Sun position possibly out of range
 0.15000, 157.384,-124.267, Rotor position possibly out of range
 0.15000,  23.616, -65.485, Sun position possibly out of range
 0.16667, 156.858,-124.199, Rotor position possibly out of range
 0.16667,  24.142, -65.415, Sun position possibly out of range
 0.18333, 156.333,-124.130, Rotor position possibly out of range
 0.18333,  24.667, -65.343, Sun position possibly out of range
 0.20000, 155.812,-124.060, Rotor position possibly out of range
 0.20000,  25.188, -65.270, Sun position possibly out of range
 0.21667, 155.293,-123.989, Rotor position possibly out of range
 0.21667,  25.707, -65.196, Sun position possibly out of range
 0.23333, 154.777,-123.915, Rotor position possibly out of range
 0.23333,  26.223, -65.120, Sun position possibly out of range
 0.25000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 0.25000, 145.000,  50.000, New tracking position
 0.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.26667, 145.000, -10.000, New tracking position
 0.28333,  27.756, -64.884, Back to the Sun
 0.28333, 153.244,-123.688, Rotor position possibly out of range
 0.28333,  27.756, -64.884, Sun position possibly out of range
 0.30000, 152.738,-123.609, Rotor position possibly out of range
 0.30000,  28.262, -64.803, Sun position possibly out of range
 0.31667, 152.235,-123.529, Rotor position possibly out of range
 0.31667,  28.765, -64.720, Sun position possibly out of range
 0.33333, 151.735,-123.447, Rotor position possibly out of range
 0.33333,  29.265, -64.637, Sun position possibly out of range
 0.35000, 151.238,-123.365, Rotor position possibly out of range
 0.35000,  29.762, -64.551, Sun position possibly out of range
 0.36667, 150.743,-123.281, Rotor position possibly out of range
 0.36667,  30.257, -64.465, Sun position possibly out of range
 0.38333, 150.251,-123.195, Rotor position possibly out of range
 0.38333,  30.749, -64.377, Sun position possibly out of range
 0.40000, 149.762,-123.109, Rotor position possibly out of range
 0.40000,  31.238, -64.288, Sun position possibly out of range
 0.41667, 149.276,-123.021, Rotor position possibly out of range
 0.41667,  31.724, -64.197, Sun position possibly out of range
 0.43333, 148.793,-122.932, Rotor position possibly out of range
 0.43333,  32.207, -64.105, Sun position possibly out of range
