DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[°], Elevation[°], Message
 0.00028, 181.000,  59.600, Reference positions.

 0.00028, 145.000,  50.000, New tracking position
 0.01694, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.01694, 145.000, -10.000, New tracking position
 0.03361,  11.688, -60.780, Back to the Sun
 0.03361, 169.312,-119.500, Rotor position possibly out of range
 0.03361,  11.688, -60.780, Sun position possibly out of range
 0.05028, 168.829,-119.466, Rotor position possibly out of range
 0.05028,  12.171, -60.744, Sun position possibly out of range
 0.06694, 168.347,-119.431, Rotor position possibly out of range
 0.06694,  12.653, -60.707, Sun position possibly out of range
 0.08361, 167.866,-119.395, Rotor position possibly out of range
 0.08361,  13.134, -60.668, Sun position possibly out of range
 0.10028, 167.387,-119.357, Rotor position possibly out of range
 0.10028,  13.613, -60.628, Sun position possibly out of range
 0.11694, 166.908,-119.318, Rotor position possibly out of range
 0.11694,  14.092, -60.586, Sun position possibly out of range
 0.13361, 166.430,-119.278, Rotor position possibly out of range
 0.13361,  14.570, -60.543, Sun position possibly out of range
 0.15028, 165.954,-119.236, Rotor position possibly out of range
 0.15028,  15.046, -60.499, Sun position possibly out of range
 0.16694, 165.479,-119.192, Rotor position possibly out of range
 0.16694,  15.521, -60.453, Sun position possibly out of range
 0.18361, 165.005,-119.148, Rotor position possibly out of range
 0.18361,  15.995, -60.406, Sun position possibly out of range
 0.20000, 164.540,-119.102, Rotor position possibly out of range
 0.20000,  16.460, -60.358, Sun position possibly out of range
 0.21667, 164.069,-119.055, Rotor position possibly out of range
 0.21667,  16.931, -60.308, Sun position possibly out of range
 0.23333, 163.599,-119.006, Rotor position possibly out of range
 0.23333,  17.401, -60.257, Sun position possibly out of range
 0.25000, 145.000,  50.000, Cold sky reference position (Tref = Tcold)
 0.25000, 145.000,  50.000, New tracking position
 0.26667, 145.000, -10.000, Hot reference position, e.g. on ground (To=Thot)
 0.26667, 145.000, -10.000, New tracking position
 0.28333,  18.803, -60.095, Back to the Sun
 0.28333, 162.197,-118.851, Rotor position possibly out of range
 0.28333,  18.803, -60.095, Sun position possibly out of range
 0.30000, 161.733,-118.797, Rotor position possibly out of range
 0.30000,  19.267, -60.038, Sun position possibly out of range
 0.31667, 161.270,-118.742, Rotor position possibly out of range
 0.31667,  19.730, -59.980, Sun position possibly out of range
 0.33333, 160.809,-118.685, Rotor position possibly out of range
 0.33333,  20.191, -59.921, Sun position possibly out of range
 0.35000, 160.349,-118.626, Rotor position possibly out of range
 0.35000,  20.651, -59.860, Sun position possibly out of range
 0.36667, 159.890,-118.567, Rotor position possibly out of range
 0.36667,  21.110, -59.798, Sun position possibly out of range
