DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 183.400,  60.500, Reference positions.

 7.00013, 145.000,  77.000, New tracking position
 7.01677, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01679, 145.000, -14.000, New tracking position
 7.03344,  95.425,  30.038, Back to the Sun
 7.03346,  87.975, -30.453, Rotor position possibly out of range
 7.03346,  95.425,  30.038, Sun position possibly out of range
 7.05017,  87.785, -30.281, Rotor position possibly out of range
 7.05017,  95.615,  30.211, Sun position possibly out of range
 7.06684,  87.595, -30.108, Rotor position possibly out of range
 7.06684,  95.805,  30.383, Sun position possibly out of range
 7.08350,  87.404, -29.936, Rotor position possibly out of range
 7.08350,  95.996,  30.555, Sun position possibly out of range
 7.10019,  87.213, -29.764, Rotor position possibly out of range
 7.10019,  96.187,  30.727, Sun position possibly out of range
 7.11687,  87.022, -29.592, Rotor position possibly out of range
 7.11687,  96.378,  30.899, Sun position possibly out of range
 7.13356,  86.830, -29.420, Rotor position possibly out of range
 7.13356,  96.570,  31.071, Sun position possibly out of range
 7.15024,  86.637, -29.248, Rotor position possibly out of range
 7.15024,  96.763,  31.243, Sun position possibly out of range
 7.16691,  86.445, -29.076, Rotor position possibly out of range
 7.16691,  96.955,  31.415, Sun position possibly out of range
 7.18357,  86.251, -28.905, Rotor position possibly out of range
 7.18357,  97.149,  31.587, Sun position possibly out of range
 7.20024,  86.058, -28.733, Rotor position possibly out of range
 7.20024,  97.342,  31.758, Sun position possibly out of range
 7.21692,  85.864, -28.561, Rotor position possibly out of range
 7.21692,  97.536,  31.930, Sun position possibly out of range
 7.23359,  85.669, -28.390, Rotor position possibly out of range
 7.23359,  97.731,  32.102, Sun position possibly out of range
 7.25025, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25027, 145.000,  77.000, New tracking position
 7.26695, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26697, 145.000, -14.000, New tracking position
 7.28364,  98.321,  32.619, Back to the Sun
 7.28366,  85.079, -27.873, Rotor position possibly out of range
 7.28366,  98.321,  32.619, Sun position possibly out of range
 7.30034,  84.883, -27.702, Rotor position possibly out of range
 7.30034,  98.517,  32.790, Sun position possibly out of range
 7.31702,  84.686, -27.531, Rotor position possibly out of range
 7.31702,  98.714,  32.961, Sun position possibly out of range
 7.33368,  84.488, -27.359, Rotor position possibly out of range
 7.33368,  98.912,  33.132, Sun position possibly out of range
 7.35035,  84.290, -27.189, Rotor position possibly out of range
 7.35035,  99.110,  33.303, Sun position possibly out of range
 7.36701,  84.092, -27.018, Rotor position possibly out of range
 7.36701,  99.308,  33.474, Sun position possibly out of range
 7.38342,  83.896, -26.850, Rotor position possibly out of range
 7.38342,  99.504,  33.642, Sun position possibly out of range
 7.40010,  83.697, -26.679, Rotor position possibly out of range
 7.40010,  99.703,  33.813, Sun position possibly out of range
 7.41678,  83.497, -26.509, Rotor position possibly out of range
 7.41678,  99.903,  33.983, Sun position possibly out of range
 7.43344,  83.296, -26.338, Rotor position possibly out of range
 7.43344, 100.104,  34.154, Sun position possibly out of range
 7.45013,  83.095, -26.168, Rotor position possibly out of range
 7.45013, 100.305,  34.324, Sun position possibly out of range
 7.46684,  82.894, -25.997, Rotor position possibly out of range
 7.46684, 100.506,  34.494, Sun position possibly out of range
 7.48355,  82.692, -25.827, Rotor position possibly out of range
 7.48355, 100.708,  34.664, Sun position possibly out of range
 7.50019, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50021, 145.000,  77.000, New tracking position
 7.51686, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51688, 145.000, -14.000, New tracking position
 7.53352, 101.318,  35.174, Back to the Sun
 7.53355,  82.082, -25.318, Rotor position possibly out of range
 7.53355, 101.318,  35.174, Sun position possibly out of range
 7.55021,  81.877, -25.148, Rotor position possibly out of range
 7.55021, 101.523,  35.344, Sun position possibly out of range
 7.56691,  81.672, -24.978, Rotor position possibly out of range
 7.56691, 101.728,  35.513, Sun position possibly out of range
 7.58360,  81.467, -24.809, Rotor position possibly out of range
 7.58360, 101.933,  35.683, Sun position possibly out of range
 7.60028,  81.261, -24.640, Rotor position possibly out of range
 7.60028, 102.139,  35.852, Sun position possibly out of range
 7.61699,  81.050, -24.468, Rotor position possibly out of range
 7.61699, 102.350,  36.024, Sun position possibly out of range
 7.63341,  80.846, -24.301, Rotor position possibly out of range
 7.63341, 102.554,  36.190, Sun position possibly out of range
 7.65008,  80.638, -24.133, Rotor position possibly out of range
 7.65008, 102.762,  36.359, Sun position possibly out of range
 7.66677,  80.430, -23.964, Rotor position possibly out of range
 7.66677, 102.970,  36.528, Sun position possibly out of range
 7.68346,  80.220, -23.795, Rotor position possibly out of range
 7.68346, 103.180,  36.697, Sun position possibly out of range
 7.70017,  80.010, -23.627, Rotor position possibly out of range
 7.70017, 103.390,  36.865, Sun position possibly out of range
 7.71687,  79.800, -23.458, Rotor position possibly out of range
 7.71687, 103.600,  37.034, Sun position possibly out of range
 7.73355,  79.589, -23.290, Rotor position possibly out of range
 7.73355, 103.811,  37.202, Sun position possibly out of range
 7.75020, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75022, 145.000,  77.000, New tracking position
 7.76687, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76689, 145.000, -14.000, New tracking position
 7.78355, 104.449,  37.706, Back to the Sun
 7.78358,  78.951, -22.787, Rotor position possibly out of range
 7.78358, 104.449,  37.706, Sun position possibly out of range
 7.80028,  78.737, -22.619, Rotor position possibly out of range
 7.80028, 104.663,  37.873, Sun position possibly out of range
 7.81696,  78.522, -22.452, Rotor position possibly out of range
 7.81696, 104.878,  38.041, Sun position possibly out of range
 7.83362,  78.307, -22.284, Rotor position possibly out of range
 7.83362, 105.093,  38.208, Sun position possibly out of range
 7.85029,  78.091, -22.117, Rotor position possibly out of range
 7.85029, 105.309,  38.375, Sun position possibly out of range
 7.86696,  77.874, -21.950, Rotor position possibly out of range
 7.86696, 105.526,  38.542, Sun position possibly out of range
 7.88365,  77.653, -21.781, Rotor position possibly out of range
 7.88365, 105.747,  38.711, Sun position possibly out of range
 7.90033,  77.435, -21.614, Rotor position possibly out of range
 7.90033, 105.965,  38.878, Sun position possibly out of range
 7.91675,  77.220, -21.451, Rotor position possibly out of range
 7.91675, 106.180,  39.041, Sun position possibly out of range
 7.93342,  77.000, -21.285, Rotor position possibly out of range
 7.93342, 106.400,  39.208, Sun position possibly out of range
 7.95010, 106.620,  39.374, New tracking position
 7.96678, 106.841,  39.539, New tracking position
 7.98345, 107.063,  39.705, New tracking position
 8.00013, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00015, 145.000,  77.000, New tracking position
 8.01680, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 8.01682, 145.000, -14.000, New tracking position
 8.03348, 107.734,  40.201, Back to the Sun
