DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00018, 145.000,  77.000, New tracking position
 7.01683, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01685, 145.000, -14.000, New tracking position
 7.03351,  98.928,  26.425, Back to the Sun
 7.03353,  83.472, -34.067, Rotor position possibly out of range
 7.03353,  98.928,  26.425, Sun position possibly out of range
 7.05021,  83.278, -33.896, Rotor position possibly out of range
 7.05021,  99.122,  26.596, Sun position possibly out of range
 7.06687,  83.084, -33.725, Rotor position possibly out of range
 7.06687,  99.316,  26.767, Sun position possibly out of range
 7.08354,  82.889, -33.554, Rotor position possibly out of range
 7.08354,  99.511,  26.938, Sun position possibly out of range
 7.10022,  82.694, -33.384, Rotor position possibly out of range
 7.10022,  99.706,  27.108, Sun position possibly out of range
 7.11688,  82.499, -33.213, Rotor position possibly out of range
 7.11688,  99.901,  27.279, Sun position possibly out of range
 7.13357,  82.303, -33.043, Rotor position possibly out of range
 7.13357, 100.097,  27.449, Sun position possibly out of range
 7.15024,  82.107, -32.872, Rotor position possibly out of range
 7.15024, 100.293,  27.620, Sun position possibly out of range
 7.16690,  81.911, -32.702, Rotor position possibly out of range
 7.16690, 100.489,  27.790, Sun position possibly out of range
 7.18357,  81.714, -32.532, Rotor position possibly out of range
 7.18357, 100.686,  27.960, Sun position possibly out of range
 7.20024,  81.516, -32.362, Rotor position possibly out of range
 7.20024, 100.884,  28.130, Sun position possibly out of range
 7.21690,  81.318, -32.192, Rotor position possibly out of range
 7.21690, 101.082,  28.300, Sun position possibly out of range
 7.23358,  81.120, -32.022, Rotor position possibly out of range
 7.23358, 101.280,  28.470, Sun position possibly out of range
 7.25022, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25024, 145.000,  77.000, New tracking position
 7.26689, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26691, 145.000, -14.000, New tracking position
 7.28357, 101.878,  28.979, Back to the Sun
 7.28360,  80.522, -31.513, Rotor position possibly out of range
 7.28360, 101.878,  28.979, Sun position possibly out of range
 7.30027,  80.322, -31.344, Rotor position possibly out of range
 7.30027, 102.078,  29.148, Sun position possibly out of range
 7.31695,  80.122, -31.175, Rotor position possibly out of range
 7.31695, 102.278,  29.317, Sun position possibly out of range
 7.33362,  79.921, -31.006, Rotor position possibly out of range
 7.33362, 102.479,  29.486, Sun position possibly out of range
 7.35029,  79.719, -30.837, Rotor position possibly out of range
 7.35029, 102.681,  29.655, Sun position possibly out of range
 7.36695,  79.517, -30.668, Rotor position possibly out of range
 7.36695, 102.883,  29.824, Sun position possibly out of range
 7.38363,  79.314, -30.499, Rotor position possibly out of range
 7.38363, 103.086,  29.993, Sun position possibly out of range
 7.40030,  79.108, -30.328, Rotor position possibly out of range
 7.40030, 103.292,  30.164, Sun position possibly out of range
 7.41697,  78.908, -30.162, Rotor position possibly out of range
 7.41697, 103.492,  30.330, Sun position possibly out of range
 7.43363,  78.704, -29.994, Rotor position possibly out of range
 7.43363, 103.696,  30.498, Sun position possibly out of range
 7.45030,  78.499, -29.826, Rotor position possibly out of range
 7.45030, 103.901,  30.666, Sun position possibly out of range
 7.46697,  78.291, -29.655, Rotor position possibly out of range
 7.46697, 104.109,  30.837, Sun position possibly out of range
 7.48364,  78.088, -29.490, Rotor position possibly out of range
 7.48364, 104.312,  31.002, Sun position possibly out of range
 7.50028, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50030, 145.000,  77.000, New tracking position
 7.51696, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51698, 145.000, -14.000, New tracking position
 7.53363, 104.935,  31.507, Back to the Sun
 7.53365,  77.465, -28.985, Rotor position possibly out of range
 7.53365, 104.935,  31.507, Sun position possibly out of range
 7.55032,  77.257, -28.818, Rotor position possibly out of range
 7.55032, 105.143,  31.675, Sun position possibly out of range
 7.56699,  77.049, -28.651, Rotor position possibly out of range
