DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 183.400,  60.500, Reference positions.

 7.00014, 145.000,  77.000, New tracking position
 7.01678, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01680, 145.000, -14.000, New tracking position
 7.03345,  94.800,  30.570, Back to the Sun
 7.03348,  88.600, -29.922, Rotor position possibly out of range
 7.03348,  94.800,  30.570, Sun position possibly out of range
 7.05016,  88.411, -29.749, Rotor position possibly out of range
 7.05016,  94.989,  30.742, Sun position possibly out of range
 7.06682,  88.221, -29.577, Rotor position possibly out of range
 7.06682,  95.179,  30.914, Sun position possibly out of range
 7.08349,  88.032, -29.404, Rotor position possibly out of range
 7.08349,  95.368,  31.087, Sun position possibly out of range
 7.10016,  87.841, -29.232, Rotor position possibly out of range
 7.10016,  95.559,  31.259, Sun position possibly out of range
 7.11683,  87.651, -29.060, Rotor position possibly out of range
 7.11683,  95.749,  31.431, Sun position possibly out of range
 7.13350,  87.460, -28.888, Rotor position possibly out of range
 7.13350,  95.940,  31.603, Sun position possibly out of range
 7.15017,  87.268, -28.716, Rotor position possibly out of range
 7.15017,  96.132,  31.776, Sun position possibly out of range
 7.16684,  87.076, -28.544, Rotor position possibly out of range
 7.16684,  96.324,  31.948, Sun position possibly out of range
 7.18351,  86.884, -28.372, Rotor position possibly out of range
 7.18351,  96.516,  32.120, Sun position possibly out of range
 7.20018,  86.691, -28.200, Rotor position possibly out of range
 7.20018,  96.709,  32.291, Sun position possibly out of range
 7.21684,  86.498, -28.028, Rotor position possibly out of range
 7.21684,  96.902,  32.463, Sun position possibly out of range
 7.23351,  86.305, -27.856, Rotor position possibly out of range
 7.23351,  97.095,  32.635, Sun position possibly out of range
 7.25015, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25017, 145.000,  77.000, New tracking position
 7.26682, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26684, 145.000, -14.000, New tracking position
 7.28348,  97.679,  33.150, Back to the Sun
 7.28351,  85.721, -27.341, Rotor position possibly out of range
 7.28351,  97.679,  33.150, Sun position possibly out of range
 7.30017,  85.525, -27.170, Rotor position possibly out of range
 7.30017,  97.875,  33.322, Sun position possibly out of range
 7.31685,  85.329, -26.998, Rotor position possibly out of range
 7.31685,  98.071,  33.493, Sun position possibly out of range
 7.33352,  85.133, -26.827, Rotor position possibly out of range
 7.33352,  98.267,  33.664, Sun position possibly out of range
 7.35018,  84.936, -26.656, Rotor position possibly out of range
 7.35018,  98.464,  33.836, Sun position possibly out of range
 7.36685,  84.738, -26.485, Rotor position possibly out of range
 7.36685,  98.662,  34.007, Sun position possibly out of range
 7.38352,  84.540, -26.314, Rotor position possibly out of range
 7.38352,  98.860,  34.178, Sun position possibly out of range
 7.40020,  84.341, -26.143, Rotor position possibly out of range
 7.40020,  99.059,  34.349, Sun position possibly out of range
 7.41687,  84.142, -25.972, Rotor position possibly out of range
 7.41687,  99.258,  34.520, Sun position possibly out of range
 7.43354,  83.943, -25.801, Rotor position possibly out of range
 7.43354,  99.457,  34.691, Sun position possibly out of range
 7.45021,  83.743, -25.630, Rotor position possibly out of range
 7.45021,  99.657,  34.861, Sun position possibly out of range
 7.46688,  83.542, -25.460, Rotor position possibly out of range
 7.46689,  99.858,  35.032, Sun position possibly out of range
 7.48355,  83.341, -25.289, Rotor position possibly out of range
 7.48355, 100.059,  35.202, Sun position possibly out of range
 7.50020, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50021, 145.000,  77.000, New tracking position
 7.51687, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51689, 145.000, -14.000, New tracking position
 7.53353, 100.666,  35.713, Back to the Sun
 7.53356,  82.734, -24.779, Rotor position possibly out of range
 7.53356, 100.666,  35.713, Sun position possibly out of range
 7.55023,  82.530, -24.609, Rotor position possibly out of range
 7.55023, 100.870,  35.883, Sun position possibly out of range
 7.56691,  82.326, -24.439, Rotor position possibly out of range
 7.56691, 101.074,  36.053, Sun position possibly out of range
 7.58357,  82.121, -24.269, Rotor position possibly out of range
 7.58357, 101.279,  36.223, Sun position possibly out of range
 7.60024,  81.916, -24.099, Rotor position possibly out of range
 7.60024, 101.484,  36.393, Sun position possibly out of range
 7.61691,  81.710, -23.930, Rotor position possibly out of range
 7.61691, 101.690,  36.562, Sun position possibly out of range
 7.63358,  81.504, -23.760, Rotor position possibly out of range
 7.63358, 101.896,  36.732, Sun position possibly out of range
 7.65024,  81.296, -23.591, Rotor position possibly out of range
 7.65024, 102.104,  36.901, Sun position possibly out of range
 7.66692,  81.089, -23.422, Rotor position possibly out of range
 7.66692, 102.311,  37.070, Sun position possibly out of range
 7.68359,  80.880, -23.253, Rotor position possibly out of range
 7.68359, 102.520,  37.239, Sun position possibly out of range
 7.70026,  80.671, -23.084, Rotor position possibly out of range
 7.70026, 102.729,  37.408, Sun position possibly out of range
 7.71692,  80.462, -22.915, Rotor position possibly out of range
 7.71692, 102.938,  37.577, Sun position possibly out of range
 7.73360,  80.251, -22.746, Rotor position possibly out of range
 7.73360, 103.149,  37.746, Sun position possibly out of range
 7.75024, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75026, 145.000,  77.000, New tracking position
 7.76691, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.76693, 145.000, -14.000, New tracking position
 7.78358, 103.784,  38.251, Back to the Sun
 7.78361,  79.616, -22.241, Rotor position possibly out of range
 7.78361, 103.784,  38.251, Sun position possibly out of range
 7.80027,  79.403, -22.073, Rotor position possibly out of range
 7.80027, 103.997,  38.419, Sun position possibly out of range
 7.81693,  79.189, -21.905, Rotor position possibly out of range
 7.81693, 104.211,  38.587, Sun position possibly out of range
 7.83360,  78.975, -21.737, Rotor position possibly out of range
 7.83360, 104.425,  38.755, Sun position possibly out of range
 7.85027,  78.760, -21.570, Rotor position possibly out of range
 7.85027, 104.640,  38.922, Sun position possibly out of range
 7.86694,  78.544, -21.402, Rotor position possibly out of range
 7.86694, 104.856,  39.090, Sun position possibly out of range
 7.88361,  78.327, -21.235, Rotor position possibly out of range
 7.88361, 105.073,  39.257, Sun position possibly out of range
 7.90027,  78.110, -21.068, Rotor position possibly out of range
 7.90027, 105.290,  39.424, Sun position possibly out of range
 7.91695,  77.892, -20.901, Rotor position possibly out of range
 7.91695, 105.508,  39.591, Sun position possibly out of range
 7.93362,  77.673, -20.735, Rotor position possibly out of range
 7.93362, 105.727,  39.758, Sun position possibly out of range
 7.95029,  77.453, -20.568, Rotor position possibly out of range
 7.95029, 105.947,  39.924, Sun position possibly out of range
 7.96696,  77.233, -20.402, Rotor position possibly out of range
 7.96696, 106.167,  40.091, Sun position possibly out of range
 7.98362,  77.012, -20.235, Rotor position possibly out of range
 7.98362, 106.388,  40.257, Sun position possibly out of range
 8.00028, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 8.00030, 145.000,  77.000, New tracking position
