DiSEqC radio telescope tracker
Author: Christian Monstein, HB9SCT
Version: 2023-04-27

TIME [UT], Azimuth[deg], Elevation[deg], Message
 7.00000, 182.400,  60.500, Reference positions.

 7.00014, 145.000,  77.000, New tracking position
 7.01681, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.01684, 145.000, -14.000, New tracking position
 7.03348, 101.377,  23.285, Back to the Sun
 7.03351,  81.023, -37.207, Rotor position possibly out of range
 7.03351, 101.377,  23.285, Sun position possibly out of range
 7.05017,  80.828, -37.037, Rotor position possibly out of range
 7.05017, 101.572,  23.454, Sun position possibly out of range
 7.06685,  80.632, -36.868, Rotor position possibly out of range
 7.06685, 101.768,  23.624, Sun position possibly out of range
 7.08353,  80.436, -36.699, Rotor position possibly out of range
 7.08353, 101.964,  23.793, Sun position possibly out of range
 7.10019,  80.240, -36.529, Rotor position possibly out of range
 7.10019, 102.160,  23.963, Sun position possibly out of range
 7.11687,  80.044, -36.360, Rotor position possibly out of range
 7.11687, 102.356,  24.132, Sun position possibly out of range
 7.13355,  79.847, -36.191, Rotor position possibly out of range
 7.13355, 102.553,  24.301, Sun position possibly out of range
 7.15021,  79.649, -36.023, Rotor position possibly out of range
 7.15021, 102.751,  24.469, Sun position possibly out of range
 7.16689,  79.451, -35.854, Rotor position possibly out of range
 7.16689, 102.949,  24.638, Sun position possibly out of range
 7.18356,  79.253, -35.685, Rotor position possibly out of range
 7.18356, 103.147,  24.807, Sun position possibly out of range
 7.20022,  79.055, -35.517, Rotor position possibly out of range
 7.20022, 103.345,  24.975, Sun position possibly out of range
 7.21688,  78.856, -35.348, Rotor position possibly out of range
 7.21688, 103.544,  25.144, Sun position possibly out of range
 7.23356,  78.656, -35.180, Rotor position possibly out of range
 7.23356, 103.744,  25.312, Sun position possibly out of range
 7.25020, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.25022, 145.000,  77.000, New tracking position
 7.26686, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.26688, 145.000, -14.000, New tracking position
 7.28353, 104.345,  25.816, Back to the Sun
 7.28356,  78.055, -34.677, Rotor position possibly out of range
 7.28356, 104.345,  25.816, Sun position possibly out of range
 7.30024,  77.854, -34.509, Rotor position possibly out of range
 7.30024, 104.546,  25.983, Sun position possibly out of range
 7.31692,  77.653, -34.342, Rotor position possibly out of range
 7.31692, 104.747,  26.151, Sun position possibly out of range
 7.33358,  77.451, -34.174, Rotor position possibly out of range
 7.33358, 104.949,  26.318, Sun position possibly out of range
 7.35026,  77.248, -34.007, Rotor position possibly out of range
 7.35026, 105.152,  26.485, Sun position possibly out of range
 7.36692,  77.045, -33.840, Rotor position possibly out of range
 7.36692, 105.355,  26.652, Sun position possibly out of range
 7.38359, 105.558,  26.819, New tracking position
 7.40026, 105.762,  26.986, New tracking position
 7.41694, 105.966,  27.152, New tracking position
 7.43361, 106.171,  27.319, New tracking position
 7.45029, 106.377,  27.485, New tracking position
 7.46697, 106.586,  27.654, New tracking position
 7.48365, 106.792,  27.819, New tracking position
 7.50030, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.50032, 145.000,  77.000, New tracking position
 7.51698, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
 7.51700, 145.000, -14.000, New tracking position
 7.53364, 107.414,  28.316, Back to the Sun
 7.53366, 107.414,  28.316, New tracking position
 7.55034, 107.622,  28.481, New tracking position
 7.56701, 107.831,  28.646, New tracking position
 7.58341, 108.037,  28.808, New tracking position
 7.60008, 108.247,  28.973, New tracking position
 7.61674, 108.458,  29.137, New tracking position
 7.63341, 108.669,  29.301, New tracking position
 7.65008, 108.880,  29.465, New tracking position
 7.66674, 109.092,  29.629, New tracking position
 7.68341, 109.305,  29.792, New tracking position
 7.70009, 109.518,  29.956, New tracking position
 7.71676, 109.732,  30.119, New tracking position
 7.73343, 109.946,  30.282, New tracking position
 7.75011, 145.000,  77.000, Cold sky reference position (Tref = Tcold)
 7.75013, 145.000,  77.000, New tracking position
 7.76677, 145.000, -14.000, Hot reference position e.g. on ground (To=Thot)
