Frequency[MHz];Amplitude RX1[mV] at pwm=110;SW-version 1.24, e-Callisto
 45.000;1186
 45.063;1240
 45.125;1225
 45.188;1228
 45.250;1235
 45.313;1215
 45.375;1196
 45.438;1135
 45.500;1196
 45.563;1303
 45.625;1330
 45.688;1328
 45.750;1289
 45.813;1230
 45.875;1232
 45.938;1237
 46.000;1220
 46.063;1235
 46.125;1230
 46.188;1230
 46.250;1235
 46.313;1230
 46.375;1240
 46.438;1240
 46.500;1245
 46.563;1242
 46.625;1245
 46.688;1245
 46.750;1252
 46.813;1250
 46.875;1242
 46.938;1250
 47.000;1247
 47.063;1240
 47.125;1247
 47.188;1245
 47.250;1262
 47.313;1247
 47.375;1252
 47.438;1252
 47.500;1250
 47.563;1250
 47.625;1254
 47.688;1254
 47.750;1252
 47.813;1252
 47.875;1264
 47.938;1257
 48.000;1254
 48.063;1254
 48.125;1257
 48.188;1252
 48.250;1259
 48.313;1264
 48.375;1259
 48.438;1254
 48.500;1269
 48.563;1264
 48.625;1264
 48.688;1262
 48.750;1259
 48.813;1259
 48.875;1262
 48.938;1257
 49.000;1247
 49.063;1257
 49.125;1267
 49.188;1264
 49.250;1257
 49.313;1262
 49.375;1252
 49.438;1259
 49.500;1267
 49.563;1259
 49.625;1269
 49.688;1257
 49.750;1267
 49.813;1262
 49.875;1257
 49.938;1267
 50.000;1298
 50.063;1303
 50.125;1335
 50.188;1320
 50.250;1313
 50.313;1289
 50.375;1262
 50.438;1259
 50.500;1262
 50.563;1262
 50.625;1262
 50.688;1267
 50.750;1267
 50.813;1267
 50.875;1259
 50.938;1264
 51.000;1262
 51.063;1267
 51.125;1264
 51.188;1259
 51.250;1274
 51.313;1259
 51.375;1267
 51.438;1269
 51.500;1274
 51.563;1262
 51.625;1264
 51.688;1276
 51.750;1269
 51.813;1259
 51.875;1267
 51.938;1259
 52.000;1269
 52.063;1264
 52.125;1269
 52.188;1274
 52.250;1264
 52.313;1276
 52.375;1269
 52.438;1274
 52.500;1269
 52.563;1276
 52.625;1274
 52.688;1271
 52.750;1269
 52.813;1276
 52.875;1264
 52.938;1279
 53.000;1279
 53.063;1264
 53.125;1274
 53.188;1269
 53.250;1281
 53.313;1274
 53.375;1267
 53.438;1274
 53.500;1267
 53.563;1271
 53.625;1284
 53.688;1269
 53.750;1271
 53.813;1274
 53.875;1276
 53.938;1267
 54.000;1276
 54.063;1279
 54.125;1284
 54.188;1264
 54.250;1267
 54.313;1281
 54.375;1289
 54.438;1286
 54.500;1284
 54.563;1281
 54.625;1284
 54.688;1286
 54.750;1279
 54.813;1271
 54.875;1286
 54.938;1286
 55.000;1289
 55.063;1279
 55.125;1279
 55.188;1293
 55.250;1289
 55.313;1284
 55.375;1291
 55.438;1291
 55.500;1289
 55.563;1293
 55.625;1289
 55.688;1291
 55.750;1284
 55.813;1291
 55.875;1296
 55.938;1291
 56.000;1296
 56.063;1296
 56.125;1289
 56.188;1298
 56.250;1289
 56.313;1293
 56.375;1291
 56.438;1296
 56.500;1286
 56.563;1289
 56.625;1298
 56.688;1296
 56.750;1303
 56.813;1291
 56.875;1301
 56.938;1296
 57.000;1296
 57.063;1301
 57.125;1293
 57.188;1296
 57.250;1306
 57.313;1296
 57.375;1298
 57.438;1298
 57.500;1308
 57.563;1296
 57.625;1298
 57.688;1298
 57.750;1301
 57.813;1303
 57.875;1301
 57.938;1293
 58.000;1306
 58.063;1296
 58.125;1291
 58.188;1301
 58.250;1303
 58.313;1308
 58.375;1301
 58.438;1303
 58.500;1298
 58.563;1298
 58.625;1301
 58.688;1301
 58.750;1303
 58.813;1293
 58.875;1298
 58.938;1298
 59.000;1313
 59.063;1303
 59.125;1296
 59.188;1303
 59.250;1301
 59.313;1303
 59.375;1308
 59.438;1311
 59.500;1298
 59.563;1306
 59.625;1296
 59.688;1308
 59.750;1303
 59.813;1308
 59.875;1308
 59.938;1303
 60.000;1306
 60.063;1296
 60.125;1306
 60.188;1303
 60.250;1301
 60.313;1311
 60.375;1301
 60.438;1296
 60.500;1303
 60.563;1311
 60.625;1303
 60.688;1308
 60.750;1311
 60.813;1301
 60.875;1298
 60.938;1308
 61.000;1298
 61.063;1301
 61.125;1303
 61.188;1313
 61.250;1306
 61.313;1298
 61.375;1308
 61.438;1308
 61.500;1298
 61.563;1303
 61.625;1296
 61.688;1301
 61.750;1306
 61.813;1306
 61.875;1308
 61.938;1296
 62.000;1291
 62.063;1298
 62.125;1298
 62.188;1303
 62.250;1303
 62.313;1303
 62.375;1303
 62.438;1301
 62.500;1293
 62.563;1306
 62.625;1298
 62.688;1303
 62.750;1289
 62.813;1296
 62.875;1286
 62.938;1289
 63.000;1291
 63.063;1298
 63.125;1289
 63.188;1311
 63.250;1296
 63.313;1306
 63.375;1296
 63.438;1293
 63.500;1296
 63.563;1303
 63.625;1291
 63.688;1306
 63.750;1298
 63.813;1293
 63.875;1296
 63.938;1291
 64.000;1296
 64.063;1296
 64.125;1303
 64.188;1296
 64.250;1291
 64.313;1298
 64.375;1286
 64.438;1296
 64.500;1293
 64.563;1291
 64.625;1284
 64.688;1289
 64.750;1301
 64.813;1298
 64.875;1301
 64.938;1291
 65.000;1298
 65.063;1298
 65.125;1284
 65.188;1296
 65.250;1293
 65.313;1298
 65.375;1303
 65.438;1291
 65.500;1296
 65.563;1291
 65.625;1291
 65.688;1298
 65.750;1291
 65.813;1291
 65.875;1301
 65.938;1298
 66.000;1293
 66.063;1291
 66.125;1291
 66.188;1296
 66.250;1298
 66.313;1293
 66.375;1306
 66.438;1303
