# DiSEqC radio telescope tracker
# Author: Christian Monstein, HB9SCT
# Version: 2023-04-27
# Reference positions: Azimuth= 186.300 deg, Elevation=  60.500 deg

TIME [UT];Real azimuth [deg];Real elevation [deg];Rotor azimuth [deg];Rotor elevation [deg]; Message
13.30889; 207.230;  12.639; -20.930; -47.863;Commanded position az=-20.930, el=-47.863
13.30945; 207.230;  13.139; -20.930; -47.363;Commanded position az=-20.930, el=-47.363
13.31000; 207.230;  13.639; -20.930; -46.863;Commanded position az=-20.930, el=-46.863
13.31056; 207.230;  14.139; -20.930; -46.363;Commanded position az=-20.930, el=-46.363
13.31112; 207.230;  14.639; -20.930; -45.863;Commanded position az=-20.930, el=-45.863
13.31167; 207.230;  15.139; -20.930; -45.363;Commanded position az=-20.930, el=-45.363
13.31223; 207.230;  15.639; -20.930; -44.863;Commanded position az=-20.930, el=-44.863
13.31279; 207.230;  16.139; -20.930; -44.363;Commanded position az=-20.930, el=-44.363
13.31334; 207.230;  16.639; -20.930; -43.863;Commanded position az=-20.930, el=-43.863
13.31390; 207.230;  17.139; -20.930; -43.363;Commanded position az=-20.930, el=-43.363
13.31446; 207.230;  17.639; -20.930; -42.863;Commanded position az=-20.930, el=-42.863
13.31501; 207.230;  18.139; -20.930; -42.363;Commanded position az=-20.930, el=-42.363
13.31557; 207.230;  18.639; -20.930; -41.863;Commanded position az=-20.930, el=-41.863
13.31613; 207.230;  19.139; -20.930; -41.363;Commanded position az=-20.930, el=-41.363
13.31668; 207.230;  19.639; -20.930; -40.863;Commanded position az=-20.930, el=-40.863
13.31724; 207.230;  20.139; -20.930; -40.363;Commanded position az=-20.930, el=-40.363
13.31780; 207.230;  20.639; -20.930; -39.863;Commanded position az=-20.930, el=-39.863
13.31835; 207.230;  21.139; -20.930; -39.363;Commanded position az=-20.930, el=-39.363
13.31891; 207.230;  21.639; -20.930; -38.863;Commanded position az=-20.930, el=-38.863
13.31947; 207.730;  21.639; -21.430; -38.863;Commanded position az=-21.430, el=-38.863
13.32002; 207.730;  21.139; -21.430; -39.363;Commanded position az=-21.430, el=-39.363
13.32058; 207.730;  20.639; -21.430; -39.863;Commanded position az=-21.430, el=-39.863
13.32113; 207.730;  20.139; -21.430; -40.363;Commanded position az=-21.430, el=-40.363
13.32169; 207.730;  19.639; -21.430; -40.863;Commanded position az=-21.430, el=-40.863
13.32225; 207.730;  19.139; -21.430; -41.363;Commanded position az=-21.430, el=-41.363
13.32280; 207.730;  18.639; -21.430; -41.863;Commanded position az=-21.430, el=-41.863
13.32336; 207.730;  18.139; -21.430; -42.363;Commanded position az=-21.430, el=-42.363
13.32392; 207.730;  17.639; -21.430; -42.863;Commanded position az=-21.430, el=-42.863
13.32447; 207.730;  17.139; -21.430; -43.363;Commanded position az=-21.430, el=-43.363
13.32503; 207.730;  16.639; -21.430; -43.863;Commanded position az=-21.430, el=-43.863
13.32559; 207.730;  16.139; -21.430; -44.363;Commanded position az=-21.430, el=-44.363
13.32614; 207.730;  15.639; -21.430; -44.863;Commanded position az=-21.430, el=-44.863
13.32670; 207.730;  15.139; -21.430; -45.363;Commanded position az=-21.430, el=-45.363
13.32726; 207.730;  14.639; -21.430; -45.863;Commanded position az=-21.430, el=-45.863
13.32781; 207.730;  14.139; -21.430; -46.363;Commanded position az=-21.430, el=-46.363
13.32837; 207.730;  13.639; -21.430; -46.863;Commanded position az=-21.430, el=-46.863
13.32893; 207.730;  13.139; -21.430; -47.363;Commanded position az=-21.430, el=-47.363
13.32948; 207.730;  12.639; -21.430; -47.863;Commanded position az=-21.430, el=-47.863
13.33004; 207.730;  12.139; -21.430; -48.363;Commanded position az=-21.430, el=-48.363
13.33060; 207.730;  11.639; -21.430; -48.863;Commanded position az=-21.430, el=-48.863
13.33115; 208.230;  11.639; -21.930; -48.863;Commanded position az=-21.930, el=-48.863
13.33171; 208.230;  12.139; -21.930; -48.363;Commanded position az=-21.930, el=-48.363
13.33227; 208.230;  12.639; -21.930; -47.863;Commanded position az=-21.930, el=-47.863
13.33282; 208.230;  13.139; -21.930; -47.363;Commanded position az=-21.930, el=-47.363
13.33338; 208.230;  13.639; -21.930; -46.863;Commanded position az=-21.930, el=-46.863
13.33394; 208.230;  14.139; -21.930; -46.363;Commanded position az=-21.930, el=-46.363
13.33449; 208.230;  14.639; -21.930; -45.863;Commanded position az=-21.930, el=-45.863
13.33505; 208.230;  15.139; -21.930; -45.363;Commanded position az=-21.930, el=-45.363
13.33561; 208.230;  15.639; -21.930; -44.863;Commanded position az=-21.930, el=-44.863
13.33616; 208.230;  16.139; -21.930; -44.363;Commanded position az=-21.930, el=-44.363
13.33672; 208.230;  16.639; -21.930; -43.863;Commanded position az=-21.930, el=-43.863
13.33728; 208.230;  17.139; -21.930; -43.363;Commanded position az=-21.930, el=-43.363
13.33783; 208.230;  17.639; -21.930; -42.863;Commanded position az=-21.930, el=-42.863
13.33839; 208.230;  18.139; -21.930; -42.363;Commanded position az=-21.930, el=-42.363
13.33895; 208.230;  18.639; -21.930; -41.863;Commanded position az=-21.930, el=-41.863
13.33950; 208.230;  19.139; -21.930; -41.363;Commanded position az=-21.930, el=-41.363
13.34006; 208.230;  19.639; -21.930; -40.863;Commanded position az=-21.930, el=-40.863
13.34061; 208.230;  20.139; -21.930; -40.363;Commanded position az=-21.930, el=-40.363
13.34117; 208.230;  20.639; -21.930; -39.863;Commanded position az=-21.930, el=-39.863
13.34173; 208.230;  21.139; -21.930; -39.363;Commanded position az=-21.930, el=-39.363
13.34228; 208.230;  21.639; -21.930; -38.863;Commanded position az=-21.930, el=-38.863
13.34284; 208.730;  21.639; -22.430; -38.863;Commanded position az=-22.430, el=-38.863
13.34340; 208.730;  21.139; -22.430; -39.363;Commanded position az=-22.430, el=-39.363
13.34395; 208.730;  20.639; -22.430; -39.863;Commanded position az=-22.430, el=-39.863
13.34451; 208.730;  20.139; -22.430; -40.363;Commanded position az=-22.430, el=-40.363
13.34507; 208.730;  19.639; -22.430; -40.863;Commanded position az=-22.430, el=-40.863
13.34562; 208.730;  19.139; -22.430; -41.363;Commanded position az=-22.430, el=-41.363
13.34618; 208.730;  18.639; -22.430; -41.863;Commanded position az=-22.430, el=-41.863
13.34674; 208.730;  18.139; -22.430; -42.363;Commanded position az=-22.430, el=-42.363
13.34729; 208.730;  17.639; -22.430; -42.863;Commanded position az=-22.430, el=-42.863
13.34785; 208.730;  17.139; -22.430; -43.363;Commanded position az=-22.430, el=-43.363
13.34841; 208.730;  16.639; -22.430; -43.863;Commanded position az=-22.430, el=-43.863
13.34896; 208.730;  16.139; -22.430; -44.363;Commanded position az=-22.430, el=-44.363
13.34952; 208.730;  15.639; -22.430; -44.863;Commanded position az=-22.430, el=-44.863
13.35008; 208.730;  15.139; -22.430; -45.363;Commanded position az=-22.430, el=-45.363
13.35063; 208.730;  14.639; -22.430; -45.863;Commanded position az=-22.430, el=-45.863
13.35119; 208.730;  14.139; -22.430; -46.363;Commanded position az=-22.430, el=-46.363
13.35175; 208.730;  13.639; -22.430; -46.863;Commanded position az=-22.430, el=-46.863
13.35230; 208.730;  13.139; -22.430; -47.363;Commanded position az=-22.430, el=-47.363
13.35286; 208.730;  12.639; -22.430; -47.863;Commanded position az=-22.430, el=-47.863
13.35342; 208.730;  12.139; -22.430; -48.363;Commanded position az=-22.430, el=-48.363
13.35397; 208.730;  11.639; -22.430; -48.863;Commanded position az=-22.430, el=-48.863
13.35453; 209.230;  11.639; -22.930; -48.863;Commanded position az=-22.930, el=-48.863
13.35509; 209.230;  12.139; -22.930; -48.363;Commanded position az=-22.930, el=-48.363
13.35564; 209.230;  12.639; -22.930; -47.863;Commanded position az=-22.930, el=-47.863
13.35620; 209.230;  13.139; -22.930; -47.363;Commanded position az=-22.930, el=-47.363
13.35675; 209.230;  13.639; -22.930; -46.863;Commanded position az=-22.930, el=-46.863
13.35731; 209.230;  14.139; -22.930; -46.363;Commanded position az=-22.930, el=-46.363
13.35787; 209.230;  14.639; -22.930; -45.863;Commanded position az=-22.930, el=-45.863
13.35842; 209.230;  15.139; -22.930; -45.363;Commanded position az=-22.930, el=-45.363
13.35898; 209.230;  15.639; -22.930; -44.863;Commanded position az=-22.930, el=-44.863
13.35954; 209.230;  16.139; -22.930; -44.363;Commanded position az=-22.930, el=-44.363
13.36009; 209.230;  16.639; -22.930; -43.863;Commanded position az=-22.930, el=-43.863
13.36065; 209.230;  17.139; -22.930; -43.363;Commanded position az=-22.930, el=-43.363
13.36121; 209.230;  17.639; -22.930; -42.863;Commanded position az=-22.930, el=-42.863
13.36176; 209.230;  18.139; -22.930; -42.363;Commanded position az=-22.930, el=-42.363
13.36232; 209.230;  18.639; -22.930; -41.863;Commanded position az=-22.930, el=-41.863
13.36288; 209.230;  19.139; -22.930; -41.363;Commanded position az=-22.930, el=-41.363
13.36343; 209.230;  19.639; -22.930; -40.863;Commanded position az=-22.930, el=-40.863
13.36399; 209.230;  20.139; -22.930; -40.363;Commanded position az=-22.930, el=-40.363
13.36455; 209.230;  20.639; -22.930; -39.863;Commanded position az=-22.930, el=-39.863
13.36510; 209.230;  21.139; -22.930; -39.363;Commanded position az=-22.930, el=-39.363
13.36566; 209.230;  21.639; -22.930; -38.863;Commanded position az=-22.930, el=-38.863
13.36622; 209.730;  21.639; -23.430; -38.863;Commanded position az=-23.430, el=-38.863
13.36677; 209.730;  21.139; -23.430; -39.363;Commanded position az=-23.430, el=-39.363
13.36733; 209.730;  20.639; -23.430; -39.863;Commanded position az=-23.430, el=-39.863
13.36789; 209.730;  20.139; -23.430; -40.363;Commanded position az=-23.430, el=-40.363
13.36844; 209.730;  19.639; -23.430; -40.863;Commanded position az=-23.430, el=-40.863
13.36900; 209.730;  19.139; -23.430; -41.363;Commanded position az=-23.430, el=-41.363
13.36956; 209.730;  18.639; -23.430; -41.863;Commanded position az=-23.430, el=-41.863
13.37011; 209.730;  18.139; -23.430; -42.363;Commanded position az=-23.430, el=-42.363
13.37067; 209.730;  17.639; -23.430; -42.863;Commanded position az=-23.430, el=-42.863
13.37123; 209.730;  17.139; -23.430; -43.363;Commanded position az=-23.430, el=-43.363
13.37178; 209.730;  16.639; -23.430; -43.863;Commanded position az=-23.430, el=-43.863
13.37234; 209.730;  16.139; -23.430; -44.363;Commanded position az=-23.430, el=-44.363
13.37290; 209.730;  15.639; -23.430; -44.863;Commanded position az=-23.430, el=-44.863
13.37345; 209.730;  15.139; -23.430; -45.363;Commanded position az=-23.430, el=-45.363
13.37401; 209.730;  14.639; -23.430; -45.863;Commanded position az=-23.430, el=-45.863
13.37457; 209.730;  14.139; -23.430; -46.363;Commanded position az=-23.430, el=-46.363
13.37512; 209.730;  13.639; -23.430; -46.863;Commanded position az=-23.430, el=-46.863
13.37568; 209.730;  13.139; -23.430; -47.363;Commanded position az=-23.430, el=-47.363
13.37624; 209.730;  12.639; -23.430; -47.863;Commanded position az=-23.430, el=-47.863
13.37679; 209.730;  12.139; -23.430; -48.363;Commanded position az=-23.430, el=-48.363
13.37735; 209.730;  11.639; -23.430; -48.863;Commanded position az=-23.430, el=-48.863
13.37791; 210.230;  11.639; -23.930; -48.863;Commanded position az=-23.930, el=-48.863
13.37846; 210.230;  12.139; -23.930; -48.363;Commanded position az=-23.930, el=-48.363
13.37902; 210.230;  12.639; -23.930; -47.863;Commanded position az=-23.930, el=-47.863
13.37958; 210.230;  13.139; -23.930; -47.363;Commanded position az=-23.930, el=-47.363
13.38013; 210.230;  13.639; -23.930; -46.863;Commanded position az=-23.930, el=-46.863
13.38069; 210.230;  14.139; -23.930; -46.363;Commanded position az=-23.930, el=-46.363
13.38124; 210.230;  14.639; -23.930; -45.863;Commanded position az=-23.930, el=-45.863
13.38180; 210.230;  15.139; -23.930; -45.363;Commanded position az=-23.930, el=-45.363
13.38236; 210.230;  15.639; -23.930; -44.863;Commanded position az=-23.930, el=-44.863
13.38291; 210.230;  16.139; -23.930; -44.363;Commanded position az=-23.930, el=-44.363
13.38347; 210.230;  16.639; -23.930; -43.863;Commanded position az=-23.930, el=-43.863
13.38403; 210.230;  17.139; -23.930; -43.363;Commanded position az=-23.930, el=-43.363
13.38458; 210.230;  17.639; -23.930; -42.863;Commanded position az=-23.930, el=-42.863
13.38514; 210.230;  18.139; -23.930; -42.363;Commanded position az=-23.930, el=-42.363
13.38570; 210.230;  18.639; -23.930; -41.863;Commanded position az=-23.930, el=-41.863
13.38625; 210.230;  19.139; -23.930; -41.363;Commanded position az=-23.930, el=-41.363
13.38681; 210.230;  19.639; -23.930; -40.863;Commanded position az=-23.930, el=-40.863
13.38737; 210.230;  20.139; -23.930; -40.363;Commanded position az=-23.930, el=-40.363
13.38792; 210.230;  20.639; -23.930; -39.863;Commanded position az=-23.930, el=-39.863
13.38848; 210.230;  21.139; -23.930; -39.363;Commanded position az=-23.930, el=-39.363
13.38904; 210.230;  21.639; -23.930; -38.863;Commanded position az=-23.930, el=-38.863
13.38959; 210.730;  21.639; -24.430; -38.863;Commanded position az=-24.430, el=-38.863
13.39015; 210.730;  21.139; -24.430; -39.363;Commanded position az=-24.430, el=-39.363
13.39070; 210.730;  20.639; -24.430; -39.863;Commanded position az=-24.430, el=-39.863
13.39126; 210.730;  20.139; -24.430; -40.363;Commanded position az=-24.430, el=-40.363
13.39182; 210.730;  19.639; -24.430; -40.863;Commanded position az=-24.430, el=-40.863
13.39237; 210.730;  19.139; -24.430; -41.363;Commanded position az=-24.430, el=-41.363
13.39293; 210.730;  18.639; -24.430; -41.863;Commanded position az=-24.430, el=-41.863
13.39349; 210.730;  18.139; -24.430; -42.363;Commanded position az=-24.430, el=-42.363
13.39404; 210.730;  17.639; -24.430; -42.863;Commanded position az=-24.430, el=-42.863
13.39460; 210.730;  17.139; -24.430; -43.363;Commanded position az=-24.430, el=-43.363
13.39516; 210.730;  16.639; -24.430; -43.863;Commanded position az=-24.430, el=-43.863
13.39571; 210.730;  16.139; -24.430; -44.363;Commanded position az=-24.430, el=-44.363
13.39627; 210.730;  15.639; -24.430; -44.863;Commanded position az=-24.430, el=-44.863
13.39683; 210.730;  15.139; -24.430; -45.363;Commanded position az=-24.430, el=-45.363
13.39738; 210.730;  14.639; -24.430; -45.863;Commanded position az=-24.430, el=-45.863
13.39794; 210.730;  14.139; -24.430; -46.363;Commanded position az=-24.430, el=-46.363
13.39850; 210.730;  13.639; -24.430; -46.863;Commanded position az=-24.430, el=-46.863
13.39905; 210.730;  13.139; -24.430; -47.363;Commanded position az=-24.430, el=-47.363
