# DiSEqC radio telescope tracker
# Author: Christian Monstein, HB9SCT
# Version: 2023-04-27
# Reference positions: Azimuth= 183.400 deg, Elevation=  60.500 deg

TIME [UT];Real azimuth [deg];Real elevation [deg];Rotor azimuth [deg];Rotor elevation [deg]; Message
10.42299; 157.774;  17.396;  25.626; -43.102;Commanded position az=25.626, el=-43.102
10.42320; 157.774;  16.896;  25.626; -43.602;Commanded position az=25.626, el=-43.602
10.42341; 157.774;  16.396;  25.626; -44.102;Commanded position az=25.626, el=-44.102
10.42362; 157.774;  15.896;  25.626; -44.602;Commanded position az=25.626, el=-44.602
10.42383; 157.774;  15.396;  25.626; -45.102;Commanded position az=25.626, el=-45.102
10.42403; 157.774;  14.896;  25.626; -45.602;Commanded position az=25.626, el=-45.602
10.42424; 157.774;  14.396;  25.626; -46.102;Commanded position az=25.626, el=-46.102
10.42445; 157.774;  13.896;  25.626; -46.602;Commanded position az=25.626, el=-46.602
10.42466; 157.774;  13.396;  25.626; -47.102;Commanded position az=25.626, el=-47.102
10.42487; 157.774;  12.896;  25.626; -47.602;Commanded position az=25.626, el=-47.602
10.42508; 157.774;  12.396;  25.626; -48.102;Commanded position az=25.626, el=-48.102
10.42529; 157.774;  11.896;  25.626; -48.602;Commanded position az=25.626, el=-48.602
10.42550; 157.774;  11.396;  25.626; -49.102;Commanded position az=25.626, el=-49.102
10.42571; 157.774;  10.896;  25.626; -49.602;Commanded position az=25.626, el=-49.602
10.42592; 158.274;  10.896;  25.126; -49.602;Commanded position az=25.126, el=-49.602
10.42613; 158.274;  11.396;  25.126; -49.102;Commanded position az=25.126, el=-49.102
10.42634; 158.274;  11.896;  25.126; -48.602;Commanded position az=25.126, el=-48.602
10.42654; 158.274;  12.396;  25.126; -48.102;Commanded position az=25.126, el=-48.102
10.42675; 158.274;  12.896;  25.126; -47.602;Commanded position az=25.126, el=-47.602
10.42696; 158.274;  13.396;  25.126; -47.102;Commanded position az=25.126, el=-47.102
10.42717; 158.274;  13.896;  25.126; -46.602;Commanded position az=25.126, el=-46.602
10.42738; 158.274;  14.396;  25.126; -46.102;Commanded position az=25.126, el=-46.102
10.42759; 158.274;  14.896;  25.126; -45.602;Commanded position az=25.126, el=-45.602
10.42780; 158.274;  15.396;  25.126; -45.102;Commanded position az=25.126, el=-45.102
10.42801; 158.274;  15.896;  25.126; -44.602;Commanded position az=25.126, el=-44.602
10.42822; 158.274;  16.396;  25.126; -44.102;Commanded position az=25.126, el=-44.102
10.42843; 158.274;  16.896;  25.126; -43.602;Commanded position az=25.126, el=-43.602
10.42864; 158.274;  17.396;  25.126; -43.102;Commanded position az=25.126, el=-43.102
10.42885; 158.274;  17.896;  25.126; -42.602;Commanded position az=25.126, el=-42.602
10.42905; 158.274;  18.396;  25.126; -42.102;Commanded position az=25.126, el=-42.102
10.42926; 158.274;  18.896;  25.126; -41.602;Commanded position az=25.126, el=-41.602
10.42947; 158.274;  19.396;  25.126; -41.102;Commanded position az=25.126, el=-41.102
10.42968; 158.274;  19.896;  25.126; -40.602;Commanded position az=25.126, el=-40.602
10.42989; 158.274;  20.396;  25.126; -40.102;Commanded position az=25.126, el=-40.102
10.43010; 158.274;  20.896;  25.126; -39.602;Commanded position az=25.126, el=-39.602
10.43031; 158.274;  21.396;  25.126; -39.102;Commanded position az=25.126, el=-39.102
10.43052; 158.274;  21.896;  25.126; -38.602;Commanded position az=25.126, el=-38.602
10.43073; 158.274;  22.396;  25.126; -38.102;Commanded position az=25.126, el=-38.102
10.43094; 158.274;  22.896;  25.126; -37.602;Commanded position az=25.126, el=-37.602
10.43115; 158.274;  23.396;  25.126; -37.102;Commanded position az=25.126, el=-37.102
10.43136; 158.274;  23.896;  25.126; -36.602;Commanded position az=25.126, el=-36.602
10.43157; 158.274;  24.396;  25.126; -36.102;Commanded position az=25.126, el=-36.102
10.43178; 158.274;  24.896;  25.126; -35.602;Commanded position az=25.126, el=-35.602
10.43199; 158.274;  25.396;  25.126; -35.102;Commanded position az=25.126, el=-35.102
10.43220; 158.274;  25.896;  25.126; -34.602;Commanded position az=25.126, el=-34.602
10.43241; 158.274;  26.396;  25.126; -34.102;Commanded position az=25.126, el=-34.102
10.43261; 158.274;  26.896;  25.126; -33.602;Commanded position az=25.126, el=-33.602
10.43282; 158.274;  27.396;  25.126; -33.102;Commanded position az=25.126, el=-33.102
10.43303; 158.274;  27.896;  25.126; -32.602;Commanded position az=25.126, el=-32.602
10.43324; 158.274;  28.396;  25.126; -32.102;Commanded position az=25.126, el=-32.102
10.43345; 158.274;  28.896;  25.126; -31.602;Commanded position az=25.126, el=-31.602
10.43366; 158.274;  29.396;  25.126; -31.102;Commanded position az=25.126, el=-31.102
10.43387; 158.274;  29.896;  25.126; -30.602;Commanded position az=25.126, el=-30.602
10.43408; 158.274;  30.396;  25.126; -30.102;Commanded position az=25.126, el=-30.102
10.43429; 158.274;  30.896;  25.126; -29.602;Commanded position az=25.126, el=-29.602
10.43450; 158.774;  30.896;  24.626; -29.602;Commanded position az=24.626, el=-29.602
10.43471; 158.774;  30.396;  24.626; -30.102;Commanded position az=24.626, el=-30.102
10.43492; 158.774;  29.896;  24.626; -30.602;Commanded position az=24.626, el=-30.602
10.43513; 158.774;  29.396;  24.626; -31.102;Commanded position az=24.626, el=-31.102
10.43534; 158.774;  28.896;  24.626; -31.602;Commanded position az=24.626, el=-31.602
10.43555; 158.774;  28.396;  24.626; -32.102;Commanded position az=24.626, el=-32.102
10.43576; 158.774;  27.896;  24.626; -32.602;Commanded position az=24.626, el=-32.602
10.43596; 158.774;  27.396;  24.626; -33.102;Commanded position az=24.626, el=-33.102
10.43617; 158.774;  26.896;  24.626; -33.602;Commanded position az=24.626, el=-33.602
10.43638; 158.774;  26.396;  24.626; -34.102;Commanded position az=24.626, el=-34.102
10.43659; 158.774;  25.896;  24.626; -34.602;Commanded position az=24.626, el=-34.602
10.43680; 158.774;  25.396;  24.626; -35.102;Commanded position az=24.626, el=-35.102
10.43701; 158.774;  24.896;  24.626; -35.602;Commanded position az=24.626, el=-35.602
10.43722; 158.774;  24.396;  24.626; -36.102;Commanded position az=24.626, el=-36.102
10.43743; 158.774;  23.896;  24.626; -36.602;Commanded position az=24.626, el=-36.602
10.43764; 158.774;  23.396;  24.626; -37.102;Commanded position az=24.626, el=-37.102
10.43785; 158.774;  22.896;  24.626; -37.602;Commanded position az=24.626, el=-37.602
10.43806; 158.774;  22.396;  24.626; -38.102;Commanded position az=24.626, el=-38.102
10.43827; 158.774;  21.896;  24.626; -38.602;Commanded position az=24.626, el=-38.602
10.43848; 158.774;  21.396;  24.626; -39.102;Commanded position az=24.626, el=-39.102
10.43869; 158.774;  20.896;  24.626; -39.602;Commanded position az=24.626, el=-39.602
10.43890; 158.774;  20.396;  24.626; -40.102;Commanded position az=24.626, el=-40.102
10.43911; 158.774;  19.896;  24.626; -40.602;Commanded position az=24.626, el=-40.602
10.43932; 158.774;  19.396;  24.626; -41.102;Commanded position az=24.626, el=-41.102
10.43952; 158.774;  18.896;  24.626; -41.602;Commanded position az=24.626, el=-41.602
10.43973; 158.774;  18.396;  24.626; -42.102;Commanded position az=24.626, el=-42.102
10.43994; 158.774;  17.896;  24.626; -42.602;Commanded position az=24.626, el=-42.602
10.44015; 158.774;  17.396;  24.626; -43.102;Commanded position az=24.626, el=-43.102
10.44036; 158.774;  16.896;  24.626; -43.602;Commanded position az=24.626, el=-43.602
10.44057; 158.774;  16.396;  24.626; -44.102;Commanded position az=24.626, el=-44.102
10.44078; 158.774;  15.896;  24.626; -44.602;Commanded position az=24.626, el=-44.602
10.44099; 158.774;  15.396;  24.626; -45.102;Commanded position az=24.626, el=-45.102
10.44120; 158.774;  14.896;  24.626; -45.602;Commanded position az=24.626, el=-45.602
10.44141; 158.774;  14.396;  24.626; -46.102;Commanded position az=24.626, el=-46.102
10.44162; 158.774;  13.896;  24.626; -46.602;Commanded position az=24.626, el=-46.602
10.44183; 158.774;  13.396;  24.626; -47.102;Commanded position az=24.626, el=-47.102
10.44204; 158.774;  12.896;  24.626; -47.602;Commanded position az=24.626, el=-47.602
10.44225; 158.774;  12.396;  24.626; -48.102;Commanded position az=24.626, el=-48.102
10.44245; 158.774;  11.896;  24.626; -48.602;Commanded position az=24.626, el=-48.602
10.44266; 158.774;  11.396;  24.626; -49.102;Commanded position az=24.626, el=-49.102
10.44287; 158.774;  10.896;  24.626; -49.602;Commanded position az=24.626, el=-49.602
10.44308; 159.274;  10.896;  24.126; -49.602;Commanded position az=24.126, el=-49.602
10.44329; 159.274;  11.396;  24.126; -49.102;Commanded position az=24.126, el=-49.102
10.44350; 159.274;  11.896;  24.126; -48.602;Commanded position az=24.126, el=-48.602
10.44371; 159.274;  12.396;  24.126; -48.102;Commanded position az=24.126, el=-48.102
10.44392; 159.274;  12.896;  24.126; -47.602;Commanded position az=24.126, el=-47.602
10.44413; 159.274;  13.396;  24.126; -47.102;Commanded position az=24.126, el=-47.102
10.44434; 159.274;  13.896;  24.126; -46.602;Commanded position az=24.126, el=-46.602
10.44455; 159.274;  14.396;  24.126; -46.102;Commanded position az=24.126, el=-46.102
10.44476; 159.274;  14.896;  24.126; -45.602;Commanded position az=24.126, el=-45.602
10.44497; 159.274;  15.396;  24.126; -45.102;Commanded position az=24.126, el=-45.102
10.44518; 159.274;  15.896;  24.126; -44.602;Commanded position az=24.126, el=-44.602
10.44539; 159.274;  16.396;  24.126; -44.102;Commanded position az=24.126, el=-44.102
10.44560; 159.274;  16.896;  24.126; -43.602;Commanded position az=24.126, el=-43.602
10.44581; 159.274;  17.396;  24.126; -43.102;Commanded position az=24.126, el=-43.102
10.44602; 159.274;  17.896;  24.126; -42.602;Commanded position az=24.126, el=-42.602
10.44622; 159.274;  18.396;  24.126; -42.102;Commanded position az=24.126, el=-42.102
10.44643; 159.274;  18.896;  24.126; -41.602;Commanded position az=24.126, el=-41.602
10.44664; 159.274;  19.396;  24.126; -41.102;Commanded position az=24.126, el=-41.102
10.44685; 159.274;  19.896;  24.126; -40.602;Commanded position az=24.126, el=-40.602
10.44706; 159.274;  20.396;  24.126; -40.102;Commanded position az=24.126, el=-40.102
10.44727; 159.274;  20.896;  24.126; -39.602;Commanded position az=24.126, el=-39.602
10.44748; 159.274;  21.396;  24.126; -39.102;Commanded position az=24.126, el=-39.102
10.44769; 159.274;  21.896;  24.126; -38.602;Commanded position az=24.126, el=-38.602
10.44790; 159.274;  22.396;  24.126; -38.102;Commanded position az=24.126, el=-38.102
10.44811; 159.274;  22.896;  24.126; -37.602;Commanded position az=24.126, el=-37.602
10.44832; 159.274;  23.396;  24.126; -37.102;Commanded position az=24.126, el=-37.102
10.44853; 159.274;  23.896;  24.126; -36.602;Commanded position az=24.126, el=-36.602
10.44874; 159.274;  24.396;  24.126; -36.102;Commanded position az=24.126, el=-36.102
10.44895; 159.274;  24.896;  24.126; -35.602;Commanded position az=24.126, el=-35.602
10.44916; 159.274;  25.396;  24.126; -35.102;Commanded position az=24.126, el=-35.102
10.44937; 159.274;  25.896;  24.126; -34.602;Commanded position az=24.126, el=-34.602
10.44958; 159.274;  26.396;  24.126; -34.102;Commanded position az=24.126, el=-34.102
10.44978; 159.274;  26.896;  24.126; -33.602;Commanded position az=24.126, el=-33.602
10.44999; 159.274;  27.396;  24.126; -33.102;Commanded position az=24.126, el=-33.102
10.45020; 159.274;  27.896;  24.126; -32.602;Commanded position az=24.126, el=-32.602
10.45041; 159.274;  28.396;  24.126; -32.102;Commanded position az=24.126, el=-32.102
10.45062; 159.274;  28.896;  24.126; -31.602;Commanded position az=24.126, el=-31.602
10.45083; 159.274;  29.396;  24.126; -31.102;Commanded position az=24.126, el=-31.102
10.45104; 159.274;  29.896;  24.126; -30.602;Commanded position az=24.126, el=-30.602
10.45125; 159.274;  30.396;  24.126; -30.102;Commanded position az=24.126, el=-30.102
10.45146; 159.274;  30.896;  24.126; -29.602;Commanded position az=24.126, el=-29.602
10.45167; 159.774;  30.896;  23.626; -29.602;Commanded position az=23.626, el=-29.602
10.45188; 159.774;  30.396;  23.626; -30.102;Commanded position az=23.626, el=-30.102
10.45209; 159.774;  29.896;  23.626; -30.602;Commanded position az=23.626, el=-30.602
10.45230; 159.774;  29.396;  23.626; -31.102;Commanded position az=23.626, el=-31.102
10.45251; 159.774;  28.896;  23.626; -31.602;Commanded position az=23.626, el=-31.602
10.45272; 159.774;  28.396;  23.626; -32.102;Commanded position az=23.626, el=-32.102
10.45293; 159.774;  27.896;  23.626; -32.602;Commanded position az=23.626, el=-32.602
10.45314; 159.774;  27.396;  23.626; -33.102;Commanded position az=23.626, el=-33.102
10.45334; 159.774;  26.896;  23.626; -33.602;Commanded position az=23.626, el=-33.602
10.45355; 159.774;  26.396;  23.626; -34.102;Commanded position az=23.626, el=-34.102
10.45376; 159.774;  25.896;  23.626; -34.602;Commanded position az=23.626, el=-34.602
10.45397; 159.774;  25.396;  23.626; -35.102;Commanded position az=23.626, el=-35.102
10.45418; 159.774;  24.896;  23.626; -35.602;Commanded position az=23.626, el=-35.602
10.45439; 159.774;  24.396;  23.626; -36.102;Commanded position az=23.626, el=-36.102
10.45460; 159.774;  23.896;  23.626; -36.602;Commanded position az=23.626, el=-36.602
10.45481; 159.774;  23.396;  23.626; -37.102;Commanded position az=23.626, el=-37.102
10.45502; 159.774;  22.896;  23.626; -37.602;Commanded position az=23.626, el=-37.602
10.45523; 159.774;  22.396;  23.626; -38.102;Commanded position az=23.626, el=-38.102
10.45544; 159.774;  21.896;  23.626; -38.602;Commanded position az=23.626, el=-38.602
10.45565; 159.774;  21.396;  23.626; -39.102;Commanded position az=23.626, el=-39.102
10.45586; 159.774;  20.896;  23.626; -39.602;Commanded position az=23.626, el=-39.602
10.45606; 159.774;  20.396;  23.626; -40.102;Commanded position az=23.626, el=-40.102
10.45627; 159.774;  19.896;  23.626; -40.602;Commanded position az=23.626, el=-40.602
10.45648; 159.774;  19.396;  23.626; -41.102;Commanded position az=23.626, el=-41.102
10.45669; 159.774;  18.896;  23.626; -41.602;Commanded position az=23.626, el=-41.602
10.45690; 159.774;  18.396;  23.626; -42.102;Commanded position az=23.626, el=-42.102
10.45711; 159.774;  17.896;  23.626; -42.602;Commanded position az=23.626, el=-42.602
10.45732; 159.774;  17.396;  23.626; -43.102;Commanded position az=23.626, el=-43.102
10.45753; 159.774;  16.896;  23.626; -43.602;Commanded position az=23.626, el=-43.602
10.45774; 159.774;  16.396;  23.626; -44.102;Commanded position az=23.626, el=-44.102
10.45795; 159.774;  15.896;  23.626; -44.602;Commanded position az=23.626, el=-44.602
10.45816; 159.774;  15.396;  23.626; -45.102;Commanded position az=23.626, el=-45.102
10.45837; 159.774;  14.896;  23.626; -45.602;Commanded position az=23.626, el=-45.602
10.45858; 159.774;  14.396;  23.626; -46.102;Commanded position az=23.626, el=-46.102
10.45879; 159.774;  13.896;  23.626; -46.602;Commanded position az=23.626, el=-46.602
10.45900; 159.774;  13.396;  23.626; -47.102;Commanded position az=23.626, el=-47.102
10.45921; 159.774;  12.896;  23.626; -47.602;Commanded position az=23.626, el=-47.602
10.45942; 159.774;  12.396;  23.626; -48.102;Commanded position az=23.626, el=-48.102
10.45962; 159.774;  11.896;  23.626; -48.602;Commanded position az=23.626, el=-48.602
10.45983; 159.774;  11.396;  23.626; -49.102;Commanded position az=23.626, el=-49.102
10.46004; 159.774;  10.896;  23.626; -49.602;Commanded position az=23.626, el=-49.602
10.46025; 160.274;  10.896;  23.126; -49.602;Commanded position az=23.126, el=-49.602
10.46046; 160.274;  11.396;  23.126; -49.102;Commanded position az=23.126, el=-49.102
10.46067; 160.274;  11.896;  23.126; -48.602;Commanded position az=23.126, el=-48.602
10.46088; 160.274;  12.396;  23.126; -48.102;Commanded position az=23.126, el=-48.102
10.46109; 160.274;  12.896;  23.126; -47.602;Commanded position az=23.126, el=-47.602
10.46130; 160.274;  13.396;  23.126; -47.102;Commanded position az=23.126, el=-47.102
10.46151; 160.274;  13.896;  23.126; -46.602;Commanded position az=23.126, el=-46.602
10.46172; 160.274;  14.396;  23.126; -46.102;Commanded position az=23.126, el=-46.102
10.46193; 160.274;  14.896;  23.126; -45.602;Commanded position az=23.126, el=-45.602
10.46214; 160.274;  15.396;  23.126; -45.102;Commanded position az=23.126, el=-45.102
10.46235; 160.274;  15.896;  23.126; -44.602;Commanded position az=23.126, el=-44.602
10.46256; 160.274;  16.396;  23.126; -44.102;Commanded position az=23.126, el=-44.102
10.46276; 160.274;  16.896;  23.126; -43.602;Commanded position az=23.126, el=-43.602
10.46297; 160.274;  17.396;  23.126; -43.102;Commanded position az=23.126, el=-43.102
10.46318; 160.274;  17.896;  23.126; -42.602;Commanded position az=23.126, el=-42.602
10.46339; 160.274;  18.396;  23.126; -42.102;Commanded position az=23.126, el=-42.102
10.46360; 160.274;  18.896;  23.126; -41.602;Commanded position az=23.126, el=-41.602
10.46381; 160.274;  19.396;  23.126; -41.102;Commanded position az=23.126, el=-41.102
10.46402; 160.274;  19.896;  23.126; -40.602;Commanded position az=23.126, el=-40.602
10.46423; 160.274;  20.396;  23.126; -40.102;Commanded position az=23.126, el=-40.102
10.46444; 160.274;  20.896;  23.126; -39.602;Commanded position az=23.126, el=-39.602
10.46465; 160.274;  21.396;  23.126; -39.102;Commanded position az=23.126, el=-39.102
10.46486; 160.274;  21.896;  23.126; -38.602;Commanded position az=23.126, el=-38.602
10.46507; 160.274;  22.396;  23.126; -38.102;Commanded position az=23.126, el=-38.102
10.46528; 160.274;  22.896;  23.126; -37.602;Commanded position az=23.126, el=-37.602
10.46549; 160.274;  23.396;  23.126; -37.102;Commanded position az=23.126, el=-37.102
10.46570; 160.274;  23.896;  23.126; -36.602;Commanded position az=23.126, el=-36.602
10.46591; 160.274;  24.396;  23.126; -36.102;Commanded position az=23.126, el=-36.102
10.46611; 160.274;  24.896;  23.126; -35.602;Commanded position az=23.126, el=-35.602
10.46632; 160.274;  25.396;  23.126; -35.102;Commanded position az=23.126, el=-35.102
10.46653; 160.274;  25.896;  23.126; -34.602;Commanded position az=23.126, el=-34.602
10.46674; 160.274;  26.396;  23.126; -34.102;Commanded position az=23.126, el=-34.102
10.46695; 160.274;  26.896;  23.126; -33.602;Commanded position az=23.126, el=-33.602
10.46716; 160.274;  27.396;  23.126; -33.102;Commanded position az=23.126, el=-33.102
10.46737; 160.274;  27.896;  23.126; -32.602;Commanded position az=23.126, el=-32.602
10.46758; 160.274;  28.396;  23.126; -32.102;Commanded position az=23.126, el=-32.102
10.46779; 160.274;  28.896;  23.126; -31.602;Commanded position az=23.126, el=-31.602
10.46800; 160.274;  29.396;  23.126; -31.102;Commanded position az=23.126, el=-31.102
10.46821; 160.274;  29.896;  23.126; -30.602;Commanded position az=23.126, el=-30.602
10.46842; 160.274;  30.396;  23.126; -30.102;Commanded position az=23.126, el=-30.102
10.46863; 160.274;  30.896;  23.126; -29.602;Commanded position az=23.126, el=-29.602
10.46884; 160.774;  30.896;  22.626; -29.602;Commanded position az=22.626, el=-29.602
10.46905; 160.774;  30.396;  22.626; -30.102;Commanded position az=22.626, el=-30.102
10.46926; 160.774;  29.896;  22.626; -30.602;Commanded position az=22.626, el=-30.602
10.46946; 160.774;  29.396;  22.626; -31.102;Commanded position az=22.626, el=-31.102
10.46967; 160.774;  28.896;  22.626; -31.602;Commanded position az=22.626, el=-31.602
10.46988; 160.774;  28.396;  22.626; -32.102;Commanded position az=22.626, el=-32.102
10.47009; 160.774;  27.896;  22.626; -32.602;Commanded position az=22.626, el=-32.602
10.47030; 160.774;  27.396;  22.626; -33.102;Commanded position az=22.626, el=-33.102
10.47051; 160.774;  26.896;  22.626; -33.602;Commanded position az=22.626, el=-33.602
10.47072; 160.774;  26.396;  22.626; -34.102;Commanded position az=22.626, el=-34.102
10.47093; 160.774;  25.896;  22.626; -34.602;Commanded position az=22.626, el=-34.602
10.47114; 160.774;  25.396;  22.626; -35.102;Commanded position az=22.626, el=-35.102
10.47135; 160.774;  24.896;  22.626; -35.602;Commanded position az=22.626, el=-35.602
10.47156; 160.774;  24.396;  22.626; -36.102;Commanded position az=22.626, el=-36.102
10.47177; 160.774;  23.896;  22.626; -36.602;Commanded position az=22.626, el=-36.602
10.47198; 160.774;  23.396;  22.626; -37.102;Commanded position az=22.626, el=-37.102
10.47219; 160.774;  22.896;  22.626; -37.602;Commanded position az=22.626, el=-37.602
10.47240; 160.774;  22.396;  22.626; -38.102;Commanded position az=22.626, el=-38.102
10.47260; 160.774;  21.896;  22.626; -38.602;Commanded position az=22.626, el=-38.602
10.47281; 160.774;  21.396;  22.626; -39.102;Commanded position az=22.626, el=-39.102
10.47302; 160.774;  20.896;  22.626; -39.602;Commanded position az=22.626, el=-39.602
10.47323; 160.774;  20.396;  22.626; -40.102;Commanded position az=22.626, el=-40.102
10.47344; 160.774;  19.896;  22.626; -40.602;Commanded position az=22.626, el=-40.602
10.47365; 160.774;  19.396;  22.626; -41.102;Commanded position az=22.626, el=-41.102
10.47386; 160.774;  18.896;  22.626; -41.602;Commanded position az=22.626, el=-41.602
10.47407; 160.774;  18.396;  22.626; -42.102;Commanded position az=22.626, el=-42.102
10.47428; 160.774;  17.896;  22.626; -42.602;Commanded position az=22.626, el=-42.602
10.47449; 160.774;  17.396;  22.626; -43.102;Commanded position az=22.626, el=-43.102
10.47470; 160.774;  16.896;  22.626; -43.602;Commanded position az=22.626, el=-43.602
10.47491; 160.774;  16.396;  22.626; -44.102;Commanded position az=22.626, el=-44.102
10.47512; 160.774;  15.896;  22.626; -44.602;Commanded position az=22.626, el=-44.602
10.47533; 160.774;  15.396;  22.626; -45.102;Commanded position az=22.626, el=-45.102
10.47554; 160.774;  14.896;  22.626; -45.602;Commanded position az=22.626, el=-45.602
10.47574; 160.774;  14.396;  22.626; -46.102;Commanded position az=22.626, el=-46.102
10.47595; 160.774;  13.896;  22.626; -46.602;Commanded position az=22.626, el=-46.602
10.47616; 160.774;  13.396;  22.626; -47.102;Commanded position az=22.626, el=-47.102
10.47637; 160.774;  12.896;  22.626; -47.602;Commanded position az=22.626, el=-47.602
10.47658; 160.774;  12.396;  22.626; -48.102;Commanded position az=22.626, el=-48.102
10.47679; 160.774;  11.896;  22.626; -48.602;Commanded position az=22.626, el=-48.602
10.47700; 160.774;  11.396;  22.626; -49.102;Commanded position az=22.626, el=-49.102
10.47721; 160.774;  10.896;  22.626; -49.602;Commanded position az=22.626, el=-49.602
10.47742; 161.274;  10.896;  22.126; -49.602;Commanded position az=22.126, el=-49.602
10.47763; 161.274;  11.396;  22.126; -49.102;Commanded position az=22.126, el=-49.102
10.47784; 161.274;  11.896;  22.126; -48.602;Commanded position az=22.126, el=-48.602
10.47805; 161.274;  12.396;  22.126; -48.102;Commanded position az=22.126, el=-48.102
10.47826; 161.274;  12.896;  22.126; -47.602;Commanded position az=22.126, el=-47.602
10.47847; 161.274;  13.396;  22.126; -47.102;Commanded position az=22.126, el=-47.102
10.47868; 161.274;  13.896;  22.126; -46.602;Commanded position az=22.126, el=-46.602
10.47889; 161.274;  14.396;  22.126; -46.102;Commanded position az=22.126, el=-46.102
10.47910; 161.274;  14.896;  22.126; -45.602;Commanded position az=22.126, el=-45.602
10.47930; 161.274;  15.396;  22.126; -45.102;Commanded position az=22.126, el=-45.102
10.47951; 161.274;  15.896;  22.126; -44.602;Commanded position az=22.126, el=-44.602
10.47972; 161.274;  16.396;  22.126; -44.102;Commanded position az=22.126, el=-44.102
10.47993; 161.274;  16.896;  22.126; -43.602;Commanded position az=22.126, el=-43.602
10.48014; 161.274;  17.396;  22.126; -43.102;Commanded position az=22.126, el=-43.102
10.48035; 161.274;  17.896;  22.126; -42.602;Commanded position az=22.126, el=-42.602
10.48056; 161.274;  18.396;  22.126; -42.102;Commanded position az=22.126, el=-42.102
10.48077; 161.274;  18.896;  22.126; -41.602;Commanded position az=22.126, el=-41.602
10.48098; 161.274;  19.396;  22.126; -41.102;Commanded position az=22.126, el=-41.102
10.48119; 161.274;  19.896;  22.126; -40.602;Commanded position az=22.126, el=-40.602
10.48140; 161.274;  20.396;  22.126; -40.102;Commanded position az=22.126, el=-40.102
10.48161; 161.274;  20.896;  22.126; -39.602;Commanded position az=22.126, el=-39.602
10.48182; 161.274;  21.396;  22.126; -39.102;Commanded position az=22.126, el=-39.102
10.48203; 161.274;  21.896;  22.126; -38.602;Commanded position az=22.126, el=-38.602
10.48224; 161.274;  22.396;  22.126; -38.102;Commanded position az=22.126, el=-38.102
10.48244; 161.274;  22.896;  22.126; -37.602;Commanded position az=22.126, el=-37.602
10.48265; 161.274;  23.396;  22.126; -37.102;Commanded position az=22.126, el=-37.102
10.48286; 161.274;  23.896;  22.126; -36.602;Commanded position az=22.126, el=-36.602
10.48307; 161.274;  24.396;  22.126; -36.102;Commanded position az=22.126, el=-36.102
10.48328; 161.274;  24.896;  22.126; -35.602;Commanded position az=22.126, el=-35.602
10.48349; 161.274;  25.396;  22.126; -35.102;Commanded position az=22.126, el=-35.102
10.48370; 161.274;  25.896;  22.126; -34.602;Commanded position az=22.126, el=-34.602
10.48391; 161.274;  26.396;  22.126; -34.102;Commanded position az=22.126, el=-34.102
