# DiSEqC radio telescope tracker
# Author: Christian Monstein, HB9SCT
# Version: 2023-04-27
# Reference positions: Azimuth= 186.300 deg, Elevation=  60.500 deg

TIME [UT];Real azimuth [deg];Real elevation [deg];Rotor azimuth [deg];Rotor elevation [deg]; Message
12.72665; 198.443;  17.593; -12.143; -42.908;Commanded position az=-12.143, el=-42.908
12.72720; 198.443;  18.093; -12.143; -42.408;Commanded position az=-12.143, el=-42.408
12.72776; 198.443;  18.593; -12.143; -41.908;Commanded position az=-12.143, el=-41.908
12.72832; 198.443;  19.093; -12.143; -41.408;Commanded position az=-12.143, el=-41.408
12.72887; 198.443;  19.593; -12.143; -40.908;Commanded position az=-12.143, el=-40.908
12.72943; 198.443;  20.093; -12.143; -40.408;Commanded position az=-12.143, el=-40.408
12.72998; 198.443;  20.593; -12.143; -39.908;Commanded position az=-12.143, el=-39.908
12.73054; 198.443;  21.093; -12.143; -39.408;Commanded position az=-12.143, el=-39.408
12.73110; 198.443;  21.593; -12.143; -38.908;Commanded position az=-12.143, el=-38.908
12.73165; 198.443;  22.093; -12.143; -38.408;Commanded position az=-12.143, el=-38.408
12.73221; 198.443;  22.593; -12.143; -37.908;Commanded position az=-12.143, el=-37.908
12.73277; 198.443;  23.093; -12.143; -37.408;Commanded position az=-12.143, el=-37.408
12.73332; 198.443;  23.593; -12.143; -36.908;Commanded position az=-12.143, el=-36.908
12.73388; 198.443;  24.093; -12.143; -36.408;Commanded position az=-12.143, el=-36.408
12.73444; 198.943;  24.093; -12.643; -36.408;Commanded position az=-12.643, el=-36.408
12.73499; 198.943;  23.593; -12.643; -36.908;Commanded position az=-12.643, el=-36.908
12.73555; 198.943;  23.093; -12.643; -37.408;Commanded position az=-12.643, el=-37.408
12.73611; 198.943;  22.593; -12.643; -37.908;Commanded position az=-12.643, el=-37.908
12.73666; 198.943;  22.093; -12.643; -38.408;Commanded position az=-12.643, el=-38.408
12.73722; 198.943;  21.593; -12.643; -38.908;Commanded position az=-12.643, el=-38.908
12.73778; 198.943;  21.093; -12.643; -39.408;Commanded position az=-12.643, el=-39.408
12.73833; 198.943;  20.593; -12.643; -39.908;Commanded position az=-12.643, el=-39.908
12.73889; 198.943;  20.093; -12.643; -40.408;Commanded position az=-12.643, el=-40.408
12.73945; 198.943;  19.593; -12.643; -40.908;Commanded position az=-12.643, el=-40.908
12.74000; 198.943;  19.093; -12.643; -41.408;Commanded position az=-12.643, el=-41.408
12.74056; 198.943;  18.593; -12.643; -41.908;Commanded position az=-12.643, el=-41.908
12.74112; 198.943;  18.093; -12.643; -42.408;Commanded position az=-12.643, el=-42.408
12.74168; 198.943;  17.593; -12.643; -42.908;Commanded position az=-12.643, el=-42.908
12.74223; 198.943;  17.093; -12.643; -43.408;Commanded position az=-12.643, el=-43.408
12.74279; 198.943;  16.593; -12.643; -43.908;Commanded position az=-12.643, el=-43.908
12.74335; 198.943;  16.093; -12.643; -44.408;Commanded position az=-12.643, el=-44.408
12.74390; 198.943;  15.593; -12.643; -44.908;Commanded position az=-12.643, el=-44.908
12.74446; 198.943;  15.093; -12.643; -45.408;Commanded position az=-12.643, el=-45.408
12.74502; 198.943;  14.593; -12.643; -45.908;Commanded position az=-12.643, el=-45.908
12.74557; 198.943;  14.093; -12.643; -46.408;Commanded position az=-12.643, el=-46.408
12.74613; 199.443;  14.093; -13.143; -46.408;Commanded position az=-13.143, el=-46.408
12.74668; 199.443;  14.593; -13.143; -45.908;Commanded position az=-13.143, el=-45.908
12.74724; 199.443;  15.093; -13.143; -45.408;Commanded position az=-13.143, el=-45.408
12.74780; 199.443;  15.593; -13.143; -44.908;Commanded position az=-13.143, el=-44.908
12.74835; 199.443;  16.093; -13.143; -44.408;Commanded position az=-13.143, el=-44.408
12.74891; 199.443;  16.593; -13.143; -43.908;Commanded position az=-13.143, el=-43.908
12.74947; 199.443;  17.093; -13.143; -43.408;Commanded position az=-13.143, el=-43.408
12.75002; 199.443;  17.593; -13.143; -42.908;Commanded position az=-13.143, el=-42.908
12.75058; 199.443;  18.093; -13.143; -42.408;Commanded position az=-13.143, el=-42.408
12.75114; 199.443;  18.593; -13.143; -41.908;Commanded position az=-13.143, el=-41.908
12.75169; 199.443;  19.093; -13.143; -41.408;Commanded position az=-13.143, el=-41.408
12.75225; 199.443;  19.593; -13.143; -40.908;Commanded position az=-13.143, el=-40.908
12.75281; 199.443;  20.093; -13.143; -40.408;Commanded position az=-13.143, el=-40.408
12.75336; 199.443;  20.593; -13.143; -39.908;Commanded position az=-13.143, el=-39.908
12.75392; 199.443;  21.093; -13.143; -39.408;Commanded position az=-13.143, el=-39.408
12.75448; 199.443;  21.593; -13.143; -38.908;Commanded position az=-13.143, el=-38.908
12.75503; 199.443;  22.093; -13.143; -38.408;Commanded position az=-13.143, el=-38.408
12.75559; 199.443;  22.593; -13.143; -37.908;Commanded position az=-13.143, el=-37.908
12.75615; 199.443;  23.093; -13.143; -37.408;Commanded position az=-13.143, el=-37.408
12.75670; 199.443;  23.593; -13.143; -36.908;Commanded position az=-13.143, el=-36.908
12.75726; 199.443;  24.093; -13.143; -36.408;Commanded position az=-13.143, el=-36.408
12.75782; 199.943;  24.093; -13.643; -36.408;Commanded position az=-13.643, el=-36.408
12.75837; 199.943;  23.593; -13.643; -36.908;Commanded position az=-13.643, el=-36.908
12.75893; 199.943;  23.093; -13.643; -37.408;Commanded position az=-13.643, el=-37.408
12.75949; 199.943;  22.593; -13.643; -37.908;Commanded position az=-13.643, el=-37.908
12.76004; 199.943;  22.093; -13.643; -38.408;Commanded position az=-13.643, el=-38.408
12.76060; 199.943;  21.593; -13.643; -38.908;Commanded position az=-13.643, el=-38.908
12.76116; 199.943;  21.093; -13.643; -39.408;Commanded position az=-13.643, el=-39.408
12.76171; 199.943;  20.593; -13.643; -39.908;Commanded position az=-13.643, el=-39.908
12.76227; 199.943;  20.093; -13.643; -40.408;Commanded position az=-13.643, el=-40.408
12.76283; 199.943;  19.593; -13.643; -40.908;Commanded position az=-13.643, el=-40.908
12.76338; 199.943;  19.093; -13.643; -41.408;Commanded position az=-13.643, el=-41.408
12.76394; 199.943;  18.593; -13.643; -41.908;Commanded position az=-13.643, el=-41.908
12.76450; 199.943;  18.093; -13.643; -42.408;Commanded position az=-13.643, el=-42.408
12.76505; 199.943;  17.593; -13.643; -42.908;Commanded position az=-13.643, el=-42.908
12.76561; 199.943;  17.093; -13.643; -43.408;Commanded position az=-13.643, el=-43.408
12.76617; 199.943;  16.593; -13.643; -43.908;Commanded position az=-13.643, el=-43.908
12.76673; 199.943;  16.093; -13.643; -44.408;Commanded position az=-13.643, el=-44.408
12.76728; 199.943;  15.593; -13.643; -44.908;Commanded position az=-13.643, el=-44.908
12.76784; 199.943;  15.093; -13.643; -45.408;Commanded position az=-13.643, el=-45.408
12.76839; 199.943;  14.593; -13.643; -45.908;Commanded position az=-13.643, el=-45.908
12.76895; 199.943;  14.093; -13.643; -46.408;Commanded position az=-13.643, el=-46.408
12.76951; 200.443;  14.093; -14.143; -46.408;Commanded position az=-14.143, el=-46.408
12.77006; 200.443;  14.593; -14.143; -45.908;Commanded position az=-14.143, el=-45.908
12.77062; 200.443;  15.093; -14.143; -45.408;Commanded position az=-14.143, el=-45.408
12.77118; 200.443;  15.593; -14.143; -44.908;Commanded position az=-14.143, el=-44.908
12.77174; 200.443;  16.093; -14.143; -44.408;Commanded position az=-14.143, el=-44.408
12.77229; 200.443;  16.593; -14.143; -43.908;Commanded position az=-14.143, el=-43.908
12.77285; 200.443;  17.093; -14.143; -43.408;Commanded position az=-14.143, el=-43.408
12.77341; 200.443;  17.593; -14.143; -42.908;Commanded position az=-14.143, el=-42.908
12.77396; 200.443;  18.093; -14.143; -42.408;Commanded position az=-14.143, el=-42.408
12.77452; 200.443;  18.593; -14.143; -41.908;Commanded position az=-14.143, el=-41.908
12.77508; 200.443;  19.093; -14.143; -41.408;Commanded position az=-14.143, el=-41.408
12.77563; 200.443;  19.593; -14.143; -40.908;Commanded position az=-14.143, el=-40.908
12.77619; 200.443;  20.093; -14.143; -40.408;Commanded position az=-14.143, el=-40.408
12.77675; 200.443;  20.593; -14.143; -39.908;Commanded position az=-14.143, el=-39.908
12.77730; 200.443;  21.093; -14.143; -39.408;Commanded position az=-14.143, el=-39.408
12.77786; 200.443;  21.593; -14.143; -38.908;Commanded position az=-14.143, el=-38.908
12.77842; 200.443;  22.093; -14.143; -38.408;Commanded position az=-14.143, el=-38.408
12.77897; 200.443;  22.593; -14.143; -37.908;Commanded position az=-14.143, el=-37.908
12.77953; 200.443;  23.093; -14.143; -37.408;Commanded position az=-14.143, el=-37.408
12.78009; 200.443;  23.593; -14.143; -36.908;Commanded position az=-14.143, el=-36.908
12.78064; 200.443;  24.093; -14.143; -36.408;Commanded position az=-14.143, el=-36.408
12.78120; 200.943;  24.093; -14.643; -36.408;Commanded position az=-14.643, el=-36.408
12.78176; 200.943;  23.593; -14.643; -36.908;Commanded position az=-14.643, el=-36.908
12.78231; 200.943;  23.093; -14.643; -37.408;Commanded position az=-14.643, el=-37.408
12.78287; 200.943;  22.593; -14.643; -37.908;Commanded position az=-14.643, el=-37.908
12.78343; 200.943;  22.093; -14.643; -38.408;Commanded position az=-14.643, el=-38.408
12.78398; 200.943;  21.593; -14.643; -38.908;Commanded position az=-14.643, el=-38.908
12.78454; 200.943;  21.093; -14.643; -39.408;Commanded position az=-14.643, el=-39.408
12.78510; 200.943;  20.593; -14.643; -39.908;Commanded position az=-14.643, el=-39.908
12.78565; 200.943;  20.093; -14.643; -40.408;Commanded position az=-14.643, el=-40.408
12.78621; 200.943;  19.593; -14.643; -40.908;Commanded position az=-14.643, el=-40.908
12.78677; 200.943;  19.093; -14.643; -41.408;Commanded position az=-14.643, el=-41.408
12.78732; 200.943;  18.593; -14.643; -41.908;Commanded position az=-14.643, el=-41.908
12.78788; 200.943;  18.093; -14.643; -42.408;Commanded position az=-14.643, el=-42.408
12.78844; 200.943;  17.593; -14.643; -42.908;Commanded position az=-14.643, el=-42.908
12.78899; 200.943;  17.093; -14.643; -43.408;Commanded position az=-14.643, el=-43.408
12.78955; 200.943;  16.593; -14.643; -43.908;Commanded position az=-14.643, el=-43.908
12.79011; 200.943;  16.093; -14.643; -44.408;Commanded position az=-14.643, el=-44.408
12.79066; 200.943;  15.593; -14.643; -44.908;Commanded position az=-14.643, el=-44.908
12.79122; 200.943;  15.093; -14.643; -45.408;Commanded position az=-14.643, el=-45.408
12.79178; 200.943;  14.593; -14.643; -45.908;Commanded position az=-14.643, el=-45.908
12.79233; 200.943;  14.093; -14.643; -46.408;Commanded position az=-14.643, el=-46.408
12.79289; 201.443;  14.093; -15.143; -46.408;Commanded position az=-15.143, el=-46.408
12.79345; 201.443;  14.593; -15.143; -45.908;Commanded position az=-15.143, el=-45.908
12.79400; 201.443;  15.093; -15.143; -45.408;Commanded position az=-15.143, el=-45.408
12.79456; 201.443;  15.593; -15.143; -44.908;Commanded position az=-15.143, el=-44.908
12.79512; 201.443;  16.093; -15.143; -44.408;Commanded position az=-15.143, el=-44.408
12.79567; 201.443;  16.593; -15.143; -43.908;Commanded position az=-15.143, el=-43.908
12.79623; 201.443;  17.093; -15.143; -43.408;Commanded position az=-15.143, el=-43.408
12.79679; 201.443;  17.593; -15.143; -42.908;Commanded position az=-15.143, el=-42.908
12.79734; 201.443;  18.093; -15.143; -42.408;Commanded position az=-15.143, el=-42.408
12.79790; 201.443;  18.593; -15.143; -41.908;Commanded position az=-15.143, el=-41.908
12.79846; 201.443;  19.093; -15.143; -41.408;Commanded position az=-15.143, el=-41.408
12.79901; 201.443;  19.593; -15.143; -40.908;Commanded position az=-15.143, el=-40.908
12.79957; 201.443;  20.093; -15.143; -40.408;Commanded position az=-15.143, el=-40.408
12.80013; 201.443;  20.593; -15.143; -39.908;Commanded position az=-15.143, el=-39.908
12.80068; 201.443;  21.093; -15.143; -39.408;Commanded position az=-15.143, el=-39.408
12.80124; 201.443;  21.593; -15.143; -38.908;Commanded position az=-15.143, el=-38.908
12.80180; 201.443;  22.093; -15.143; -38.408;Commanded position az=-15.143, el=-38.408
12.80235; 201.443;  22.593; -15.143; -37.908;Commanded position az=-15.143, el=-37.908
12.80291; 201.443;  23.093; -15.143; -37.408;Commanded position az=-15.143, el=-37.408
12.80346; 201.443;  23.593; -15.143; -36.908;Commanded position az=-15.143, el=-36.908
12.80402; 201.443;  24.093; -15.143; -36.408;Commanded position az=-15.143, el=-36.408
12.80458; 201.943;  24.093; -15.643; -36.408;Commanded position az=-15.643, el=-36.408
12.80513; 201.943;  23.593; -15.643; -36.908;Commanded position az=-15.643, el=-36.908
12.80569; 201.943;  23.093; -15.643; -37.408;Commanded position az=-15.643, el=-37.408
12.80625; 201.943;  22.593; -15.643; -37.908;Commanded position az=-15.643, el=-37.908
12.80680; 201.943;  22.093; -15.643; -38.408;Commanded position az=-15.643, el=-38.408
12.80736; 201.943;  21.593; -15.643; -38.908;Commanded position az=-15.643, el=-38.908
12.80792; 201.943;  21.093; -15.643; -39.408;Commanded position az=-15.643, el=-39.408
12.80847; 201.943;  20.593; -15.643; -39.908;Commanded position az=-15.643, el=-39.908
12.80903; 201.943;  20.093; -15.643; -40.408;Commanded position az=-15.643, el=-40.408
12.80959; 201.943;  19.593; -15.643; -40.908;Commanded position az=-15.643, el=-40.908
12.81014; 201.943;  19.093; -15.643; -41.408;Commanded position az=-15.643, el=-41.408
12.81070; 201.943;  18.593; -15.643; -41.908;Commanded position az=-15.643, el=-41.908
12.81126; 201.943;  18.093; -15.643; -42.408;Commanded position az=-15.643, el=-42.408
12.81181; 201.943;  17.593; -15.643; -42.908;Commanded position az=-15.643, el=-42.908
12.81237; 201.943;  17.093; -15.643; -43.408;Commanded position az=-15.643, el=-43.408
12.81293; 201.943;  16.593; -15.643; -43.908;Commanded position az=-15.643, el=-43.908
12.81348; 201.943;  16.093; -15.643; -44.408;Commanded position az=-15.643, el=-44.408
12.81404; 201.943;  15.593; -15.643; -44.908;Commanded position az=-15.643, el=-44.908
12.81460; 201.943;  15.093; -15.643; -45.408;Commanded position az=-15.643, el=-45.408
12.81515; 201.943;  14.593; -15.643; -45.908;Commanded position az=-15.643, el=-45.908
12.81571; 201.943;  14.093; -15.643; -46.408;Commanded position az=-15.643, el=-46.408
12.81627; 202.443;  14.093; -16.143; -46.408;Commanded position az=-16.143, el=-46.408
12.81682; 202.443;  14.593; -16.143; -45.908;Commanded position az=-16.143, el=-45.908
12.81738; 202.443;  15.093; -16.143; -45.408;Commanded position az=-16.143, el=-45.408
12.81794; 202.443;  15.593; -16.143; -44.908;Commanded position az=-16.143, el=-44.908
12.81849; 202.443;  16.093; -16.143; -44.408;Commanded position az=-16.143, el=-44.408
12.81905; 202.443;  16.593; -16.143; -43.908;Commanded position az=-16.143, el=-43.908
12.81961; 202.443;  17.093; -16.143; -43.408;Commanded position az=-16.143, el=-43.408
12.82016; 202.443;  17.593; -16.143; -42.908;Commanded position az=-16.143, el=-42.908
12.82072; 202.443;  18.093; -16.143; -42.408;Commanded position az=-16.143, el=-42.408
12.82128; 202.443;  18.593; -16.143; -41.908;Commanded position az=-16.143, el=-41.908
12.82183; 202.443;  19.093; -16.143; -41.408;Commanded position az=-16.143, el=-41.408
12.82239; 202.443;  19.593; -16.143; -40.908;Commanded position az=-16.143, el=-40.908
12.82295; 202.443;  20.093; -16.143; -40.408;Commanded position az=-16.143, el=-40.408
12.82350; 202.443;  20.593; -16.143; -39.908;Commanded position az=-16.143, el=-39.908
12.82406; 202.443;  21.093; -16.143; -39.408;Commanded position az=-16.143, el=-39.408
12.82462; 202.443;  21.593; -16.143; -38.908;Commanded position az=-16.143, el=-38.908
12.82517; 202.443;  22.093; -16.143; -38.408;Commanded position az=-16.143, el=-38.408
12.82573; 202.443;  22.593; -16.143; -37.908;Commanded position az=-16.143, el=-37.908
12.82629; 202.443;  23.093; -16.143; -37.408;Commanded position az=-16.143, el=-37.408
12.82684; 202.443;  23.593; -16.143; -36.908;Commanded position az=-16.143, el=-36.908
12.82740; 202.443;  24.093; -16.143; -36.408;Commanded position az=-16.143, el=-36.408
12.82796; 202.943;  24.093; -16.643; -36.408;Commanded position az=-16.643, el=-36.408
12.82851; 202.943;  23.593; -16.643; -36.908;Commanded position az=-16.643, el=-36.908
12.82907; 202.943;  23.093; -16.643; -37.408;Commanded position az=-16.643, el=-37.408
12.82963; 202.943;  22.593; -16.643; -37.908;Commanded position az=-16.643, el=-37.908
12.83018; 202.943;  22.093; -16.643; -38.408;Commanded position az=-16.643, el=-38.408
12.83074; 202.943;  21.593; -16.643; -38.908;Commanded position az=-16.643, el=-38.908
12.83130; 202.943;  21.093; -16.643; -39.408;Commanded position az=-16.643, el=-39.408
12.83185; 202.943;  20.593; -16.643; -39.908;Commanded position az=-16.643, el=-39.908
12.83241; 202.943;  20.093; -16.643; -40.408;Commanded position az=-16.643, el=-40.408
12.83297; 202.943;  19.593; -16.643; -40.908;Commanded position az=-16.643, el=-40.908
12.83352; 202.943;  19.093; -16.643; -41.408;Commanded position az=-16.643, el=-41.408
12.83408; 202.943;  18.593; -16.643; -41.908;Commanded position az=-16.643, el=-41.908
12.83464; 202.943;  18.093; -16.643; -42.408;Commanded position az=-16.643, el=-42.408
12.83519; 202.943;  17.593; -16.643; -42.908;Commanded position az=-16.643, el=-42.908
12.83575; 202.943;  17.093; -16.643; -43.408;Commanded position az=-16.643, el=-43.408
12.83631; 202.943;  16.593; -16.643; -43.908;Commanded position az=-16.643, el=-43.908
12.83686; 202.943;  16.093; -16.643; -44.408;Commanded position az=-16.643, el=-44.408
